May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Grace	Grace	n1	Grace	grace	0
,	,	,	,	,	0
HAving	HAving	vhg	HAving	have	0
been	been	vbn	been	be	0
called	called	vvn	called	call	0
forth	forth	av	forth	forth	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord's	Lord's	ng1	Lord's	lord	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
jurisdiction	jurisdiction	n1	jurisdiction	jurisdiction	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Most	Most	av-ds	Most	most	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Paternity	Paternity	n1	Paternity	paternity	0
:	:	:	:	:	0
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
aid	aid	vvi	aid	aid	0
me	me	pno11	me	i	0
with	with	p-acp	with	with	0
His	His	po31	His	his	0
gracious	gracious	j	gracious	gracious	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
open	open	j	open	open	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
curious	curious	j	curious	curious	0
Mysteries	Mysteries	n2	Mysteries	mystery	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
His	His	po31	His	his	0
Holy	Holy	j	Holy	holy	0
book	book	n1	book	book	0
is	is	vbz	is	be	0
revealed	revealed	vvn	revealed	reveal	0
from	from	p-acp	from	from	0
Heaven	Heaven	n1	Heaven	heaven	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
manage	manage	n1	manage	manage	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
employment	employment	n1	employment	employment	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
loaded	loaded	vvn	loaded	load	0
the	the	dt	the	the	0
Roman	Roman	njp	Roman	roman	0
Church	Church	n1	Church	church	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
guilt	guilt	n1	guilt	guilt	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
many	many	d	many	many	0
Monsters	Monsters	n2	Monsters	monster	0
,	,	,	,	,	0
Beasts	Beasts	n2	Beasts	beast	0
,	,	,	,	,	0
and	and	cc	and	and	0
Evil	Evil	j-jn	Evil	evil	0
Members	Members	n2	Members	member	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
others	others	n2-jn	others	other	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
writ	writ	vvn	writ	write	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
before	before	p-acp	before	before	0
me	me	pno11	me	i	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
rather	rather	av-c	rather	rather	0
care	care	vvb	care	care	0
∣	∣	sy	∣	∣	0
fully	fully	av-j	fully	full	0
have	have	vhi	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
upon	upon	p-acp	upon	upon	0
every	every	d	every	every	0
Horse	Horse	n1	Horse	horse	0
His	His	po31	His	his	0
own	own	d	own	own	0
burthen	burthen	n1	burden	burden	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
my	my	po11	my	my	0
candle	candle	n1	candle	candle	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
light	light	n1	light	light	0
unto	unto	p-acp	unto	unto	0
no	no	dx	no	no	0
mans	mans	ng1	men	man	0
evil	evil	n-jn	evil	evil	0
Deeds	Deeds	n2	Deeds	deed	0
,	,	,	,	,	0
any	any	d	any	any	0
farther	farther	jc	farther	far	0
then	then	cs	then	than	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
receives	receives	vvz	receives	receive	0
light	light	n1	light	light	0
from	from	p-acp	from	from	0
God's	God's	npg1	God's	God	0
Holy	Holy	j	Holy	holy	0
word	word	n1	word	word	0
