MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
WHEN	WHEN	c-crq	WHEN	when	0
I	I	pns11	I	i	0
reflect	reflect	vvb	reflect	reflect	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
infinite	infinite	j	infinite	infinite	0
disputes	disputes	vvz	disputes	dispute	0
which	which	q-crq	which	which	0
have	have	vhb	have	have	0
troubled	troubled	vvn	troubled	trouble	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
meetings	meetings	n2	meetings	meeting	0
of	of	pp-f	of	of	0
Christendom	Christendom	np1	Christendom	Christendom	0
concerning	concerning	vvg	concerning	concern	0
Original	Original	j-jn	Original	original	0
Sin	Sin	n1	since	sin	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
impatient	impatient	j	impatient	impatient	0
and	and	cc	and	and	0
vext	vext	vvn	vexed	vex	0
some	some	d	some	some	0
men	men	n2	men	man	0
lately	lately	av-j	lately	late	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
offered	offered	vvd	offered	offer	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
my	my	po11	my	my	0
endeavours	endeavours	n2	endeavours	endeavour	0
and	and	cc	and	and	0
conjectures	conjectures	n2	conjectures	conjecture	0
concerning	concerning	vvg	concerning	concern	0
that	that	d	that	that	0
Question	Question	n1	Question	question	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
purposes	purposes	n2	purposes	purpose	0
very	very	av	very	very	0
differing	differing	vvg	differing	differ	0
from	from	p-acp	from	from	0
what	what	r-crq	what	what	0
were	were	vbdr	were	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
mens	mens	ng2	men's	man	0
designs	designs	n2	designs	design	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
handled	handled	vvn	handled	handle	0
it	it	pn31	it	it	0
so	so	av	so	so	0
,	,	,	,	,	0
that	that	cst	that	that	0
GOD	GOD	np1	GOD	God	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Article	Article	n1	Article	article	0
,	,	,	,	,	0
and	and	cc	and	and	0
men	men	n2	men	man	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
instructed	instructed	vvn	instructed	instruct	0
and	and	cc	and	and	0
edified	edified	vvn	edified	edify	0
in	in	p-acp	in	in	0
order	order	n1	order	order	0
to	to	p-acp	to	to	0
good	good	j	good	good	0
life	life	n1	life	life	0
;	;	;	;	;	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
