MAdam	MAdam	n1	MAdam	madam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
make	make	vvi	make	make	0
my	my	po11	my	my	0
Apology	Apology	n1	Apology	apology	0
before	before	c-acp	before	before	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
a	a	dt	a	a	0
word	word	n1	word	word	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
I	I	pns11	I	i	0
present	present	vvb	present	present	0
a	a	dt	a	a	0
Catechism	Catechism	n1	Catechism	catechism	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
instruct	instruct	vvi	instruct	instruct	0
others	others	n2-jn	others	other	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
mothers	mothers	ng1	mother's	mother	0
Catechism	Catechism	n1	Catechism	catechism	0
for	for	p-acp	for	for	0
her	her	po31	her	her	0
children	children	n2	children	child	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
no	no	uh-dx	no	no	0
chil	chil	fw-la	chil	chil	0
∣	∣	sy	∣	∣	0
dren	dren	n1	dren	dren	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
own	own	d	own	own	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
instruction	instruction	n1	instruction	instruction	0
now	now	av	now	now	0
.	.	.	.	.	1
This	This	d	This	this	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
strange	strange	j	strange	strange	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
great	great	j	great	great	0
encoura	encoura	fw-fr	encoura	encoura	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
little	little	j	little	little	0
work	work	n1	work	work	0
:	:	:	:	:	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
ignorant	ignorant	j	ignorant	ignorant	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
affecti	affecti	n1	affection	affection	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
to	to	p-acp	to	to	0
