Right	Right	av-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
&	&	cc	&	and	0
most	most	av-ds	most	most	0
Honored	Honored	j-vvn	Honoured	honour	0
Madam	Madam	n1	Madam	madam	0
.	.	.	.	.	1
MY	MY	po11	MY	my	0
ambition	ambition	n1	ambition	ambition	0
to	to	pc-acp	to	to	0
invite	invite	vvi	invite	invite	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Surety	Surety	n1	Surety	surety	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
First-Borne	First-Borne	j	Firstborn	firstborn	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
offered	offered	vvn	offered	offer	0
violence	violence	n1	violence	violence	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
modesty	modesty	n1	modesty	modesty	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
dedicate	dedicate	vvi	dedicate	dedicate	0
my	my	po11	my	my	0
la	la	uh	la	la	0
∣	∣	sy	∣	∣	0
bours	bours	n1	bours	bours	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
long	long	av-j	long	long	0
agoe	agoe	av	ago	ago	0
dedicated	dedicated	vvn	dedicated	dedicate	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
once	once	a-acp	once	once	0
the	the	dt	the	the	0
hap	hap	n1	hap	hap	0
∣	∣	sy	∣	∣	0
piness	piness	n1	piness	piness	0
to	to	p-acp	to	to	0
entertaine	entertaine	vvi	entertain	entertain	0
your	your	po22	your	your	0
Lady	Lady	n1	Lady	lady	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
very	very	j	very	very	0
short	short	j	short	short	0
time	time	n1	time	time	0
,	,	,	,	,	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
you	you	pn22	you	you	0
so	so	av	so	so	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
meane	meane	j	mean	mean	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
best	best	js	best	best	0
part	part	n1	part	part	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
the	the	dt	the	the	0
less	less	av-dc	less	less	0
scruple	scruple	n1	scruple	scruple	0
here	here	av	here	here	0
to	to	pc-acp	to	to	0
invite	invite	vvi	invite	invite	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Churches	Churches	n2	Churches	church	0
Ordinary	Ordinary	j	Ordinary	ordinary	0
.	.	.	.	.	1
The	The	dt	The	the	0
great	great	j	great	great	0
Salvation	Salvation	n1	Salvation	salvation	0
that	that	cst	that	that	0
this	this	d	this	this	0
weak	weak	j	weak	weak	0
hand	hand	n1	hand	hand	0
holds	holds	vvz	holds	hold	0
out	out	av	out	out	0
,	,	,	,	,	0
may	may	vmb	may	may	0
well	well	av	well	well	0
beseeme	beseeme	vvi	beseem	beseem	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Per	Per	fw-la	Per	per	0
∣	∣	sy	∣	∣	0
sonages	sonages	n2	sonages	sonage	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
in	in	p-acp	in	in	0
highest	highest	js	highest	high	0
estimation	estimation	n1	estimation	estimation	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
so	so	av	so	so	0
long	long	av-j	long	long	0
made	made	vvd	made	make	0
the	the	dt	the	the	0
attain	attain	vvi	attain	attain	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
(	(	(	(	(	0
next	next	ord	next	next	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
the	the	dt	the	the	0
Giver	Giver	n1	Giver	giver	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christ	Christ	np1	Christ	Christ	0
the	the	dt	the	the	0
Purchaser	Purchaser	n1	Purchaser	purchaser	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
)	)	)	)	)	0
your	your	po22	your	your	0
chiefest	chiefest	js-jn	chiefest	chief	0
