RIght	RIght	av-jn	RIght	right	0
honorable	honorable	j	honourable	honourable	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
asmuch	asmuch	p-acp	as	as	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
comming	comming	n-vvg	coming	come	0
foorth	foorth	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Postill	Postill	n1	Postill	postill	0
of	of	pp-f	of	of	0
Hemingius	Hemingius	np1	Hemingius	Hemingius	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Gospelles	Gospelles	n2	Gospels	gospel	0
in	in	p-acp	in	in	0
English	English	np1	English	English	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
liking	liking	n-vvg	liking	like	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
wholesome	wholesome	j	wholesome	wholesome	0
doctrine	doctrine	n1	doctrine	doctrine	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
well	well	av	well	well	0
handling	handling	vvg	handling	handle	0
thereof	thereof	av	thereof	thereof	0
too	too	av	too	too	0
the	the	dt	the	the	0
playne	playne	j	plain	plain	0
vnderstanding	vnderstanding	n1	understanding	understanding	0
,	,	,	,	,	0
euen	euen	av	even	even	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
simple	simple	j	simple	simple	0
and	and	cc	and	and	0
too	too	av	too	too	0
the	the	dt	the	the	0
profita	profita	fw-la	profita	profita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
edifying	edifying	vvg	edifying	edify	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
sortes	sortes	n2	sorts	sort	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
cau	cau	vvn	caused	cause	0
∣	∣	sy	∣	∣	0
sed	sed	vvd	said	say	0
many	many	d	many	many	0
too	too	av	too	too	0
reade	reade	vvd	read	read	0
the	the	dt	the	the	0
same	same	d	same	same	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
willingnesse	willingnesse	n1	willingness	willingness	0
and	and	cc	and	and	0
diligence	diligence	n1	diligence	diligence	0
:	:	:	:	:	0
The	The	dt	The	the	0
partyes	partyes	n2	parties	party	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
procu	procu	n1	procu	procu	0
∣	∣	sy	∣	∣	0
rers	rers	n2	rers	rer	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
benefite	benefite	n1	benefit	benefit	0
too	too	av	too	too	0
their	their	po32	their	their	0
Countrey	Countrey	n1	Country	country	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
with	with	p-acp	with	with	0
like	like	av-j	like	like	0
good	good	j	good	good	0
meening	meening	n1	meaning	meaning	0
requested	requested	vvd	requested	request	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
adde	adde	vvi	add	add	0
some	some	d	some	some	0
Postill	Postill	j	Postill	postill	0
or	or	cc	or	or	0
exposition	exposition	n1	exposition	exposition	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
Epistles	Epistles	n2	Epistles	epistle	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intent	intent	n1	intent	intent	0
that	that	cst	that	that	0
the	the	dt	the	the	0
well	well	av	well	well	0
disposed	disposed	vvn	disposed	dispose	0
Reader	Reader	n1	Reader	reader	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
more	more	av-dc	more	more	0
