Great	Great	j	Great	great	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
any	any	d	any	any	0
interest	interest	n1	interest	interest	0
,	,	,	,	,	0
or	or	cc	or	or	0
respect	respect	n1	respect	respect	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
fessor	fessor	n1	fessor	fessor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Civil	Civil	j	Civil	civil	0
Law	Law	n1	Law	law	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
envie	envie	vvi	envy	envy	0
at	at	p-acp	at	at	0
,	,	,	,	,	0
or	or	cc	or	or	0
disobligement	disobligement	n1	disobligement	disobligement	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Practizer	Practizer	n1	Practizer	practizer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Municipal	Municipal	j	Municipal	municipal	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
puts	puts	vvz	puts	put	0
me	me	pno11	me	i	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
work	work	n1	work	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
pure	pure	j	pure	pure	0
zeal	zeal	n1	zeal	zeal	0
to	to	p-acp	to	to	0
,	,	,	,	,	0
and	and	cc	and	and	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
Justice	Justice	n1	Justice	justice	0
(	(	(	(	(	0
or	or	cc	or	or	0
my	my	po11	my	my	0
own	own	d	own	own	0
heart	heart	n1	heart	heart	0
deceives	deceives	vvz	deceives	deceive	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
sincerity	sincerity	n1	sincerity	sincerity	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
searched	searched	vvn	searched	search	0
it	it	pn31	it	it	0
as	as	a-acp	as	as	0
narrowly	narrowly	av-j	narrowly	narrow	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
)	)	)	)	)	0
You	You	pn22	You	you	0
sit	sit	vvb	fit	sit	0
at	at	p-acp	at	at	0
Sterne	Sterne	j	Stern	stern	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
laid	laid	vvn	laid	lay	0
hand	hand	n1	hand	hand	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Helme	Helme	n1	Helm	helm	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
find	find	vvb	find	find	0
a	a	dt	a	a	0
good	good	j	good	good	0
and	and	cc	and	and	0
just	just	j	just	just	0
rule	rule	n1	rule	rule	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
alter	alter	vvi	altar	alter	0
;	;	;	;	;	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
you	you	pn22	you	you	0
finde	finde	vvb	find	find	0
none	none	pix	none	none	0
,	,	,	,	,	0
or	or	cc	or	or	0
a	a	dt	a	a	0
broken	broken	j-vvn	broken	break	0
,	,	,	,	,	0
weake	weake	j	weak	weak	0
,	,	,	,	,	0
defective	defective	j	defective	defective	0
one	one	pi	one	one	0
,	,	,	,	,	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
your	your	po22	your	your	0
desires	desires	n2	desires	desire	0
are	are	vbr	are	be	0
strong	strong	j	strong	strong	0
for	for	p-acp	for	for	0
Refor	Refor	j	Refor	refor	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
set	set	vvb	set	set	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
right	right	j-jn	right	right	0
,	,	,	,	,	0
you	you	pn22	you	you	0
bring	bring	vvb	bring	bring	0
not	not	xx	not	not	0
disorder	disorder	n1	disorder	disorder	0
upon	upon	p-acp	upon	upon	0
all	all	d	all	all	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
your	your	po22	your	your	0
wisdome	wisdome	n1	wisdom	wisdom	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
natural	natural	j	natural	natural	0
,	,	,	,	,	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
politick	politick	j	politic	politic	0
body	body	n1	body	body	0
,	,	,	,	,	0
each	each	d	each	each	0
great	great	j	great	great	0
alteration	alteration	n1	alteration	alteration	0
is	is	vbz	is	be	0
dangerours	dangerours	j	dangerours	dangerous	0
;	;	;	;	;	0
Constitutions	Constitutions	n2	Constitutions	constitution	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
altered	altered	vvn	altered	alter	0
slowly	slowly	av-j	slowly	slow	0
;	;	;	;	;	0
the	the	dt	the	the	0
fowler	fowler	n1	fouler	fowler	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
need	need	n1	need	need	0
of	of	pp-f	of	of	0
preparatives	preparatives	n2	preparatives	preparative	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Purgation	Purgation	n1	Purgation	purgation	0
comes	comes	vvz	comes	come	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
fit	fit	j	fit	fit	0
the	the	dt	the	the	0
patient	patient	j	patient	patient	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
measure	measure	n1	measure	measure	0
have	have	vhb	have	have	0
some	some	d	some	some	0
intima	intima	fw-la	intima	intima	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
more	more	av-dc	more	more	0
willingly	willingly	av-j	willingly	willing	0
receive	receive	vvi	receive	receive	0
his	his	po31	his	his	0
cure	cure	n1	cure	cure	0
,	,	,	,	,	0
that	that	cst	that	that	0
imagination	imagination	n1	imagination	imagination	0
obstruct	obstruct	vvi	obstruct	obstruct	0
not	not	xx	not	not	0
due	due	j-jn	due	due	0
operation	operation	n1	operation	operation	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Physitian	Physitian	n1	Physician	physician	0
gaine	gaine	vvi	gain	gain	0
his	his	po31	his	his	0
affection	affection	n1	affection	affection	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
prejudice	prejudice	n1	prejudice	prejudice	0
operate	operate	vvi	operate	operate	0
more	more	av-dc	more	more	0
for	for	p-acp	for	for	0
destruction	destruction	n1	destruction	destruction	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
medicine	medicine	n1	medicine	medicine	0
for	for	p-acp	for	for	0
preservation	preservation	n1	preservation	preservation	0
;	;	;	;	;	0
These	These	d	These	these	0
things	things	n2	things	thing	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
natu	natu	fw-la	natu	natu	0
∣	∣	sy	∣	∣	0
ral	ral	n1	ral	ral	0
to	to	p-acp	to	to	0
Societies	Societies	n2	Societies	society	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Politick	Politick	j	Politic	politic	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
natu	natu	fw-la	natu	natu	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
body	body	n1	body	body	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
here	here	av	here	here	0
discovered	discovered	vvn	discovered	discover	0
what	what	r-crq	what	what	0
of	of	pp-f	of	of	0
necessity	necessity	n1	necessity	necessity	0
requires	requires	vvz	requires	require	0
a	a	dt	a	a	0
remedy	remedy	n1	remedy	remedy	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
speedily	speedily	av-j	speedily	speedy	0
:	:	:	:	:	0
before	before	c-acp	before	before	0
a	a	dt	a	a	0
disease	disease	n1	disease	disease	0
hath	hath	vhz	hath	have	0
brought	brought	vvn	brought	bring	0
the	the	dt	the	the	0
body	body	n1	body	body	0
low	low	j	low	low	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
endure	endure	vvi	endure	endure	0
heats	heats	n2	heats	heat	0
and	and	cc	and	and	0
colds	colds	n2-jn	colds	cold	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
distempers	distempers	n2	distempers	distemper	0
,	,	,	,	,	0
alter	alter	vvb	altar	alter	0
little	little	j	little	little	0
or	or	cc	or	or	0
nothing	nothing	pix	nothing	nothing	0
vi	vi	fw-la	vi	vi	0
∣	∣	sy	∣	∣	0
sibly	sibly	av-j	sibly	sible	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
dregs	dregs	n2	dregs	dregs	0
remaine	remaine	vvb	remain	remain	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvi	bring	bring	0
the	the	dt	the	the	0
disease	disease	n1	disease	disease	0
by	by	p-acp	by	by	0
degrees	degrees	n2	degrees	degree	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
height	height	n1	height	height	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
each	each	d	each	each	0
slight	slight	j	slight	slight	0
offence	offence	n1	offence	offence	0
is	is	vbz	is	be	0
ta	ta	uh	ta	ta	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
,	,	,	,	,	0
and	and	cc	and	and	0
strong	strong	j	strong	strong	0
distempers	distempers	n2	distempers	distemper	0
appeare	appeare	vvi	appear	appear	0
to	to	p-acp	to	to	0
danger	danger	n1	danger	danger	0
and	and	cc	and	and	0
ru	ru	n2	ru	ru	0
∣	∣	sy	∣	∣	0
ine	ine	zz	ine	ine	0
.	.	.	.	.	1
I	I	pns11	I	i	0
feare	feare	vvb	fear	fear	0
the	the	dt	the	the	0
Politick	Politick	j	Politic	politic	0
State	State	n1	State	state	0
labours	labours	vvz	labours	labour	0
under	under	p-acp	under	under	0
a	a	dt	a	a	0
Cri	Cri	np1	Cri	Cri	0
∣	∣	sy	∣	∣	0
tical	tical	j	tical	tical	0
signe	signe	n1	sign	sign	0
,	,	,	,	,	0
the	the	dt	the	the	0
disease	disease	n1	disease	disease	0
is	is	vbz	is	be	0
growne	growne	vvn	grown	grow	0
so	so	av	so	so	0
strong	strong	j	strong	strong	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
such	such	d	such	such	0
a	a	dt	a	a	0
height	height	n1	height	height	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
skill	skill	n1	skill	skill	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
wise	wise	j	wise	wise	0
Physitian	Physitian	n1	Physician	physician	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
,	,	,	,	,	0
guided	guided	vvn	guided	guide	0
and	and	cc	and	and	0
seconded	seconded	vvn	seconded	second	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
all	all	d	all	all	0
wise	wise	j	wise	wise	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
must	must	vmb	must	must	0
inter	inter	vvi	inter	inter	0
∣	∣	sy	∣	∣	0
vene	vene	zz	vene	vene	0
for	for	p-acp	for	for	0
Restauration	Restauration	n1	Restauration	restauration	0
,	,	,	,	,	0
or	or	cc	or	or	0
danger	danger	n1	danger	danger	0
is	is	vbz	is	be	0
threatened	threatened	vvn	threatened	threaten	0
.	.	.	.	.	1
This	This	d	This	this	0
thing	thing	n1	thing	thing	0
now	now	av	now	now	0
presented	presented	vvn	presented	present	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
evident	evident	j	evident	evident	0
symptome	symptome	n1	symptom	symptom	0
what	what	r-crq	what	what	0
time	time	n1	time	time	0
would	would	vmd	would	will	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
work	work	vvi	work	work	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
;	;	;	;	;	0
For	For	c-acp	For	for	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
variety	variety	n1	variety	variety	0
of	of	pp-f	of	of	0
Juris	Juris	np1	Juris	Juris	0
∣	∣	sy	∣	∣	0
dictions	dictions	n2	dictions	diction	0
,	,	,	,	,	0
every	every	d	every	every	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
long	long	av-j	long	long	0
