Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
SALOMON	SALOMON	np1	SALOMON	Salomon	0
the	the	dt	the	the	0
wisest	wisest	js	wisest	wise	0
King	King	n1	King	king	0
,	,	,	,	,	0
writ	writ	vvd	writ	write	0
three	three	crd	three	three	0
several	several	j	several	several	0
books	books	n2	books	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
three	three	crd	three	three	0
severall	severall	j	several	several	0
books	books	n2	books	book	0
he	he	pns31	he	he	0
taketh	taketh	vvz	takes	take	0
three	three	crd	three	three	0
se	se	vvi	see	see	0
∣	∣	sy	∣	∣	0
verall	verall	j	verall	verall	0
Epithetes	Epithetes	n2	Epithets	epithet	0
and	and	cc	and	and	0
Stiles	Stiles	n1	Stile	stile	0
unto	unto	p-acp	unto	unto	0
himselfe	himselfe	px31	himself	himself	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Pro	Pro	fw-la	Pro	pro	0
∣	∣	sy	∣	∣	0
verbes	verbes	n2	verbs	verb	0
he	he	pns31	he	he	0
calleth	calleth	vvz	calls	call	0
himselfe	himselfe	px31	himself	himself	0
Salomon	Salomon	np1	Salomon	Salomon	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Jsrael	Jsrael	np1	Jsrael	Jsrael	0
;	;	;	;	;	0
In	In	p-acp	In	in	0
Ecclesiastes	Ecclesiastes	n2	Ecclesiastes	ecclesiaste	0
,	,	,	,	,	0
he	he	pns31	he	he	0
calleth	calleth	vvz	calls	call	0
himselfe	himselfe	px31	himself	himself	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
,	,	,	,	,	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
David	David	np1	David	David	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
;	;	;	;	;	0
And	And	cc	And	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Canticles	Canticles	n2	Canticles	canticle	0
,	,	,	,	,	0
he	he	pns31	he	he	0
calleth	calleth	vvz	calls	call	0
himselfe	himselfe	px31	himself	himself	0
Salomon	Salomon	np1	Salomon	Salomon	0
onely	onely	av-j	only	only	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
booke	booke	n1	book	book	0
he	he	pns31	he	he	0
giveth	giveth	vvz	gives	give	0
directions	directions	n2	directions	direction	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
King	King	n1	King	king	0
hee	hee	pns31	he	he	0
speaketh	speaketh	vvz	speaks	speak	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
second	second	ord	second	second	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
he	he	pns31	he	he	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
Preacher	Preacher	n1	Preacher	preacher	0
spea	spea	n1	spea	spea	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
to	to	p-acp	to	to	0
Jerusalem	Jerusalem	np1	Jerusalem	Jerusalem	0
below	below	a-acp	below	below	0
