Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Here	Here	av	Here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
Notions	Notions	n2	Notions	notion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bre	Bre	vvn	Bre	breed	0
∣	∣	sy	∣	∣	0
thren	thren	j	thren	thren	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Presbyterian	Presbyterian	j	Presbyterian	presbyterian	0
Way	Way	n1	Way	way	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
presen	presen	fw-mi	presen	presen	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
HOUSE	HOUSE	n1	HOUSE	house	0
some	some	d	some	some	0
foure	foure	crd	foure	four	0
or	or	cc	or	or	0
five	five	crd	five	five	0
yeares	yeares	n2	years	year	0
since	since	a-acp	since	since	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
in	in	p-acp	in	in	0
much	much	d	much	much	0
strength	strength	n1	strength	strength	0
and	and	cc	and	and	0
pi	pi	zz	pi	pi	0
∣	∣	sy	∣	∣	0
ety	ety	n1	ety	ety	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
seems	seems	vvz	seems	seem	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
open	open	vvb	open	open	0
the	the	dt	the	the	0
way	way	n1	way	way	0
and	and	cc	and	and	0
secrets	secrets	n2-jn	secrets	secret	0
of	of	pp-f	of	of	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
Tyranny	Tyranny	n1	Tyranny	tyranny	0
,	,	,	,	,	0
and	and	cc	and	and	0
Conscience-yoaks	Conscience-yoaks	j	Conscience-yoaks	conscience-yoaks	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
some	some	d	some	some	0
occasion	occasion	n1	occasion	occasion	0
now	now	av	now	now	0
of	of	pp-f	of	of	0
reminding	reminding	vvg	reminding	remind	0
the	the	dt	the	the	0
Brethren	Brethren	n2	Brothers	brethren	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
straine	straine	n1	strain	strain	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
