Most	Most	ds	Most	most	0
Honoured	Honoured	j-vvn	Honoured	honour	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
WEE	WEE	pns12	we	we	0
heare	heare	vvb	hear	hear	0
much	much	av-d	much	much	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
of	of	pp-f	of	of	0
certain	certain	j	certain	certain	0
civil	civil	j	civil	civil	0
Hereticks	Hereticks	n2	Heretics	heretic	0
,	,	,	,	,	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
the	the	dt	the	the	0
LEVELLERS	LEVELLERS	n2	LEVELLERS	leveller	0
;	;	;	;	;	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
by	by	p-acp	by	by	0
pretending	pretending	vvg	pretending	pretend	0
Salus	Salus	fw-la	Salus	salus	0
Populi	Populi	fw-la	Populi	populi	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
good	good	j	good	good	0
,	,	,	,	,	0
would	would	vmd	would	will	0
render	render	vvi	render	render	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
share	share	n1	share	share	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
better	better	jc	better	better	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
:	:	:	:	:	0
And	And	cc	And	and	0
finding	finding	vvg	finding	find	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
Lots	Lots	n2	Lots	lot	0
are	are	vbr	are	be	0
cast	cast	vvn	cast	cast	0
)	)	)	)	)	0
commu	commu	fw-la	commu	commu	0
∣	∣	sy	∣	∣	0
nity	nity	n1	nity	nity	0
more	more	av-dc	more	more	0
advantageous	advantageous	j	advantageous	advantageous	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
then	then	cs	then	than	0
proprie	proprie	n1	proprie	proprie	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
,	,	,	,	,	0
would	would	vmd	would	will	0
take	take	vvi	take	take	0
away	away	av	away	away	0
all	all	d	all	all	0
those	those	d	those	those	0
troublesome	troublesome	j	troublesome	troublesome	0
bounds	bounds	n2	bounds	bound	0
,	,	,	,	,	0
and	and	cc	and	and	0
metes	metes	vvz	metes	mete	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
