HAving	HAving	vhg	HAving	have	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
almost	almost	av	almost	almost	0
forty	forty	crd	forty	forty	0
years	years	n2	years	year	0
lived	lived	vvd	lived	live	0
comfortably	comfortably	av-j	comfortably	comfortable	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
God	God	np1	God	God	0
ha	ha	uh	would	ha	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
us	us	pno12	us	we	0
Children	Children	n2	Children	child	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Posterity	Posterity	n1	Posterity	posterity	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
(	(	(	(	(	0
instead	instead	av	instead	instead	0
of	of	pp-f	of	of	0
Plenty	Plenty	n1	Plenty	plenty	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
expected	expected	vvn	expected	expect	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
left	left	vvn	left	leave	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
)	)	)	)	)	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
now	now	av	now	now	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
want	want	n1	want	want	0
and	and	cc	and	and	0
poverty	poverty	n1	poverty	poverty	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
already	already	av	already	already	0
befallen	befallen	vvn	befallen	befall	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
sent	sent	vvn	sent	send	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
best	best	js	best	best	0
Legacy	Legacy	n1	Legacy	legacy	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
think	think	vvi	think	think	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Discourse	Discourse	n1	Discourse	discourse	0
consisting	consisting	vvg	consisting	consist	0
of	of	pp-f	of	of	0
two	two	crd	two	two	0
Parts	Parts	n2	Parts	part	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
the	the	dt	the	the	0
Motives	Motives	n2	Motives	motive	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
,	,	,	,	,	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
are	are	vbr	are	be	0
set	set	vvn	set	set	0
down	down	a-acp	down	down	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
deterred	deterred	vvd	deterred	deter	0
my	my	po11	my	my	0
Conscience	Conscience	n1	Conscience	conscience	0
from	from	p-acp	from	from	0
taking	taking	vvg	taking	take	0
Armes	Armes	n2	Arms	arm	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
King	King	n1	King	king	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
the	the	dt	the	the	0
second	second	ord	second	second	0
,	,	,	,	,	0
I	I	pns11	I	i	0
endeavour	endeavour	vvb	endeavour	endeavour	0
a	a	dt	a	a	0
Vindication	Vindication	n1	Vindication	vindication	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Innocency	Innocency	n1	Innocency	innocency	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
severe	severe	j	severe	severe	0
and	and	cc	and	and	0
injurious	injurious	j	injurious	injurious	0
Sentence	Sentence	n1	Sentence	sentence	0
of	of	pp-f	of	of	0
Exception	Exception	n1	Exception	exception	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Houses	Houses	n2	Houses	house	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
declared	declared	vvn	declared	declare	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
Delinquent	Delinquent	n-jn	Delinquent	delinquent	0
,	,	,	,	,	0
that	that	cst	that	that	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
expect	expect	vvi	expect	expect	0
Pardon	Pardon	n1	Pardon	pardon	0
or	or	cc	or	or	0
Mercy	Mercy	n1	Mercy	mercy	0
,	,	,	,	,	0
either	either	av-d	either	either	0
in	in	p-acp	in	in	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Fortune	Fortune	n1	Fortune	fortune	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
must	must	vmb	must	must	0
of	of	pp-f	of	of	0
necessity	necessity	n1	necessity	necessity	0
insinuate	insinuate	vvb	insinuate	insinuate	0
me	me	pno11	me	i	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
sterity	sterity	n1	sterity	sterity	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
Malefactor	Malefactor	n1	Malefactor	malefactor	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
hgh	hgh	j	hgh	hgh	0
and	and	cc	and	and	0
hor	hor	uh	hor	hor	0
∣	∣	sy	∣	∣	0
rid	rid	vvb	rid	rid	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Generality	Generality	n1	Generality	generality	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
served	served	vvn	served	serve	0
the	the	dt	the	the	0
King	King	n1	King	king	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
War	War	n1	War	war	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
may	may	vmb	may	may	0
have	have	vhi	have	have	0
as	as	p-acp	as	as	0
much	much	d	much	much	0
Comfort	Comfort	n1	Comfort	comfort	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
writing	writing	n-vvg	writing	write	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
greater	greater	jc	greater	great	0
(	(	(	(	(	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
my	my	po11	my	my	0
Banishment	Banishment	n1	Banishment	banishment	0
and	and	cc	and	and	0
Want	Want	n1	Want	want	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
old	old	j	old	old	0
Age	Age	n1	Age	age	0
)	)	)	)	)	0
than	than	av	than	then	0
hath	hath	vhz	hath	have	0
remained	remained	vvn	remained	remain	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Breast	Breast	n1	Breast	breast	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
us	us	pno12	us	we	0
so	so	av	so	so	0
miserable	miserable	j	miserable	miserable	0
.	.	.	.	.	1
Although	Although	cs	Although	although	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
communicate	communicate	vvi	communicate	communicate	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Children	Children	n2	Children	child	0
and	and	cc	and	and	0
Family	Family	n1	Family	family	0
,	,	,	,	,	0
and	and	cc	and	and	0
near	near	j	near	near	0
Friends	Friends	n2	Friends	friend	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
it	it	pn31	it	it	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerally	nerally	av-j	nerally	neral	0
divulged	divulged	vvn	divulged	divulge	0
,	,	,	,	,	0
or	or	cc	or	or	0
made	made	vvd	made	make	0
publike	publike	j	public	public	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
although	although	cs	although	although	0
it	it	pn31	it	it	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
meth	meth	vvz	meth	m	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
Print	Print	n1	Print	print	0
