Worthy	Worthy	j	Worthy	worthy	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Cannot	Cannot	vmbx	Cannot	can	0
performe	performe	vvi	perform	perform	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
promised	promised	vvd	promised	promise	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
performing	performing	vvg	performing	perform	0
more	more	av-dc	more	more	0
.	.	.	.	.	1
I	I	pns11	I	i	0
undertook	undertook	vvd	undertook	undertake	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
request	request	n1	request	request	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
a	a	dt	a	a	0
Copie	Copie	n1	Copy	copy	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Ser	Ser	n1	Sir	sir	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
accordingly	accordingly	av-vvg	accordingly	accord	0
I	I	pns11	I	i	0
set	set	vvd	set	set	0
pen	pen	n1	pen	pen	0
to	to	p-acp	to	to	0
paper	paper	n1	paper	paper	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
great	great	j	great	great	0
distractions	distractions	n2	distractions	distraction	0
came	came	vvd	came	come	0
so	so	av	so	so	0
fast	fast	av-j	fast	fast	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
stead	stead	n1	stead	stead	0
of	of	pp-f	of	of	0
writing	writing	n1	writing	writing	0
I	I	pns11	I	i	0
fell	fell	vvd	fell	fall	0
to	to	p-acp	to	to	0
scribling	scribling	j-vvg	scribbling	scribble	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
if	if	cs	if	if	0
J	J	pns11	J	i	0
had	had	vhd	had	have	0
offered	offered	vvn	offered	offer	0
you	you	pn22	you	you	0
my	my	po11	my	my	0
written	written	j-vvn	written	write	0
copie	copie	n1	copy	copy	0
,	,	,	,	,	0
J	J	pns11	J	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
exhibited	exhibited	vvn	exhibited	exhibit	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
to	to	a-acp	to	to	0
you	you	pn22	you	you	0
unknown	unknown	j	unknown	unknown	0
mysteries	mysteries	n2	mysteries	mystery	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
letter	letter	n1	letter	letter	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
but	but	p-acp	but	but	0
plain	plain	j	plain	plain	0
things	things	n2	things	thing	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
.	.	.	.	.	1
So	So	av	So	so	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
fit	fit	j	fit	fit	0
for	for	p-acp	for	for	0
private	private	j	private	private	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
exposing	exposing	vvg	exposing	expose	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
publique	publique	j	public	public	0
view	view	n1	view	view	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
lodging	lodging	vvg	lodging	lodge	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Prin	Prin	n1	Prin	prin	0
∣	∣	sy	∣	∣	0
ters	ters	n1	ters	ters	0
house	house	n1	house	house	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
addresse	addresse	vvi	address	address	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
presse	presse	n1	press	press	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
others	others	n2-jn	others	other	0
make	make	vvb	make	make	0
their	their	po32	their	their	0
choice	choice	n1	choice	choice	0
,	,	,	,	,	0
I	I	pns11	I	i	0
made	made	vvd	made	make	0
my	my	po11	my	my	0
refuge	refuge	n1	refuge	refuge	0
,	,	,	,	,	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
any	any	d	any	any	0
blame	blame	vvb	blame	blame	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
sitting	sitting	vvg	sitting	sit	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Printers	Printers	n2	Printers	printer	0
stocke	stocke	n1	stock	stock	0
,	,	,	,	,	0
let	let	vvb	let	let	0
him	him	pno31	him	he	0
take	take	vvi	take	take	0
this	this	d	this	this	0
for	for	p-acp	for	for	0
an	an	dt	and	a	0
Apologie	Apologie	n1	Apology	apology	0
.	.	.	.	.	1
And	And	cc	And	and	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
cast	cast	vvn	cast	cast	0
into	into	p-acp	into	into	0
this	this	d	this	this	0
dilemma	dilemma	n1	dilemma	dilemma	0
,	,	,	,	,	0
that	that	cst	that	that	0
either	either	d	either	either	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
fool	fool	n1	fool	fool	0
in	in	p-acp	in	in	0
print	print	n1	print	print	0
,	,	,	,	,	0
or	or	cc	or	or	0
be	be	vbi	be	be	0
guilty	guilty	j	guilty	guilty	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
breach	breach	n1	breach	breach	0
of	of	pp-f	of	of	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
censorious	censorious	j	censorious	censorious	0
criticks	criticks	n2	critics	critic	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
esteem	esteem	vvb	esteem	esteem	0
that	that	d	that	that	0
follie	follie	n1	folly	folly	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
exempt	exempt	vvi	exempt	exempt	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
guilt	guilt	n1	guilt	guilt	0
of	of	pp-f	of	of	0
unfaithfullnesse	unfaithfullnesse	n1	unfaithfulness	unfaithfulness	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
short	short	j	short	short	0
discourse	discourse	n1	discourse	discourse	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
stig	stig	fw-mi	stig	stig	0
∣	∣	sy	∣	∣	0
matized	matized	vvn	matized	matize	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
black	black	j-jn	black	black	0
brand	brand	n1	brand	brand	0
of	of	pp-f	of	of	0
Hell	Hell	n1	Hell	hell	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
remedie	remedie	n1	remedy	remedy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
this	this	d	this	this	0
short	short	j	short	short	0
treatise	treatise	n1	treatise	treatise	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
marked	marked	vvn	marked	mark	0
out	out	av	out	out	0
for	for	p-acp	for	for	0
censure	censure	n1	censure	censure	0
and	and	cc	and	and	0
reproach	reproach	n1	reproach	reproach	0
,	,	,	,	,	0
I	I	pns11	I	i	0
passe	passe	vvb	pass	pass	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
run	run	vvi	run	run	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
fate	fate	n1	fate	fate	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
and	and	cc	and	and	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
haps	haps	vvz	haps	hap	0
for	for	c-acp	for	for	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
acquainted	acquainted	vvn	acquainted	acquaint	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
subiect	subiect	n-jn	subject	subject	0
I	I	pns11	I	i	0
treat	treat	vvb	treat	treat	0
of	of	pp-f	of	of	0
:	:	:	:	:	0
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
I	I	pns11	I	i	0
expect	expect	vvb	expect	expect	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
censu	censu	fw-fr	censu	censu	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
Authors	Authors	ng1	Authors	author	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
others	others	n2-jn	others	other	0
I	I	pns11	I	i	0
expect	expect	vvb	expect	expect	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
censured	censured	vvn	censured	censure	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Sermons	Sermons	n2	Sermons	sermon	0
sake	sake	n1	sake	sake	0
.	.	.	.	.	1
However	However	c-acp	However	however	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
no	no	av-dx	no	no	0
worse	worse	av-jc	worse	worse	0
dealt	dealt	vvn	dealt	deal	0
witha	witha	n1	witha	witha	0
,	,	,	,	,	0
l	l	sy	l	l	0
then	then	av	then	then	0
Salomons	Salomons	np1	Salomons	Salomons	0
Temple	Temple	n1	Temple	temple	0
was	was	vbds	was	be	0
by	by	p-acp	by	by	0
Nebuzardan	Nebuzardan	np1	Nebuzardan	Nebuzardan	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
though	though	cs	though	though	0
he	he	pns31	he	he	0
destroyed	destroyed	vvd	destroyed	destroy	0
it	it	pn31	it	it	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
he	he	pns31	he	he	0
took	took	vvd	took	take	0
the	the	dt	the	the	0
gold	gold	n1	gold	gold	0
.	.	.	.	.	1
So	So	av	So	so	0
if	if	cs	if	if	0
men	men	n2	men	man	0
will	will	vmb	will	will	0
but	but	p-acp	but	but	0
own	own	d	own	own	0
the	the	dt	the	the	0
subiect	subiect	n-jn	subject	subject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
and	and	cc	and	and	0
realize	realize	vvi	realize	realize	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
let	let	vvb	let	let	0
them	them	pno32	them	they	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
an	an	dt	and	a	0
Anatomie	Anatomie	n1	Anatomy	anatomy	0
of	of	pp-f	of	of	0
reproach	reproach	n1	reproach	reproach	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
prepared	prepared	vvn	prepared	prepare	0
my	my	po11	my	my	0
back	back	n1	back	back	0
and	and	cc	and	and	0
shoulders	shoulders	n2	shoulders	shoulder	0
to	to	pc-acp	to	to	0
beare	beare	vvi	bear	bear	0
it	it	pn31	it	it	0
.	.	.	.	.	1
But	But	cc-acp	But	but	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
worthy	worthy	j	worthy	worthy	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
owne	owne	d	own	own	0
this	this	d	this	this	0
discourse	discourse	n1	discourse	discourse	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
faults	faults	n2	faults	fault	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
so	so	av	so	so	0
often	often	av	often	often	0
urged	urged	vvn	urged	urge	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
own	own	d	own	own	0
my	my	po11	my	my	0
promise	promise	n1	promise	promise	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
glad	glad	j	glad	glad	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
lodge	lodge	vvi	lodge	lodge	0
in	in	p-acp	in	in	0
