My	My	po11	My	my	0
LORD	LORD	n1	LORD	lord	0
,	,	,	,	,	0
THAT	THAT	cst	THAT	that	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
bears	bears	vvz	bears	bear	0
so	so	av	so	so	0
mean	mean	j	mean	mean	0
a	a	dt	a	a	0
Name	Name	n1	Name	name	0
as	as	c-acp	as	as	0
mine	mine	png11	mine	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Title-Page	Title-Page	n1	Title-Page	title-page	0
,	,	,	,	,	0
might	might	vmd	might	may	0
want	want	vvi	want	want	0
a	a	dt	a	a	0
better	better	jc	better	better	0
Apology	Apology	n1	Apology	apology	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
make	make	vvi	make	make	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
there	there	pc-acp	there	there	0
not	not	xx	not	not	0
likewise	likewise	av	likewise	likewise	0
the	the	dt	the	the	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
justly	justly	av-j	justly	just	0
esteem'd	esteem'd	vvn	esteemed	esteem	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Famous	Famous	j	Famous	famous	0
Author	Author	n1	Author	author	0
,	,	,	,	,	0
the	the	dt	the	the	0
Honourable	Honourable	j	Honourable	honourable	0
Mr.	Mr.	n1	Mr.	mr.	0
Boyle	Boyle	vvi	Boil	boil	0
before	before	p-acp	before	before	0
it	it	pn31	it	it	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
following	following	vvg	following	follow	0
Sheets	Sheets	n2	Sheets	sheet	0
,	,	,	,	,	0
entirely	entirely	av-j	entirely	entire	0
the	the	dt	the	the	0
Products	Products	n2	Products	product	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
weak	weak	j	weak	weak	0
Endeavors	Endeavors	n2	Endeavors	endeavour	0
only	only	av-j	only	only	0
;	;	;	;	;	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
think	think	vvi	think	think	0
it	it	pn31	it	it	0
no	no	dx	no	no	0
small	small	j	small	small	0
Piece	Piece	n1	Piece	piece	0
of	of	pp-f	of	of	0
Vanity	Vanity	n1	Vanity	vanity	0
to	to	pc-acp	to	to	0
hope	hope	vvi	hope	hope	0
for	for	p-acp	for	for	0
Your	Your	po22	Your	your	0
Lordship's	Lordship's	ng1	Lordship's	lordship	0
Notice	Notice	n1	Notice	notice	0
,	,	,	,	,	0
and	and	cc	and	and	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
to	to	pc-acp	to	to	0
expect	expect	vvi	expect	expect	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Honourable	Honourable	j	Honourable	honourable	0
Author's	Author's	ng1	Author's	author	0
Works	Works	vvz	Works	work	0
have	have	vhb	have	have	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
recommended	recommended	vvn	recommended	recommend	0
themselves	themselves	px32	themselves	themselves	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
World	World	n1	World	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
especi	especi	fw-fr	especi	especi	0
∣	∣	sy	∣	∣	0
ally	ally	n1	alley	ally	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
Eminent	Eminent	j	Eminent	eminent	0
for	for	p-acp	for	for	0
Learning	Learning	vvg	Learning	learn	0
themselves	themselves	px32	themselves	themselves	0
;	;	;	;	;	0
He	He	pns31	He	he	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
ready	ready	j	ready	ready	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
Those	Those	d	Those	those	0
,	,	,	,	,	0
have	have	vhb	have	have	0
deserved	deserved	vvn	deserved	deserve	0
Your	Your	po22	Your	your	0
good	good	j	good	good	0
Esteem	Esteem	n1	Esteem	esteem	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
I	I	pns11	I	i	0
endeavour	endeavour	vvi	endeavour	endeavour	0
an	an	dt	and	a	0
Encomium	Encomium	fw-la	Encomium	encomium	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
Great	Great	j	Great	great	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Apology	Apology	n1	Apology	apology	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
present	present	j	present	present	0
Presumption	Presumption	n1	Presumption	presumption	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
but	but	cc-acp	but	but	0
let	let	vvb	let	let	0
Your	Your	po22	Your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
see	see	vvi	see	see	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
Eminent	Eminent	j	Eminent	eminent	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
far	far	av-j	far	far	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Esteem	Esteem	n1	Esteem	esteem	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
him	him	pno31	him	he	0
already	already	av	already	already	0
:	:	:	:	:	0
Not	Not	xx	Not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
pretend	pretend	vvi	pretend	pretend	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
Your	Your	po22	Your	your	0
Lordship's	Lordship's	n1|vbz	Lordship's	lordship|be	0
Senti	Senti	np1	Senti	Senti	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Particular	Particular	j-jn	Particular	particular	0
,	,	,	,	,	0
any	any	d	any	any	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
guess	guess	vvi	guess	guess	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Notion	Notion	n1	Notion	notion	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Lordship's	Lordship's	ng1	Lordship's	lordship	0
Esteem	Esteem	n1	Esteem	esteem	0
for	for	p-acp	for	for	0
Learn	Learn	np1	Learn	Learn	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
and	and	cc	and	and	0
Learned	Learned	j	Learned	learned	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
tho'	tho'	cs	though	though	0
the	the	dt	the	the	0
Name	Name	n1	Name	name	0
of	of	pp-f	of	of	0
Mr.	Mr.	n1	Mr.	mr.	1
Boyle	Boyle	np1	Boyle	Boyle	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
recommend	recommend	vvi	recommend	recommend	0
the	the	dt	the	the	0
Honourable	Honourable	j	Honourable	honourable	0
Author's	Author's	ng1	Author's	author	0
Works	Works	vvz	Works	work	0
to	to	a-acp	to	to	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Learned	Learned	j	Learned	learned	0
World	World	n1	World	world	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
Your	Your	po22	Your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
condescend	condescend	vvi	condescend	condescend	0
to	to	pc-acp	to	to	0
Patronize	Patronize	vvi	Patronise	patronize	0
Your	Your	po22	Your	your	0
most	most	av-ds	most	most	0
Humble	Humble	j	Humble	humble	0
and	and	cc	and	and	0
Obedi	Obedi	fw-la	Obedi	obedi	0
∣	∣	sy	∣	∣	0
ent	ent	j	ent	ent	0
Servant	Servant	n1	Servant	servant	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
good	good	j	good	good	0
Fortune	Fortune	n1	Fortune	fortune	0
to	to	pc-acp	to	to	0
Conduct	Conduct	vvi	Conduct	conduct	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
extract	extract	vvi	extract	extract	0
those	those	d	those	those	0
purer	purer	jc	purer	pure	0
Streams	Streams	n2	Streams	stream	0
of	of	pp-f	of	of	0
Know	Know	vvb	Know	know	0
∣	∣	sy	∣	∣	0
ledg	ledg	n1	ledg	ledg	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
separated	separated	vvn	separated	separate	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
less	less	av-dc	less	less	0
discerning	discerning	j-vvg	discerning	discern	0
Part	Part	n1	Part	part	0
of	of	pp-f	of	of	0
Mankind	Mankind	n1	Mankind	mankind	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
polite	polite	j	polite	polite	0
Apologies	Apologies	n2	Apologies	apology	0
and	and	cc	and	and	0
Florid	Florid	j	Florid	florid	0
Complimental	Complimental	j	Complimental	complimental	0
Digres	Digres	n2	Digres	digre	0
∣	∣	sy	∣	∣	0
sions	sions	n1	zions	zions	0
,	,	,	,	,	0
It	It	pn31	It	it	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
greater	greater	jc	greater	great	0
Happiness	Happiness	n1	Happiness	happiness	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Just	Just	j	Just	just	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
and	and	cc	and	and	0
Serviceable	Serviceable	j	Serviceable	serviceable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
time	time	n1	time	time	0
,	,	,	,	,	0
so	so	av	so	so	0
Fa	Fa	uh	Fa	fa	0
∣	∣	sy	∣	∣	0
vourable	vourable	j	vourable	vourable	0
an	an	dt	and	a	0
Opportunity	Opportunity	n1	Opportunity	opportunity	0
of	of	pp-f	of	of	0
expressing	expressing	vvg	expressing	express	0
my	my	po11	my	my	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Favours	Favours	n2	Favours	favour	0
which	which	r-crq	which	which	0
Your	Your	po22	Your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
hath	hath	vhz	hath	have	0
already	already	av	already	already	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
bestow	bestow	vvi	bestow	bestow	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
:	:	:	:	:	0
Favours	Favours	n2	Favours	favour	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
valuable	valuable	j	valuable	valuable	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
Your	Your	po22	Your	your	0
Lordship's	Lordship's	ng1	Lordship's	lordship	0
;	;	;	;	;	0
and	and	cc	and	and	0
which	which	r-crq	which	which	0
carry	carry	vvb	carry	carry	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
