THat	THat	cst	THat	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
in	in	p-acp	in	in	0
watchfulness	watchfulness	n1	watchfulness	watchfulness	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
waiting	waiting	vvg	waiting	wait	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
whil'st	whil'st	cs	whilst	while	0
others	others	n2-jn	others	other	0
are	are	vbr	are	be	0
eating	eating	vvg	eating	eat	0
and	and	cc	and	and	0
drinking	drinking	vvg	drinking	drink	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
drunken	drunken	j	drunken	drunken	0
,	,	,	,	,	0
and	and	cc	and	and	0
beating	beating	vvg	beating	beat	0
their	their	po32	their	their	0
fellow	fellow	n1	fellow	fellow	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
mercy	mercy	n1	mercy	mercy	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
a	a	dt	a	a	0
terror	terror	n1	terror	terror	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Enemy	Enemy	n1	Enemy	enemy	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
refreshing	refreshing	n-vvg	refreshing	refresh	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
soul	soul	n1	soul	soul	0
.	.	.	.	.	1
The	The	dt	The	the	0
Cause	Cause	n1	Cause	cause	0
,	,	,	,	,	0
Spirit	Spirit	n1	Spirit	spirit	0
and	and	cc	and	and	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
so	so	av	so	so	0
contended	contended	vvn	contended	contend	0
for	for	p-acp	for	for	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
owned	owned	vvd	owned	own	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
has	has	vhz	has	have	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
time	time	n1	time	time	0
lain	lain	vvn	lain	lie	0
dead	dead	j	dead	dead	0
and	and	cc	and	and	0
buried	buried	vvn	buried	bury	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hearts	hearts	n2	hearts	heart	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defections	defections	n2	defections	defection	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
day	day	n1	day	day	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
rising	rising	vvg	rising	rise	0
again	again	av	again	again	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
some	some	d	some	some	0
revivings	revivings	n2-vvg	revivings	reviving	0
through	through	p-acp	through	through	0
your	your	po22	your	your	0
Faith	Faith	n1	Faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
fresh	fresh	j	fresh	fresh	0
supply	supply	n1	supply	supply	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Grace	Grace	n1	Grace	grace	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
left	left	vvn	left	leave	0
behind	behind	p-acp	behind	behind	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
low	low	j	low	low	0
and	and	cc	and	and	0
carnal	carnal	j	carnal	carnal	0
Principles	Principles	n2	Principles	principle	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
propound	propound	vvb	propound	propound	0
no	no	dx	no	no	0
higher	higher	jc	higher	high	0
an	an	cs	and	an	0
issue	issue	n1	issue	issue	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
late	late	j	late	late	0
Administrations	Administrations	n2	Administrations	administration	0
and	and	cc	and	and	0
Changes	Changes	n2	Changes	change	0
among	among	p-acp	among	among	0
us	us	pno12	us	we	0
,	,	,	,	,	0
than	than	cs	than	than	0
a	a	dt	a	a	0
worldly	worldly	j	worldly	worldly	0
establishment	establishment	n1	establishment	establishment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ecclesiastical	Ecclesiastical	j	Ecclesiastical	ecclesiastical	0
and	and	cc	and	and	0
Civil	Civil	j	Civil	civil	0
State	State	n1	State	state	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
looking	looking	vvg	looking	look	0
after	after	p-acp	after	after	0
some	some	d	some	some	0
better	better	jc	better	better	0
thing	thing	n1	thing	thing	0
as	as	c-acp	as	as	0
provided	provided	vvn	provided	provide	0
for	for	p-acp	for	for	0
these	these	d	these	these	0
last	last	ord	last	last	0
times	times	n2	times	time	0
,	,	,	,	,	0
so	so	av	so	so	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
direct	direct	vvb	direct	direct	0
you	you	pn22	you	you	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
right	right	j-jn	right	right	0
understanding	understanding	n1	understanding	understanding	0
what	what	r-crq	what	what	0
that	that	d	that	that	0
good	good	j	good	good	0
thing	thing	n1	thing	thing	0
is	is	vbz	is	be	0
that	that	cst	that	that	0
God	God	np1	God	God	0
will	will	vmb	will	will	0
bring	bring	vvi	bring	bring	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
;	;	;	;	;	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tops	tops	n2	tops	top	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mountains	Mountains	n2	Mountains	mountain	0
and	and	cc	and	and	0
Rocks	Rocks	n2	Rocks	rock	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
good	good	j	good	good	0
Land	Land	n1	Land	land	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
strengthen	strengthen	vvi	strengthen	strengthen	0
and	and	cc	and	and	0
guid	guid	vvi	guide	guide	0
you	you	pn22	you	you	0
whil'st	whil'st	cs	whilst	while	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
labouring	labouring	vvg	labouring	labour	0
towards	towards	p-acp	towards	towards	0
it	it	pn31	it	it	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
deeps	deeps	n2-jn	deeps	deep	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
infirmities	infirmities	n2	infirmities	infirmity	0
,	,	,	,	,	0
temptations	temptations	n2	temptations	temptation	0
and	and	cc	and	and	0
sufferings	sufferings	n2	sufferings	suffering	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
both	both	d	both	both	0
inward	inward	j	inward	inward	0
and	and	cc	and	and	0
outward	outward	j	outward	outward	0
afflictions	afflictions	n2	afflictions	affliction	0
have	have	vhb	have	have	0
alwaies	alwaies	av	always	always	0
attended	attended	vvn	attended	attend	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
took	took	vvd	took	take	0
part	part	n1	part	part	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
so	so	av	so	so	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
look	look	vvi	look	look	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
same	same	d	same	same	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
this	this	d	this	this	0
old	old	j	old	old	0
corrupt	corrupt	j	corrupt	corrupt	0
World	World	n1	World	world	0
drawing	drawing	vvg	drawing	draw	0
near	near	av-j	near	near	0
its	its	po31	its	its	0
end	end	n1	end	end	0
,	,	,	,	,	0
and	and	cc	and	and	0
Satan	Satan	np1	Satan	Satan	0
knowing	knowing	vvg	knowing	know	0
his	his	po31	his	his	0
time	time	n1	time	time	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
short	short	j	short	short	0
,	,	,	,	,	0
will	will	vmb	will	will	0
both	both	d	both	both	0
combine	combine	vvi	combine	combine	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
principle	principle	n1	principle	principle	0
Agents	Agents	n2	Agents	agent	0
,	,	,	,	,	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
exquisite	exquisite	j	exquisite	exquisite	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
force	force	n1	force	force	0
and	and	cc	and	and	0
power	power	n1	power	power	0
,	,	,	,	,	0
if	if	cs	if	if	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cut	cut	vvi	cut	cut	0
off	off	a-acp	off	off	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
hope	hope	vvb	hope	hope	0
and	and	cc	and	and	0
rem	rem	vvg	remembering	remember	0
∣	∣	sy	∣	∣	0
nant	nant	n1	nant	nant	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
love	love	vvb	love	love	0
and	and	cc	and	and	0
wait	wait	vvi	wait	wait	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
glorious	glorious	j	glorious	glorious	0
Coming	Coming	vvg	Coming	come	0
and	and	cc	and	and	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
;	;	;	;	;	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
help	help	n1	help	help	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
let	let	vvb	let	let	0
me	me	pno11	me	i	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
mind	mind	n1	mind	mind	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
few	few	d	few	few	0
things	things	n2	things	thing	0
.	.	.	.	.	1
Let	Let	vvb	Let	let	0
your	your	po22	your	your	0
eye	eye	n1	eye	eye	0
be	be	vbb	be	be	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
Appearance	Appearance	n1	Appearance	appearance	0
and	and	cc	and	and	0
King	King	n1	King	king	0
∣	∣	sy	∣	∣	0
dom	dom	zz	dom	dom	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
consummation	consummation	n1	consummation	consummation	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
hopes	hopes	n2	hope's	hope	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
last	last	ord	last	last	0
issue	issue	n1	issue	issue	0
intended	intended	vvd	intended	intend	0
by	by	p-acp	by	by	0
Providence	Providence	n1	Providence	providence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Changes	Changes	n2	Changes	change	0
and	and	cc	and	and	0
Revolutions	Revolutions	n2	Revolutions	revolution	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
and	and	cc	and	and	0
may	may	vmb	may	may	0
yet	yet	av	yet	yet	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
pass	pass	vvi	pass	pass	0
among	among	p-acp	among	among	0
us	us	pno12	us	we	0
;	;	;	;	;	0
so	so	av	so	so	0
setting	setting	vvg	setting	set	0
him	him	pno31	him	he	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
best	best	js	best	best	0
use	use	n1	use	use	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
and	and	cc	and	and	0
help	help	vvb	help	help	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
those	those	d	those	those	0
works	works	n2	works	work	0
and	and	cc	and	and	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fairs	fairs	n2	fairs	fair	0
that	that	cst	that	that	0
lead	lead	vvb	led	lead	0
therunto	therunto	av	thereunto	thereunto	0
:	:	:	:	:	0
abide	abide	vvb	abide	abide	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
;	;	;	;	;	0
so	so	av	so	so	0
,	,	,	,	,	0
whil'st	whil'st	cs	whilst	while	0
the	the	dt	the	the	0
