Right	Right	av-jn	Right	right	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
:	:	:	:	:	0
IT	IT	pn31	IT	it	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
great	great	j	great	great	0
an	an	dt	and	a	0
injury	injury	n1	injury	injury	0
to	to	p-acp	to	to	0
Custome	Custome	n1	Custom	custom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
tis	tis	pn31|vbz	this	it|be	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
love	love	n1	love	love	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
a	a	dt	a	a	0
courtesie	courtesie	n1	courtesy	courtesy	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
study	study	vvi	study	study	0
a	a	dt	a	a	0
requitall	requitall	n1	requital	requital	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
tis	tis	pn31|vbz	this	it|be	0
the	the	dt	the	the	0
happy	happy	j	happy	happy	0
lot	lot	n1	lot	lot	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Scholler	Scholler	n1	Scholar	scholar	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
play	play	vvi	play	play	0
the	the	dt	the	the	0
Surgeon	Surgeon	n1	Surgeon	surgeon	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
clap	clap	n1	clap	clap	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
paper-plaister	paper-plaister	n1	paper-plaister	paper-plaister	0
)	)	)	)	)	0
cure	cure	vvb	cure	cure	0
both	both	d	both	both	0
griefes	griefes	n2	griefs	grief	0
.	.	.	.	.	1
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
indebted	indebted	vvn	indebted	indebt	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
both	both	d	both	both	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
.	.	.	.	.	1
If	If	cs	If	if	0
then	then	av	then	then	0
,	,	,	,	,	0
I	I	pns11	I	i	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
,	,	,	,	,	0
