IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
ordinary	ordinary	j	ordinary	ordinary	0
with	with	p-acp	with	with	0
Writers	Writers	n2	Writers	writer	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Dedi	Dedi	fw-la	Dedi	dedi	0
∣	∣	sy	∣	∣	0
catory	catory	j	catory	catory	0
Epistles	Epistles	n2	Epistles	epistle	0
,	,	,	,	,	0
highly	highly	av-j	highly	high	0
to	to	pc-acp	to	to	0
extoll	extoll	vvi	extol	extol	0
and	and	cc	and	and	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvi	mend	mend	0
the	the	dt	the	the	0
Persons	Persons	n2	Persons	person	0
and	and	cc	and	and	0
Vertues	Vertues	n2	Virtues	virtue	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
their	their	po32	their	their	0
Books	Books	n2	Books	book	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
little	little	av-j	little	little	0
heeding	heeding	vvg	heeding	heed	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
the	the	dt	the	the	0
Praises	Praises	n2	Praises	praise	0
they	they	pns32	they	they	0
give	give	vvb	give	give	0
them	them	pno32	them	they	0
,	,	,	,	,	0
be	be	vbb	be	be	0
just	just	j	just	just	0
or	or	cc	or	or	0
unjust	unjust	j	unjust	unjust	0
,	,	,	,	,	0
deserved	deserved	vvn	deserved	deserve	0
or	or	cc	or	or	0
undeserved	undeserved	j-vvn-u	undeserved	deserve	0
:	:	:	:	:	0
And	And	cc	And	and	0
if	if	cs	if	if	0
any	any	d	any	any	0
one	one	crd	one	one	0
chance	chance	n1	chance	chance	0
to	to	pc-acp	to	to	0
ask	ask	vvi	ask	ask	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
they	they	pns32	they	they	0
usually	usually	av-j	usually	usual	0
answer	answer	vvi	answer	answer	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
Characterize	Characterize	n1	Characterise	characterise	0
and	and	cc	and	and	0
Paint	Paint	vvb	Paint	paint	0
them	them	pno32	them	they	0
out	out	av	out	out	0
,	,	,	,	,	0
much	much	av-d	much	much	0
like	like	av-j	like	like	0
Xenophon	Xenophon	np1	Xenophon	Xenophon	0
his	his	po31	his	his	0
Cyrus	Cyrus	np1	Cyrus	Cyrus	0
;	;	;	;	;	0
not	not	xx	not	not	0
al	al	d	all	all	0
∣	∣	sy	∣	∣	0
together	together	av	together	together	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
safely	safely	av-j	safely	safe	0
and	and	cc	and	and	0
ingenuously	ingenuously	av-j	ingenuously	ingenuous	0
say	say	vvb	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
very	very	av	very	very	0
far	far	av-j	far	far	0
from	from	p-acp	from	from	0
these	these	d	these	these	0
mens	mens	ng2	men's	man	0
courses	courses	n2	courses	course	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
,	,	,	,	,	0
that	that	cst	that	that	0
looketh	looketh	vvz	looks	look	0
that	that	d	that	that	0
way	way	n1	way	way	0
:	:	:	:	:	0
My	My	po11	My	my	0
main	main	j	main	main	0
aym	aym	n1	aim	aim	0
hereby	hereby	av	hereby	hereby	0
,	,	,	,	,	0
is	is	vbz	is	be	0
rather	rather	av-c	rather	rather	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
unto	unto	p-acp	unto	unto	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
the	the	dt	the	the	0
true	true	j	true	true	0
Motives	Motives	n2	Motives	motive	0
and	and	cc	and	and	0
Reasons	Reasons	n2	Reasons	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
induced	induced	vvd	induced	induce	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
this	this	d	this	this	0
Piece	Piece	n1	Piece	piece	0
unto	unto	p-acp	unto	unto	0
Your	Your	po22	Your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
and	and	cc	and	and	0
chiefest	chiefest	js-jn	chiefest	chief	0
was	was	vbds	was	be	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
is	is	vbz	is	be	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
Reformation	Reformation	n1	Reformation	reformation	0
of	of	pp-f	of	of	0
Abuses	Abuses	n2	Abuses	abuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Extirpation	Extirpation	n1	Extirpation	extirpation	0
of	of	pp-f	of	of	0
Schisms	Schisms	n2	Schisms	schism	0
and	and	cc	and	and	0
Heresies	Heresies	n2	Heresies	heresy	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
:	:	:	:	:	0
Now	Now	av	Now	now	0
then	then	av	then	then	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
Highnesse's	Highnesse's	ng1	Highness's	highness	0
most	most	av-ds	most	most	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Predecessors	Predecessors	n2	Predecessors	predecessor	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
Germany	Germany	np1	Germany	Germany	0
,	,	,	,	,	0
or	or	cc	or	or	0
else	else	av	else	else	0
where	where	c-crq	where	where	0
that	that	cst	that	that	0
received	received	vvd	received	receive	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Religion	Religion	n1	Religion	religion	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
Puritie	Puritie	n1	Purity	purity	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
And	And	cc	And	and	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
so	so	av	so	so	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
who	who	q-crq	who	who	0
from	from	p-acp	from	from	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
the	the	dt	the	the	0
surest	surest	js	surest	sure	0
Asylum	Asylum	np1	Asylum	Asylum	0
,	,	,	,	,	0
and	and	cc	and	and	0
Refuge	Refuge	n1	Refuge	refuge	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
suffered	suffered	vvd	suffered	suffer	0
for	for	p-acp	for	for	0
it	it	pn31	it	it	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Terrour	Terrour	n1	Terror	terror	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
such	such	d	such	such	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
persecuted	persecuted	vvn	persecuted	persecute	0
it	it	pn31	it	it	0
:	:	:	:	:	0
And	And	cc	And	and	0
this	this	d	this	this	0
the	the	dt	the	the	0
great	great	j	great	great	0
Forces	Forces	n2	Forces	force	0
,	,	,	,	,	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
so	so	av	so	so	0
potently	potently	av-j	potently	potent	0
they	they	pns32	they	they	0
assisted	assisted	vvd	assisted	assist	0
the	the	dt	the	the	0
French	French	jp	French	french	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
the	the	dt	the	the	0
States	States	n2	States	state	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Low-Countreys	Low-Countreys	np2	Low-Countreys	Low-countries	0
,	,	,	,	,	0
so	so	av	so	so	0
oppressed	oppressed	vvn	oppressed	oppress	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
so	so	av	so	so	0
unjustly	unjustly	av-j	unjustly	unjust	0
have	have	vhb	have	have	0
oppressed	oppressed	vvn	oppressed	oppress	0
Your	Your	po22	Your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
,	,	,	,	,	0
manifesteth	manifesteth	vvz	manifesteth	manifest	0
so	so	av	so	so	0
abund	abund	j	abund	abund	0
∣	∣	sy	∣	∣	0
antly	antly	av-j	antly	ant	0
,	,	,	,	,	0
that	that	cst	that	that	0
whoever	whoever	r-crq	whoever	whoever	0
knoweth	knoweth	vvz	knoweth	know	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
,	,	,	,	,	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
born	born	vvn	born	bear	0
,	,	,	,	,	0
and	and	cc	and	and	0
bred	bred	vvn	bred	breed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Antipodes	Antipodes	n2	Antipodes	antipode	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
altogether	altogether	av	altogether	altogether	0
a	a	dt	a	a	0
Stranger	Stranger	n1	Stranger	stranger	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
