Madam	Madam	n1	Madam	madam	0
.	.	.	.	.	1
WHat	WHat	q-crq	WHat	what	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
deem'd	deem'd	vvn	deemed	deem	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
flattery	flattery	n1	flattery	flattery	0
,	,	,	,	,	0
or	or	cc	or	or	0
self-conceit	self-conceit	n1	self-conceit	self-conceit	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
offered	offered	vvn	offered	offer	0
on	on	p-acp	on	on	0
my	my	po11	my	my	0
own	own	d	own	own	0
accord	accord	n1	accord	accord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
reckon	reckon	vvb	reckon	reckon	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
to	to	pc-acp	to	to	0
tender	tender	vvi	tender	tender	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
request	request	n1	request	request	0
,	,	,	,	,	0
being	being	vbg	being	be	0
fully	fully	av-j	fully	full	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
that	that	cst	that	that	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
quick	quick	j	quick	quick	0
eye	eye	n1	eye	eye	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Judgment	Judgment	n1	Judgement	judgement	0
shall	shall	vmb	shall	shall	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
,	,	,	,	,	0
the	the	dt	the	the	0
tender	tender	j	tender	tender	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
goodnesse	goodnesse	n1	goodness	goodness	0
will	will	vmb	will	will	0
blot	blot	vvi	blot	blot	0
it	it	pn31	it	it	0
out	out	av	out	out	0
;	;	;	;	;	0
and	and	cc	and	and	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
find	find	vvb	find	find	0
many	many	d	many	many	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
Charity	Charity	n1	Charity	charity	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
cover	cover	vvi	cover	cover	0
them	them	pno32	them	they	0
all	all	d	all	all	0
.	.	.	.	.	1
I	I	pns11	I	i	0
never	never	av-x	never	never	0
yet	yet	av	yet	yet	0
thought	thought	vvd	thought	think	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
