Dearly	Dearly	av-jn	Dearly	dear	0
Beloved	Beloved	vvn	Beloved	belove	0
,	,	,	,	,	0
UPon	UPon	p-acp	UPon	upon	0
the	the	dt	the	the	0
serious	serious	j	serious	serious	0
and	and	cc	and	and	0
often	often	av	often	often	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
happy	happy	j	happy	happy	0
and	and	cc	and	and	0
blessed	blessed	j-vvn	blessed	bless	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
and	and	cc	and	and	0
unparaleld	unparaleld	j	unparaleld	unparalleled	0
benefit	benefit	n1	benefit	benefit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Angels	Angels	n2	Angels	angel	0
do	do	vdb	do	do	0
(	(	(	(	(	0
and	and	cc	and	and	0
the	the	dt	the	the	0
elect	elect	j-vvn	elect	elect	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
)	)	)	)	)	0
enjoy	enjoy	vvi	enjoy	enjoy	0
to	to	p-acp	to	to	0
Eternity	Eternity	n1	Eternity	eternity	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
having	having	vhg	having	have	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
defence	defence	n1	defence	defence	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
great	great	j	great	great	0
reward	reward	n1	reward	reward	0
.	.	.	.	.	1
The	The	dt	The	the	0
benefits	benefits	n2	benefits	benefit	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
number	number	n1	number	number	0
and	and	cc	and	and	0
greatness	greatness	n1	greatness	greatness	0
,	,	,	,	,	0
far	far	av-j	far	far	0
exceed	exceed	vvi	exceed	exceed	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
[	[	[	[	[	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
]	]	]	]	]	0
hath	hath	vhz	hath	have	0
seen	seen	vvn	seen	see	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
ear	ear	n1	ear	ear	0
heard	heard	vvd	herd	hear	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	q-crq	what	what	0
the	the	dt	the	the	0
heart	heart	n1	heart	heart	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
can	can	vmb	can	can	0
conceive	conceive	vvi	conceive	conceive	0
.	.	.	.	.	1
Amongst	Amongst	p-acp	among	among	0
other	other	j-jn	other	other	0
priviledges	priviledges	n2	privileges	privilege	0
and	and	cc	and	and	0
benefits	benefits	n2	benefits	benefit	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
,	,	,	,	,	0
That	That	cst	That	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
God	God	n1	God	god	0
to	to	pc-acp	to	to	0
govern	govern	vvi	govern	govern	0
them	them	pno32	them	they	0
,	,	,	,	,	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
wisdom	wisdom	n1	wisdom	wisdom	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
absolutely	absolutely	av-j	absolutely	absolute	0
perfect	perfect	j	perfect	perfect	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
lead	lead	vvi	led	lead	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Revel	Revel	vvb	Revel	revel	0
.	.	.	.	.	1
19.11	19.11	crd	19.11	19.11	0
.	.	.	.	.	1
John	John	np1	John	John	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
saw	saw	vvd	saw	see	0
heaven	heaven	n1	heaven	heaven	0
open	open	j	open	open	0
,	,	,	,	,	0
and	and	cc	and	and	0
behold	behold	vvb	behold	behold	0
a	a	dt	a	a	0
white	white	j-jn	white	white	0
horse	horse	n1	horse	horse	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
sate	sate	vvd	sat	sit	0
upon	upon	p-acp	upon	upon	0
him	him	pno31	him	he	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
faithful	faithful	j	faithful	faithful	0
and	and	cc	and	and	0
true	true	j	true	true	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
judgeth	judgeth	vvz	judgeth	judge	0
and	and	cc	and	and	0
fighteth	fighteth	vvz	fights	fight	0
righteously	righteously	av-j	righteously	righteous	0
.	.	.	.	.	1
Vers.	Vers.	np1	Vers.	Vers.	0
12.	12.	crd	12.	12.	1
And	And	cc	And	and	0
his	his	po31	his	his	0
eyes	eyes	n2	eyes	eye	0
were	were	vbdr	were	be	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
flame	flame	n1	flame	flame	0
of	of	pp-f	of	of	0
fire	fire	n1	fire	fire	0
,	,	,	,	,	0
and	and	cc	and	and	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
head	head	n1	head	head	0
were	were	vbdr	were	be	0
many	many	d	many	many	0
crowns	crowns	n2	crowns	crown	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
name	name	n1	name	name	0
written	written	vvn	written	write	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
man	man	n1	man	man	0
knew	knew	vvd	knew	know	0
but	but	p-acp	but	but	0
himself	himself	px31	himself	himself	0
.	.	.	.	.	1
Vers.	Vers.	np1	Vers.	Vers.	0
13.	13.	crd	13.	13.	1
And	And	cc	And	and	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
clothed	clothed	vvn	clothed	clothe	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
garment	garment	n1	garment	garment	0
dipt	dipt	vvn	dipped	dip	0
in	in	p-acp	in	in	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
was	was	vbds	was	be	0
called	called	vvn	called	call	0
,	,	,	,	,	0
The	The	dt	The	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
Vers.	Vers.	np1	Vers.	Vers.	0
14.	14.	crd	14.	14.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
hosts	hosts	n2	hosts	host	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
followed	followed	vvd	followed	follow	0
him	him	pno31	him	he	0
upon	upon	p-acp	upon	upon	0
white	white	j-jn	white	white	0
horses	horses	n2	horses	horse	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
Vers.	Vers.	np1	Vers.	Vers.	1
15.	15.	crd	15.	15.	1
And	And	cc	And	and	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mouth	mouth	n1	mouth	mouth	0
went	went	vvd	went	go	0
a	a	dt	a	a	0
sharp	sharp	j	sharp	sharp	0
sword	sword	n1	sword	sword	0
,	,	,	,	,	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
it	it	pn31	it	it	0
he	he	pns31	he	he	0
shall	shall	vmb	shall	shall	0
smite	smite	vvi	smite	smite	0
the	the	dt	the	the	0
Heathen	Heathen	j-jn	Heathen	heathen	0
;	;	;	;	;	0
and	and	cc	and	and	0
rule	rule	vvi	rule	rule	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
From	From	p-acp	From	from	0
this	this	d	this	this	0
place	place	n1	place	place	0
(	(	(	(	(	0
being	being	vbg	being	be	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
consolation	consolation	n1	consolation	consolation	0
)	)	)	)	)	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
onely	onely	av-j	only	only	0
collect	collect	vvi	collect	collect	0
this	this	d	this	this	0
one	one	crd	one	one	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
Observation	Observation	n1	Observation	observation	0
,	,	,	,	,	0
(	(	(	(	(	0
pertinent	pertinent	j	pertinent	pertinent	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
intended	intended	vvd	intended	intend	0
,	,	,	,	,	0
)	)	)	)	)	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
hoast	hoast	n1	host	host	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
,	,	,	,	,	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Angels	Angels	n2	Angels	angel	0
,	,	,	,	,	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
and	and	cc	and	and	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
have	have	vhi	have	have	0
this	this	d	this	this	0
unmatchable	unmatchable	j	unmatchable	unmatchable	0
,	,	,	,	,	0
this	this	d	this	this	0
exceeding	exceeding	j-vvg	exceeding	exceed	0
great	great	j	great	great	0
benefit	benefit	n1	benefit	benefit	0
;	;	;	;	;	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
They	They	pns32	They	they	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
guided	guided	vvn	guided	guide	0
,	,	,	,	,	0
ordered	ordered	vvn	ordered	order	0
,	,	,	,	,	0
and	and	cc	and	and	0
governed	governed	vvn	governed	govern	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
All	All	av-d	All	all	0
the	the	dt	the	the	0
Hoasts	Hoasts	n2	Hosts	host	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
followed	followed	vvd	followed	follow	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
upon	upon	p-acp	upon	upon	0
white	white	j-jn	white	white	0
horses	horses	n2	horses	horse	0
:	:	:	:	:	0
Which	Which	r-crq	Which	which	0
sheweth	sheweth	vvz	shows	show	0
,	,	,	,	,	0
That	That	cst	That	that	0
this	this	d	this	this	0
