Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Have	Have	vhb	Have	have	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
yeeres	yeeres	n2	years	year	0
together	together	av	together	together	0
professed	professed	vvn	professed	profess	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
a	a	dt	a	a	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
and	and	cc	and	and	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
admitted	admitted	vvn	admitted	admit	0
by	by	p-acp	by	by	0
power	power	n1	power	power	0
flowing	flowing	vvg	flowing	flow	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
spring	spring	n1	spring	spring	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
in	in	p-acp	in	in	0
command	command	n1	command	command	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
common	common	j	common	common	0
Enemy	Enemy	n1	Enemy	enemy	0
,	,	,	,	,	0
during	during	p-acp	during	during	0
these	these	d	these	these	0
distracted	distracted	j-vvn	distracted	distract	0
times	times	n2	times	time	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
;	;	;	;	;	0
desire	desire	vvb	desire	desire	0
then	then	av	then	then	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
continue	continue	vvi	continue	continue	0
as	as	c-acp	as	as	0
farre	farre	av-j	far	far	0
as	as	c-acp	as	as	0
shall	shall	vmb	shall	shall	0
stand	stand	vvi	stand	stand	0
good	good	j	good	good	0
with	with	p-acp	with	with	0
Gods	Gods	ng1	Gods	god	0
Divine	Divine	j-jn	Divine	divine	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
causes	causes	n2	causes	cause	0
continuance	continuance	n1	continuance	continuance	0
;	;	;	;	;	0
therefore	therefore	av	therefore	therefore	0
must	must	vmb	must	must	0
crave	crave	vvi	crave	crave	0
leave	leave	n1	leave	leave	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
language	language	n1	language	language	0
as	as	c-acp	as	as	0
affectionate	affectionate	j	affectionate	affectionate	0
duty	duty	n1	duty	duty	0
can	can	vmb	can	can	0
best	best	av-js	best	best	0
expresse	expresse	vvi	express	express	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
by	by	p-acp	by	by	0
tongue	tongue	n1	tongue	tongue	0
:	:	:	:	:	0
I	I	pns11	I	i	0
confesse	confesse	vvb	confess	confess	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
meditate	meditate	vvi	meditate	meditate	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
height	height	n1	height	height	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
spirits	spirits	n2	spirits	spirit	0
,	,	,	,	,	0
and	and	cc	and	and	0
withall	withall	av	withal	withal	0
the	the	dt	the	the	0
flatnesse	flatnesse	n1	flatness	flatness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
abilities	abilities	n2	abilities	ability	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
this	this	d	this	this	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
;	;	;	;	;	0
so	so	av	so	so	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
