AS	AS	p-acp	AS	as	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
field	field	n1	field	field	0
,	,	,	,	,	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
wel	wel	av	well	well	0
tilled	tilled	vvn	tilled	till	0
,	,	,	,	,	0
and	and	cc	and	and	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
seede	seede	n1	seed	seed	0
ne	ne	fw-fr	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
so	so	av	so	so	0
good	good	j	good	good	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
sowne	sowne	vvn	sown	sow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
weedes	weedes	n2	weeds	weed	0
will	will	vmb	will	will	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
accorde	accorde	n1	accord	accord	0
spring	spring	n1	spring	spring	0
therin	therin	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
diligent	diligent	j	diligent	diligent	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
husband-man	husband-man	n1	husbandman	husbandman	0
,	,	,	,	,	0
choake	choake	vvi	choke	choke	0
the	the	dt	the	the	0
good	good	j	good	good	0
seede	seede	n1	seed	seed	0
,	,	,	,	,	0
and	and	cc	and	and	0
deceiue	deceiue	vvi	deceive	deceive	0
the	the	dt	the	the	0
owner	owner	n1	owner	owner	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
expected	expected	j-vvn	expected	expect	0
fruit	fruit	n1	fruit	fruit	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
former	former	j	former	former	0
labour	labour	n1	labour	labour	0
:	:	:	:	:	0
so	so	av	so	so	0
there	there	a-acp	there	there	0
hath	hath	vhz	hath	have	0
neuer	neuer	av	never	never	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
world	world	n1	world	world	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
gan	gan	vvd	gan	begin	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
honorable	honorable	j	honourable	honourable	0
)	)	)	)	)	0
bene	bene	vbi	be	be	0
any	any	d	any	any	0
church	church	n1	church	church	0
so	so	av	so	so	0
pure	pure	j	pure	pure	0
without	without	p-acp	without	without	0
corruption	corruption	n1	corruption	corruption	0
,	,	,	,	,	0
that	that	cst	that	that	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
had	had	vhn	had	have	0
many	many	d	many	many	0
blemishes	blemishes	n2	blemishes	blemish	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
without	without	p-acp	without	without	0
the	the	dt	the	the	0
great	great	j	great	great	0
mercie	mercie	n1	mercy	mercy	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
prouident	prouident	j	provident	provident	0
care	care	n1	care	care	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gouer	gouer	n1	gouer	gouer	0
∣	∣	sy	∣	∣	0
nours	nours	ng1	nours	nours	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
both	both	d	both	both	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
doeth	doeth	vdz	doth	do	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
will	will	vmb	will	will	0
,	,	,	,	,	0
so	so	av	so	so	0
growe	growe	vvb	grow	grow	0
and	and	cc	and	and	0
encrease	encrease	vvi	increase	increase	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
neuer	neuer	av-x	never	never	0
staye	staye	vvi	stay	stay	0
,	,	,	,	,	0
vntill	vntill	c-acp	until	until	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
brought	brought	vvn	brought	bring	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
the	the	dt	the	the	0
vtter	vtter	j	utter	utter	0
subuersion	subuersion	n1	subversion	subversion	0
and	and	cc	and	and	0
ouerthrow	ouerthrow	n1	overthrow	overthrow	0
of	of	pp-f	of	of	0
reli	reli	fw-la	reli	reli	0
∣	∣	sy	∣	∣	0
gion	gion	n1	gion	gion	0
there	there	a-acp	there	there	0
professed	professed	vvn	professed	profess	0
:	:	:	:	:	0
