Worthy	Worthy	j	Worthy	worthy	0
,	,	,	,	,	0
and	and	cc	and	and	0
well-esteemed	well-esteemed	j	well-esteemed	well-esteemed	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
THat	THat	cst	THat	that	0
generall	generall	n1	general	general	0
,	,	,	,	,	0
and	and	cc	and	and	0
good	good	j	good	good	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
treatise	treatise	n1	treatise	treatise	0
,	,	,	,	,	0
found	found	vvn	found	find	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whil'st	whil'st	cs	whilst	while	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
living	living	vvg	living	live	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
well	well	av	well	well	0
perswaded	perswaded	vvn	persuaded	persuade	0
us	us	pno12	us	we	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
reviving	reviving	vvg	reviving	revive	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
little	little	j	little	little	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
his	his	png31	his	he	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
very	very	av	very	very	0
welcome	welcome	j-jn	welcome	welcome	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
death	death	n1	death	death	0
.	.	.	.	.	1
The	The	dt	The	the	0
restoring	restoring	j-vvg	restoring	restore	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
dead	dead	j	dead	dead	0
man	man	n1	man	man	0
to	to	p-acp	to	to	0
life	life	n1	life	life	0
,	,	,	,	,	0
2	2	crd	2	2	0
King	King	n1	King	king	0
.	.	.	.	.	1
13.21	13.21	crd	13.21	13.21	0
.	.	.	.	.	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
touch	touch	n1	touch	touch	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Prophet's	Prophet's	ng1	Prophet's	prophet	0
bones	bones	n2	bones	bone	0
,	,	,	,	,	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
extraordina	extraordina	n1	extraordina	extraordina	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
,	,	,	,	,	0
(	(	(	(	(	0
and	and	cc	and	and	0
indeed	indeed	av	indeed	indeed	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
then	then	cs	then	than	0
a	a	dt	a	a	0
miraculous	miraculous	j	miraculous	miraculous	0
)	)	)	)	)	0
put	put	vvd	put	put	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
no	no	dx	no	no	0
sufficient	sufficient	j	sufficient	sufficient	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
common	common	j	common	common	0
preserving	preserving	n-vvg	preserving	preserve	0
,	,	,	,	,	0
(	(	(	(	(	0
much	much	av-d	much	much	0
lesse	lesse	dc	less	less	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
su	su	n1	sum	sum	0
∣	∣	sy	∣	∣	0
perstitious	perstitious	j	perstitious	perstitious	0
adoring	adoring	vvg	adoring	adore	0
,	,	,	,	,	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bodily	bodily	j	bodily	bodily	0
reliques	reliques	n2	relics	relic	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Saints	Saints	n2	Saints	saint	0
departed	departed	vvn	departed	depart	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
we	we	pns12	we	we	0
must	must	vmb	must	must	0
needs	needs	vvz	needs	need	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
that	that	cst	that	that	0
great	great	j	great	great	0
reviving	reviving	vvg	reviving	revive	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
many	many	d	many	many	0
drooping	drooping	j-vvg	drooping	droop	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
have	have	vhb	have	have	0
found	found	vvn	found	find	0
,	,	,	,	,	0
and	and	cc	and	and	0
felt	felt	vvd	felt	feel	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
reliques	reliques	n2	relics	relic	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
faithfull	faithfull	j	faithful	faithful	0
servants	servants	n2	servants	servant	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
nature	nature	n1	nature	nature	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
holds	holds	vvz	holds	hold	0
forth	forth	av	forth	forth	0
,	,	,	,	,	0
a	a	dt	a	a	0
sweet	sweet	j	sweet	sweet	0
manifestation	manifestation	n1	manifestation	manifestation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grace	Grace	n1	Grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
going	going	vvg	going	go	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
long	long	vvb	long	long	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
endea	endea	n1	endea	endea	0
∣	∣	sy	∣	∣	0
vours	vours	n2	vours	vour	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
servants	servants	n2	servants	servant	0
;	;	;	;	;	0
so	so	av	so	so	0
,	,	,	,	,	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
no	no	av-dx	no	no	0
lesse	lesse	dc	less	less	0
warrant	warrant	n1	warrant	warrant	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
preserving	preserving	n-vvg	preserving	preserve	0
,	,	,	,	,	0
and	and	cc	and	and	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lishing	lishing	n-vvg	lishing	lish	0
,	,	,	,	,	0
such	such	d	such	such	0
Posthumes	Posthumes	np1	Posthumes	Posthumes	0
as	as	p-acp	as	as	0
these	these	d	these	these	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
au	au	fw-fr	au	au	0
