MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Beseech	Beseech	vvb	Beseech	beseech	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
me	me	pno11	me	i	0
telling	telling	vvg	telling	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
these	these	d	these	these	0
thirteen	thirteen	crd	thirteen	thirteen	0
years	years	n2	years	year	0
(	(	(	(	(	0
ever	ever	av	ever	ever	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
happiness	happiness	n1	happiness	happiness	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
)	)	)	)	)	0
watching	watching	vvg	watching	watch	0
an	an	dt	and	a	0
opportunity	opportunity	n1	opportunity	opportunity	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
sense	sense	n1	sense	sense	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
obligations	obligations	n2	obligations	obligation	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
lay	lay	vvi	lay	lay	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
;	;	;	;	;	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
world	world	n1	world	world	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
growing	growing	vvg	growing	grow	0
up	up	a-acp	up	up	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
first	first	ord	first	first	0
observations	observations	n2	observations	observation	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
