AFter	AFter	p-acp	AFter	after	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
finished	finished	vvn	finished	finish	0
this	this	d	this	this	0
simple	simple	j	simple	simple	0
Translation	Translation	n1	Translation	translation	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
behoofe	behoofe	n1	behoof	behoof	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
lettered	lettered	vvn	lettered	letter	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
welwillers	welwillers	n2	wellwillers	well-willer	0
conceiuing	conceiuing	vvg	conceiving	conceive	0
well	well	av	well	well	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
very	very	av	very	very	0
desirous	desirous	j	desirous	desirous	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
present	present	vvi	present	present	0
the	the	dt	the	the	0
same	same	d	same	same	0
to	to	p-acp	to	to	0
some	some	d	some	some	0
noble	noble	j	noble	noble	0
personage	personage	n1	personage	personage	0
:	:	:	:	:	0
others	others	n2-jn	others	other	0
challenging	challenging	vvg	challenging	challenge	0
more	more	dc	more	more	0
knowledge	knowledge	n1	knowledge	knowledge	0
in	in	p-acp	in	in	0
Courtly	Courtly	j	Courtly	courtly	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
perswaded	perswaded	vvd	persuaded	persuade	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
opi	opi	n2	opi	opi	0
∣	∣	sy	∣	∣	0
nion	nion	n1	nion	nion	0
,	,	,	,	,	0
that	that	cst	that	that	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
spect	spect	vvn	specked	speck	0
seeme	seeme	vvb	seem	seem	0
plausible	plausible	j	plausible	plausible	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
present	present	j	present	present	0
being	being	vbg	being	be	0
but	but	p-acp	but	but	0
simple	simple	j	simple	simple	0
,	,	,	,	,	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
deserue	deserue	vvi	deserve	deserve	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
aduanced	aduanced	vvd	advanced	advance	0
to	to	pc-acp	to	to	0
Court	Court	vvi	Court	court	0
,	,	,	,	,	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
to	to	p-acp	to	to	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
estate	estate	n1	estate	estate	0
.	.	.	.	.	1
And	And	cc	And	and	0
although	although	cs	although	although	0
I	I	pns11	I	i	0
supposed	supposed	vvd	supposed	suppose	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
knew	knew	vvd	knew	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
opinion	opinion	n1	opinion	opinion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
later	later	jc	later	late	0
was	was	vbds	was	be	0
but	but	p-acp	but	but	0
weake	weake	j	weak	weak	0
in	in	p-acp	in	in	0
iudgement	iudgement	n1	judgement	judgement	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
loe	loe	uh	lo	lo	0
,	,	,	,	,	0
it	it	pn31	it	it	0
made	made	vvd	made	make	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
longer	longer	av-jc	longer	long	0
stay	stay	vvi	stay	stay	0
in	in	p-acp	in	in	0
deliberation	deliberation	n1	deliberation	deliberation	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
abashed	abashed	vvn	abashed	abash	0
in	in	p-acp	in	in	0
conceit	conceit	n1	conceit	conceit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
spect	spect	vvn	specked	speck	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
rudenesse	rudenesse	n1	rudeness	rudeness	0
,	,	,	,	,	0
and	and	cc	and	and	0
vnaptnesse	vnaptnesse	n1	unaptness	unaptness	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
the	the	dt	the	the	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
&	&	cc	&	and	0
Courtly	Courtly	j	Courtly	courtly	0
eares	eares	n2	ears	ear	0
.	.	.	.	.	1
Neuerthelesse	Neuerthelesse	av	Nevertheless	nevertheless	0
,	,	,	,	,	0
hauing	hauing	vhg	having	have	0
clothed	clothed	vvn	clothed	clothe	0
my	my	po11	my	my	0
Stranger	Stranger	n1	Stranger	stranger	0
in	in	p-acp	in	in	0
English	English	jp	English	english	0
attyre	attyre	n1	attire	attire	0
(	(	(	(	(	0
whom	whom	r-crq	whom	who	0
I	I	pns11	I	i	0
call	call	vvb	call	call	0
a	a	dt	a	a	0
Stranger	Stranger	n1	Stranger	stranger	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
first	first	ord	first	first	0
Author	Author	n1	Author	author	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	0
)	)	)	)	)	1
And	And	cc	And	and	0
well	well	av	well	well	0
knowing	knowing	vvg	knowing	know	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
great	great	j	great	great	0
fame	fame	n1	fame	fame	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
yeares	yeares	n2	years	year	0
now	now	av	now	now	0
passed	passed	vvn	passed	pass	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
bin	bin	vbn	been	be	0
the	the	dt	the	the	0
rescue	rescue	n1	rescue	rescue	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Strangers	Strangers	n2	Strangers	stranger	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
stressed	stressed	j-vvn	stressed	stress	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
beleeue	beleeue	vvi	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
this	this	d	this	this	0
Stranger	Stranger	n1	Stranger	stranger	0
so	so	av	so	so	0
godly	godly	j	godly	godly	0
,	,	,	,	,	0
so	so	av	so	so	0
zealous	zealous	j	zealous	zealous	0
,	,	,	,	,	0
so	so	av	so	so	0
learned	learned	j	learned	learned	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
both	both	av-d	both	both	0
ea	ea	fw-la	ea	ea	0
∣	∣	sy	∣	∣	0
sily	sily	av-j	sily	sy	0
accepted	accepted	vvn	accepted	accept	0
,	,	,	,	,	0
and	and	cc	and	and	0
gently	gently	av-j	gently	gentle	0
entertained	entertained	vvn	entertained	entertain	0
:	:	:	:	:	0
and	and	cc	and	and	0
encouraged	encouraged	vvd	encouraged	encourage	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
well	well	av	well	well	0
knowne	knowne	vvn	known	know	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
I	I	pns11	I	i	0
yeelded	yeelded	vvd	yielded	yield	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
first	first	ord	first	first	0
perswasion	perswasion	n1	persuasion	persuasion	0
,	,	,	,	,	0
and	and	cc	and	and	0
finding	finding	vvg	finding	find	0
by	by	p-acp	by	by	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
rall	rall	n1	rall	rall	0
report	report	n1	report	report	0
(	(	(	(	(	0
Madame	Madame	n1	Madame	madam	0
)	)	)	)	)	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
orna	orna	n1	orna	orna	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
and	and	cc	and	and	0
gifts	gifts	n2	gifts	gift	0
,	,	,	,	,	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
of	of	pp-f	of	of	0
godlinesse	godlinesse	n1	godliness	godliness	0
,	,	,	,	,	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
ioyned	ioyned	vvn	joined	join	0
with	with	p-acp	with	with	0
singular	singular	j	singular	singular	0
milde	milde	j	mild	mild	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
and	and	cc	and	and	0
benignity	benignity	n1	benignity	benignity	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
fruits	fruits	n2	fruits	fruit	0
of	of	pp-f	of	of	0
grace	grace	n1	grace	grace	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
especially	especially	av-j	especially	especial	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
shine	shine	vvi	shine	shine	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
sacred	sacred	j	sacred	sacred	0
breast	breast	n1	breast	breast	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
ther	ther	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
emboldned	emboldned	vvn	emboldened	embolden	0
to	to	pc-acp	to	to	0
proceede	proceede	vvi	proceed	proceed	0
,	,	,	,	,	0
and	and	cc	and	and	0
aboue	aboue	p-acp	above	above	0
all	all	d	all	all	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
vpon	vpon	p-acp	upon	upon	0
your	your	po22	your	your	0
ho	ho	uh	ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
this	this	d	this	this	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
Stranger	Stranger	n1	Stranger	stranger	0
:	:	:	:	:	0
In	In	p-acp	In	in	0
whose	whose	rg-crq	whose	who	0
commendation	commendation	n1	commendation	commendation	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
bold	bold	j	bold	bold	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
affirme	affirme	vvb	affirm	affirm	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
neuer	neuer	av-x	never	never	0
any	any	d	any	any	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
trusty	trusty	j	trusty	trusty	0
seruant	seruant	n1	servant	servant	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Master	Master	n1	Master	master	0
:	:	:	:	:	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
more	more	dc	more	more	0
vndaunted	vndaunted	j	undaunted	undaunted	0
courage	courage	n1	courage	courage	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Masters	Masters	ng1	Master's	master	0
cause	cause	n1	cause	cause	0
:	:	:	:	:	0
neuer	neuer	av-x	never	never	0
any	any	d	any	any	0
that	that	cst	that	that	0
aduentured	aduentured	vvd	adventured	adventure	0
,	,	,	,	,	0
or	or	cc	or	or	0
durst	durst	vvd	durst	dare	0
aduenture	aduenture	n1	adventure	adventure	0
far	far	av-j	far	far	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
:	:	:	:	:	0
neuer	neuer	av-x	never	never	0
any	any	d	any	any	0
that	that	cst	that	that	0
vsed	vsed	vvd	used	use	0
more	more	av-dc	more	more	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
stancie	stancie	n1	stancie	stancie	0
,	,	,	,	,	0
magnanimity	magnanimity	n1	magnanimity	magnanimity	0
,	,	,	,	,	0
and	and	cc	and	and	0
force	force	n1	force	force	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
battering	battering	vvg	battering	batter	0
the	the	dt	the	the	0
fortresses	fortresses	n2	fortresses	fortress	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
enemy	enemy	n1	enemy	enemy	0
:	:	:	:	:	0
neuer	neuer	av	never	never	0
any	any	d	any	any	0
that	that	cst	that	that	0
pierced	pierced	vvd	pierced	pierce	0
deeper	deeper	jc-jn	deeper	deep	0
,	,	,	,	,	0
preuai	preuai	n1	preuai	preuai	0
∣	∣	sy	∣	∣	0
led	led	vvd	led	lead	0
further	further	av-jc	further	further	0
,	,	,	,	,	0
and	and	cc	and	and	0
procured	procured	vvd	procured	procure	0
larger	larger	jc	larger	large	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
so	so	av	so	so	0
many	many	d	many	many	0
hundred	hundred	crd	hundred	hundred	0
yeares	yeares	n2	years	year	0
oppressed	oppressed	vvn	oppressed	oppress	0
,	,	,	,	,	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
prisoned	prisoned	j-vvn	prisoned	prison	0
,	,	,	,	,	0
impouerished	impouerished	vvd	impoverished	impoverish	0
,	,	,	,	,	0
yoked	yoked	vvn	yoked	yoke	0
,	,	,	,	,	0
and	and	cc	and	and	0
chained	chained	vvn	chained	chain	0
in	in	p-acp	in	in	0
miserable	miserable	j	miserable	miserable	0
captiuitie	captiuitie	n1	captivity	captivity	0
,	,	,	,	,	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
monstrous	monstrous	j	monstrous	monstrous	0
outrage	outrage	n1	outrage	outrage	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
