Dearly	Dearly	av-jn	Dearly	dear	0
beloved	beloved	j-vvn	beloved	belove	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
would	would	vmd	would	will	0
seem	seem	vvi	seem	seem	0
strange	strange	j	strange	strange	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
leave	leave	vvi	leave	leave	0
you	you	pn22	you	you	0
out	out	av	out	out	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
affair	affair	n1	affair	affair	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
here	here	av	here	here	0
published	published	vvn	published	publish	0
was	was	vbds	was	be	0
Preached	Preached	vvn	Preached	preach	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
your	your	po22	your	your	0
Sermons	Sermons	n2	Sermons	sermon	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Preaching	Preaching	vvg	Preaching	preach	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
much	much	av-d	much	much	0
to	to	pc-acp	to	to	0
Communicate	Communicate	vvi	Communicate	communicate	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
having	having	vhg	having	have	0
so	so	av	so	so	0
many	many	d	many	many	0
sfea	sfea	n1	sfea	sfea	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
speaking	speaking	vvg	speaking	speak	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
(	(	(	(	(	0
blessed	blessed	j-vvn	blessed	bless	0
be	be	vbb	be	be	0
God	God	np1	God	God	0
or	or	cc	or	or	0
the	the	dt	the	the	0
continuance	continuance	n1	continuance	continuance	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
)	)	)	)	)	0
on	on	p-acp	on	on	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
meeting	meeting	vvg	meeting	meet	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
fair	fair	j	fair	fair	0
opportunity	opportunity	n1	opportunity	opportunity	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
make	make	vvi	make	make	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
U	U	crd	U	u	0
∣	∣	sy	∣	∣	0
niversal	niversal	j	niversal	niversal	0
and	and	cc	and	and	0
continued	continued	j-vvn	continued	continue	0
Affection	Affection	n1	Affection	affection	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
met	met	vvn	met	meet	0
with	with	p-acp	with	with	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
Providence	Providence	n1	Providence	providence	0
brought	brought	vvd	brought	bring	0
me	me	pno11	me	i	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
likewise	likewise	av	likewise	likewise	0
but	but	cc-acp	but	but	0
take	take	vvb	take	take	0
no	no	uh-x	no	no	0
∣	∣	sy	∣	∣	0
tice	tice	vvb	tice	entice	0
,	,	,	,	,	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
praise	praise	n1	praise	praise	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
your	your	po22	your	your	0
incouragement	incouragement	n1	encouragement	encouragement	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
union	union	n1	union	union	0
Love	Love	n1	Love	love	0
and	and	cc	and	and	0
moderation	moderation	n1	moderation	moderation	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
:	:	:	:	:	0
notwithstanding	notwithstanding	a-acp	notwithstanding	notwithstanding	0
some	some	d	some	some	0
difference	difference	n1	difference	difference	0
in	in	p-acp	in	in	0
apprehension	apprehension	n1	apprehension	apprehension	0
,	,	,	,	,	0
your	your	po22	your	your	0
soundness	soundness	n1	soundness	soundness	0
and	and	cc	and	and	0
stedfastness	stedfastness	n1	steadfastness	steadfastness	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Faith	Faith	n1	Faith	faith	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gos	Gos	vvz	Gos	go	0
∣	∣	sy	∣	∣	0
pel	pel	n1	pel	pel	0
,	,	,	,	,	0
Mat.	Mat.	np1	Mat.	Mat	1
28.20	28.20	crd	28.20	28.20	0
