THis	THis	d	THis	this	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Englands	Englands	npg1	Englands	England	0
trouble	trouble	n1	trouble	trouble	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
sad	sad	j	sad	sad	0
,	,	,	,	,	0
and	and	cc	and	and	0
tempestuous	tempestuous	j	tempestuous	tempestuous	0
:	:	:	:	:	0
and	and	cc	and	and	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
look	look	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
as	as	c-acp	as	as	0
now	now	av	now	now	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
gathering	gathering	n-vvg	gathering	gather	0
of	of	pp-f	of	of	0
new	new	j	new	new	0
clouds	clouds	n2	clouds	cloud	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
darkning	darkning	n-vvg	darkening	darken	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heavens	heavens	n2	heavens	heaven	0
over	over	p-acp	over	over	0
us	us	pno12	us	we	0
;	;	;	;	;	0
and	and	cc	and	and	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
ordina	ordina	n1	ordinam	ordinam	0
∣	∣	sy	∣	∣	0
ry	ry	zz	ry	ry	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
Providence	Providence	n1	Providence	providence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Judgements	Judgements	n2	Judgements	judgement	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
can	can	vmb	can	can	0
but	but	cc-acp	but	but	0
Judge	Judge	vvi	Judge	judge	0
,	,	,	,	,	0
and	and	cc	and	and	0
feare	feare	n1	fear	fear	0
,	,	,	,	,	0
that	that	cst	that	that	0
these	these	d	these	these	0
are	are	vbr	are	be	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
beginnings	beginnings	n2	beginnings	beginning	0
of	of	pp-f	of	of	0
troubles	troubles	n2	troubles	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
much	much	av-d	much	much	0
greater	greater	jc	greater	great	0
and	and	cc	and	and	0
much	much	d	much	much	0
worse	worse	jc	worse	worse	0
then	then	cs	then	than	0
yet	yet	av	yet	yet	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
?	?	?	?	?	1
Isai.	Isai.	np1	Isai.	Isai.	0
4.	4.	crd	4.	4.	0
5.	5.	crd	5.	5.	0
7.	7.	crd	7.	7.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
doth	doth	vdz	does	do	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
create	create	vvi	create	create	0
darknesse	darknesse	n1	darkness	darkness	0
as	as	p-acp	as	as	0
forme	forme	n1	form	form	0
light	light	n1	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
doth	doth	vdz	does	do	0
as	as	p-acp	as	as	0
well	well	av	well	well	0
create	create	vvi	create	create	0
evill	evill	j-jn	evil	evil	0
as	as	p-acp	as	as	0
make	make	vvi	make	make	0
peace	peace	n1	peace	peace	0
.	.	.	.	.	1
And	And	cc	And	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
vicissitude	vicissitude	n1	vicissitude	vicissitude	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
a	a	dt	a	a	0
succeeding	succeeding	j-vvg	succeeding	succeed	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
one	one	pi	one	one	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
another	another	j-jn	another	another	0
in	in	p-acp	in	in	0
Gods	Gods	ng1	Gods	god	0
Government	Government	n1	Government	government	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
he	he	pns31	he	he	0
giveth	giveth	vvz	gives	give	0
Peace	Peace	n1	Peace	peace	0
and	and	cc	and	and	0
prosperity	prosperity	n1	prosperity	prosperity	0
,	,	,	,	,	0
and	and	cc	and	and	0
tryeth	tryeth	vvz	trieth	tri	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
riches	riches	n2	riches	riches	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
goodnesse	goodnesse	n1	goodness	goodness	0
will	will	vmb	will	will	0
work	work	vvi	work	work	0
upon	upon	p-acp	upon	upon	0
men	men	n2	men	man	0
:	:	:	:	:	0
he	he	pns31	he	he	0
assayeth	assayeth	vvz	assayeth	assay	0
toHos	toHos	np1	toHos	toHos	0
.	.	.	.	.	1
11.	11.	crd	11.	11.	0
4.	4.	crd	4.	4.	0
endear	endear	vvi	endear	ender	0
and	and	cc	and	and	0
draw	draw	vvi	draw	draw	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
cords	cords	n2	cords	cord	0
and	and	cc	and	and	0
bands	bands	n2	bans	band	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
love	love	n1	love	love	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
bring	bring	vvi	bring	bring	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
Repentance	Repentance	n1	Repentance	repentance	0
and	and	cc	and	and	0
Obedi	Obedi	fw-la	Obedi	obedi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
such	such	d	such	such	0
is	is	vbz	is	be	0
mans	mans	ng1	men	man	0
unhappinesse	unhappinesse	n1	unhappiness	unhappiness	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
Adam	Adam	np1	Adam	Adam	0
,	,	,	,	,	0
that	that	cst	that	that	0
usually	usually	av-j	usually	usual	0
this	this	d	this	this	0
goodnesse	goodnesse	n1	goodness	goodness	0
and	and	cc	and	and	0
bounty	bounty	n1	bounty	bounty	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
is	is	vbz	is	be	0
despised	despised	vvn	despised	despise	0
and	and	cc	and	and	0
abused	abused	vvn	abused	abuse	0
:	:	:	:	:	0
men	men	n2	men	man	0
quickly	quickly	av-j	quickly	quick	0
forget	forget	vvi	forget	forget	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
grow	grow	vvb	grow	grow	0
proud	proud	j	proud	proud	0
,	,	,	,	,	0
tyrannous	tyrannous	j	tyrannous	tyrannous	0
,	,	,	,	,	0
and	and	cc	and	and	0
Luxurious	Luxurious	j	Luxurious	luxurious	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
waxing	waxing	j-vvg	waxing	wax	0
fat	fat	j	fat	fat	0
with	with	p-acp	with	with	0
Prospe	Prospe	vvi	Prospe	prospe	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
wanton	wanton	j-jn	wanton	wanton	0
,	,	,	,	,	0
and	and	cc	and	and	0
kick	kick	vvi	kick	kick	0
against	against	p-acp	against	against	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ceedDeut	ceedDeut	n1	ceedDeut	ceeddeut	0
.	.	.	.	.	1
32.	32.	crd	32.	32.	0
15.	15.	crd	15.	15.	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
manner	manner	n1	manner	manner	0
of	of	pp-f	of	of	0
Impiety	Impiety	n1	Impiety	impiety	0
,	,	,	,	,	0
uncleannesse	uncleannesse	n1	uncleanness	uncleanness	0
,	,	,	,	,	0
and	and	cc	and	and	0
unrigh	unrigh	av-j	unrigh	unrigh	0
∣	∣	sy	∣	∣	0
teousnesse	teousnesse	n1	teousnesse	teousnesse	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Gods	Gods	n2	Gods	god	0
own	own	d	own	own	0
people	people	n1	people	people	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
professe	professe	vvb	profess	profess	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
;	;	;	;	;	0
even	even	av	even	even	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
too	too	av	too	too	0
much	much	av-d	much	much	0
tainted	tainted	vvn	tainted	taint	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
common	common	j	common	common	0
sins	sins	n2	sins	sin	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
times	times	n2	times	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
places	places	n2	places	place	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
live	live	vvb	live	live	0
.	.	.	.	.	1
With	With	p-acp	With	with	0
these	these	d	these	these	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
God	God	np1	God	God	0
