WHen	WHen	c-crq	WHen	when	0
false	false	j	false	false	0
Witness	Witness	n1	Witness	witness	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
Blessed	Blessed	j-vvn	Blessed	bless	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
he	he	pns31	he	he	0
held	held	vvd	held	hold	0
his	his	po31	his	his	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
accus'd	accus'd	vvn	accused	accuse	0
,	,	,	,	,	0
return'd	return'd	vvd	returned	return	0
no	no	dx	no	no	0
Answer	Answer	n1	Answer	answer	0
,	,	,	,	,	0
being	being	vbg	being	be	0
fully	fully	av-j	fully	full	0
perswaded	perswaded	vvn	persuaded	persuade	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Tenor	Tenor	n1	Tenor	tenor	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
Conversation	Conversation	n1	Conversation	conversation	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
Jews	Jews	np2	Jews	Jew	0
,	,	,	,	,	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
best	best	js	best	best	0
Apology	Apology	n1	Apology	apology	0
that	that	cst	that	that	0
cou'd	cou'd	vmd	could	can	0
possibly	possibly	av-j	possibly	possible	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Behalf	Behalf	n1	Behalf	behalf	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Virtu	Virtu	n1	Virtue	virtue	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
Ambrosius	Ambrosius	np1	Ambrosius	Ambrose	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	pc-acp	to	to	0
desire	desire	vvi	desire	desire	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
Reasons	Reasons	n2	Reasons	reason	0
best	best	av-js	best	best	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
vindicate	vindicate	vvi	vindicate	vindicate	0
the	the	dt	the	the	0
Christians	Christians	njpg2	Christians	christian	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
foul	foul	j	foul	foul	0
Aspersions	Aspersions	n2	Aspersions	aspersion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
Celsus	Celsus	np1	Celsus	Celsus	0
has	has	vhz	has	have	0
publickly	publickly	av-j	publicly	public	0
cast	cast	vvn	cast	cast	0
upon	upon	p-acp	upon	upon	0
'em	'em	pno32	they	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
if	if	cs	if	if	0
a	a	dt	a	a	0
Confutation	Confutation	n1	Confutation	confutation	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
legible	legible	j	legible	legible	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Things	Things	n2	Things	thing	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
he	he	pns31	he	he	0
offers	offers	vvz	offers	offer	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
deservedly	deservedly	av-vvn	deservedly	deserve	0
rejected	rejected	vvn	rejected	reject	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
wanting	wanting	vvg	wanting	want	0
ev'n	ev'n	av	even	even	0
the	the	dt	the	the	0
Appearance	Appearance	n1	Appearance	appearance	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
to	to	pc-acp	to	to	0
recommend	recommend	vvi	recommend	recommend	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
shew	shew	n1	show	show	0
that	that	cst	that	that	0
our	our	po12	our	our	0
Saviour	Saviour	n1	Saviour	saviour	0
held	held	vvd	held	hold	0
his	his	po31	his	his	0
Peace	Peace	n1	Peace	peace	0
when	when	c-crq	when	when	0
false	false	j	false	false	0
Witness	Witness	n1	Witness	witness	0
was	was	vbds	was	be	0
brought	brought	vvn	brought	bring	0
against	against	p-acp	against	against	0
him	him	pno31	him	he	0
,	,	,	,	,	0
I	I	pns11	I	i	0
need	need	vvb	need	need	0
only	only	av-j	only	only	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
,	,	,	,	,	0
produce	produce	vvb	produce	produce	0
the	the	dt	the	the	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
St.	St.	n1	St.	saint	1
Matthew	Matthew	np1	Matthew	Matthew	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
firm'd	firm'd	vvd	firmed	firm	0
by	by	p-acp	by	by	0
what	what	r-crq	what	what	0
St.	St.	n1	St.	saint	1
Mark	Mark	n1	Mark	mark	0
the	the	dt	the	the	0
Evangelist	Evangelist	np1	Evangelist	Evangelist	0
relates	relates	vvz	relates	relate	0
.	.	.	.	.	1
