THe	THe	dt	THe	the	0
sacred	sacred	j	sacred	sacred	0
Scriptures	Scriptures	n2	Scriptures	scripture	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
right	right	av-jn	right	right	0
Reuerend	Reuerend	j-jn	Reverend	reverend	0
)	)	)	)	)	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
brests	brests	n2	breasts	breast	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
foode	foode	n1	food	food	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
faithfull	faithfull	j	faithful	faithful	0
,	,	,	,	,	0
the	the	dt	the	the	0
oracles	oracles	n2	oracles	oracle	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
bequeath	bequeath	vvb	bequeathe	bequeathe	0
and	and	cc	and	and	0
Testament	Testament	n1	Testament	testament	0
of	of	pp-f	of	of	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
Children	Children	n2	Children	child	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
thorough	thorough	p-acp	through	through	0
hearing	hearing	vvg	hearing	hear	0
,	,	,	,	,	0
reading	reading	vvg	reading	read	0
,	,	,	,	,	0
and	and	cc	and	and	0
meditation	meditation	n1	meditation	meditation	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
receiue	receiue	vvb	receive	receive	0
that	that	d	that	that	0
sincere	sincere	j	sincere	sincere	0
and	and	cc	and	and	0
holsome	holsome	j	wholesome	wholesome	0
nourishment	nourishment	n1	nourishment	nourishment	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
growe	growe	vvb	grow	grow	0
from	from	p-acp	from	from	0
children	children	n2	children	child	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
perfect	perfect	j	perfect	perfect	0
men	men	n2	men	man	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
receiue	receiue	vvi	receive	receive	0
direction	direction	n1	direction	direction	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
enterprise	enterprise	n1	enterprise	enterprise	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
as	as	a-acp	as	as	0
faithfull	faithfull	j	faithful	faithful	0
counsailours	counsailours	n2	counsellors	counsellor	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
vs	vs	pno12	us	we	0
wisdome	wisdome	n1	wisdom	wisdom	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
where	where	c-crq	where	where	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
blind	blind	j	blind	blind	0
thorough	thorough	p-acp	through	through	0
naturall	naturall	j	natural	natural	0
cor	cor	fw-la	cor	cor	0
∣	∣	sy	∣	∣	0
ruption	ruption	n1	ruption	ruption	0
,	,	,	,	,	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
lanterne	lanterne	n1	lantern	lantern	0
whereby	whereby	c-crq	whereby	whereby	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
the	the	dt	the	the	0
light	light	n1	light	light	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
men	men	n2	men	man	0
for	for	p-acp	for	for	0
sinne	sinne	n1	sin	sin	0
despaire	despaire	n1	despair	despair	0
of	of	pp-f	of	of	0
mercie	mercie	n1	mercy	mercy	0
,	,	,	,	,	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
confidence	confidence	n1	confidence	confidence	0
to	to	pc-acp	to	to	0
rest	rest	vvi	rest	rest	0
on	on	p-acp	on	on	0
God	God	np1	God	God	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
presumptuous	presumptuous	j	presumptuous	presumptuous	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
feare	feare	vvi	fear	fear	0
his	his	po31	his	his	0
iu	iu	j-jn	ju	junior	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
;	;	;	;	;	0
where	where	c-crq	where	where	0
men	men	n2	men	man	0
delight	delight	vvb	delight	delight	0
in	in	p-acp	in	in	0
sinne	sinne	n1	sin	sin	0
,	,	,	,	,	0
they	they	pns32	they	they	0
teach	teach	vvb	teach	teach	0
the	the	dt	the	the	0
punishment	punishment	n1	punishment	punishment	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
auoide	auoide	vvi	avoid	avoid	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
thus	thus	av	thus	thus	0
declare	declare	vvi	declare	declare	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
;	;	;	;	;	0
so	so	av	so	so	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
light	light	n1	light	light	0
thereof	thereof	av	thereof	thereof	0
they	they	pns32	they	they	0
discouer	discouer	vvb	discover	discover	0
error	error	n1	error	error	0
;	;	;	;	;	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
profitable	profitable	j	profitable	profitable	0
to	to	p-acp	to	to	0
improue	improue	vvb	improve	improve	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
correct	correct	vvi	correct	correct	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
absolute	absolute	j	absolute	absolute	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
good	good	j	good	good	0
workes	workes	n2	works	work	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
them	them	pno32	them	they	0
our	our	po12	our	our	0
blessed	blessed	j-vvn	blessed	bless	0
Sauiour	Sauiour	n1	Saviour	saviour	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
on	on	p-acp	on	on	0
him	him	pno31	him	he	0
our	our	po12	our	our	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
nature	nature	n1	nature	nature	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
appease	appease	vvi	appease	appease	0
his	his	po31	his	his	0
fathers	fathers	ng1	father's	father	0
wrath	wrath	n1	wrath	wrath	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
transgressions	transgressions	n2	transgressions	transgression	0
,	,	,	,	,	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
furnish	furnish	vvi	furnish	furnish	0
vs	vs	pno12	us	we	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
merite	merite	n1	merit	merit	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
being	being	vbg	being	be	0
restored	restored	vvn	restored	restore	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
we	we	pns12	we	we	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
partakers	partakers	n2	partakers	partaker	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
kingdome	kingdome	n1	kingdom	kingdom	0
;	;	;	;	;	0
hath	hath	vhz	hath	have	0
left	left	vvn	left	leave	0
his	his	po31	his	his	0
will	will	n1	will	will	0
and	and	cc	and	and	0
Testament	Testament	n1	Testament	testament	0
recorded	recorded	vvn	recorded	record	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
infallible	infallible	j	infallible	infallible	0
truth	truth	n1	truth	truth	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
thorough	thorough	p-acp	through	through	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
is	is	vbz	is	be	0
sealed	sealed	vvn	sealed	seal	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
men	men	n2	men	man	0
may	may	vmb	may	may	0
know	know	vvi	know	know	0
assuredly	assuredly	av-vvn	assuredly	assure	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
who	who	r-crq	who	who	0
hath	hath	vhz	hath	have	0
promised	promised	vvn	promised	promise	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
and	and	cc	and	and	0
cannot	cannot	vmbx	cannot	can	0
lye	lye	vvi	lie	lie	0
)	)	)	)	)	0
themselues	themselues	px32	themselves	themselves	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
inhe	inhe	vvn	inhe	inhe	0
∣	∣	sy	∣	∣	0
ritours	ritours	ng2	ritours	ritours	0
of	of	pp-f	of	of	0
immortall	immortall	j	immortal	immortal	0
glorie	glorie	n1	glory	glory	0
;	;	;	;	;	0
so	so	av	so	so	0
many	many	d	many	many	0
as	as	c-acp	as	as	0
indeuour	indeuour	vvi	endeavour	endeavour	0
stedfastlie	stedfastlie	av-j	steadfastly	steadfast	0
to	to	pc-acp	to	to	0
keepe	keepe	vvi	keep	keep	0
the	the	dt	the	the	0
