Most	Most	ds	Most	most	0
Honorable	Honorable	j	Honourable	honourable	0
and	and	cc	and	and	0
my	my	po11	my	my	0
very	very	j	very	very	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
IOB	IOB	np1	IOB	Job	0
the	the	dt	the	the	0
wisest	wisest	js	wisest	wise	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Iob.	Iob.	zz	Iob.	iob.	0
28.	28.	crd	28.	28.	0
7.	7.	crd	7.	7.	0
richest	richest	js	richest	rich	0
Prince	Prince	n1	Prince	prince	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
East	East	n1	East	east	0
,	,	,	,	,	0
searching	searching	vvg	searching	search	0
where	where	c-crq	where	where	0
wise	wise	j	wise	wise	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
,	,	,	,	,	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
finde	finde	vvi	find	find	0
the	the	dt	the	the	0
place	place	n1	place	place	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
He	He	pns31	He	he	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
finde	finde	vvi	find	find	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
land	land	n1	land	land	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
living	living	n-vvg	living	live	0
;	;	;	;	;	0
the	the	dt	the	the	0
depth	depth	n1	depth	depth	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
;	;	;	;	;	0
the	the	dt	the	the	0
Vultures	Vultures	ng1	Vultures	vulture	0
eye	eye	n1	eye	eye	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
seene	seene	vvn	seen	see	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
his	his	po31	his	his	0
sharpe	sharpe	j	sharp	sharp	0
sight	sight	n1	sighed	sight	0
;	;	;	;	;	0
and	and	cc	and	and	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
worth	worth	n1	worth	worth	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
got	got	vvn	god	get	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
for	for	p-acp	for	for	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
neyther	neyther	dx	neither	neither	0
can	can	vmb	can	can	0
Silver	Silver	n1	Silver	silver	0
be	be	vbi	be	be	0
weighed	weighed	vvn	weighed	weigh	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
price	price	n1	price	price	0
thereof	thereof	av	thereof	thereof	0
;	;	;	;	;	0
then	then	cs	then	than	0
hee	hee	pns31	he	he	0
subjoyneth	subjoyneth	vvz	subjoineth	subjoin	0
,	,	,	,	,	0
God	God	np1	God	God	0
understandeth	understandeth	vvz	understands	understand	0
the	the	dt	the	the	0
way	way	n1	way	way	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
he	he	pns31	he	he	0
knoweth	knoweth	vvz	knoweth	know	0
the	the	dt	the	the	0
place	place	n1	place	place	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
he	he	pns31	he	he	0
looketh	looketh	vvz	looks	look	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ends	ends	n2	ends	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
seeth	seeth	vvz	sees	see	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
