COnsidering	COnsidering	vvg	COnsidering	consider	0
,	,	,	,	,	0
(	(	(	(	(	0
Right	Right	av-jn	Right	right	0
Honoura	Honoura	fw-fr	Honoura	honoura	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
)	)	)	)	)	0
and	and	cc	and	and	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
griefe	griefe	n1	grief	grief	0
of	of	pp-f	of	of	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
&	&	cc	&	and	0
sorrow	sorrow	n1	sorrow	sorrow	0
of	of	pp-f	of	of	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
view	view	n1	view	view	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
great	great	j	great	great	0
miserie	miserie	n1	misery	misery	0
&	&	cc	&	and	0
encom	encom	j-jn	encom	encom	0
∣	∣	sy	∣	∣	0
brance	brance	n1	brance	brance	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
our	our	po12	our	our	0
goodly	goodly	j	goodly	goodly	0
coun	coun	vvb	con	con	0
∣	∣	sy	∣	∣	0
trie	trie	vvi	try	try	0
,	,	,	,	,	0
the	the	dt	the	the	0
Countrie	Countrie	n1	Country	country	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
heretofore	heretofore	av	heretofore	heretofore	0
admirably	admirably	av-j	admirably	admirable	0
flourished	flourished	vvn	flourished	flourish	0
in	in	p-acp	in	in	0
plen	plen	n1	plen	plen	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
&	&	cc	&	and	0
prosperitie	prosperitie	n1	prosperity	prosperity	0
)	)	)	)	)	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
excessiue	excessiue	j	excessive	excessive	0
mul	mul	n1	mul	mul	0
∣	∣	sy	∣	∣	0
titude	titude	n1	titude	titude	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
therein	therein	av	therein	therein	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
present	present	j	present	present	0
doe	doe	vdb	do	do	0
swarme	swarme	vvi	swarm	swarm	0
and	and	cc	and	and	0
superabound	superabound	n1	superabound	superabound	0
,	,	,	,	,	0
the	the	dt	the	the	0
many	many	d	many	many	0
faire	faire	j	fair	fair	0
Op	Op	vvb	Open	open	0
∣	∣	sy	∣	∣	0
portunities	portunities	n2	portunities	portunity	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
gracious	gracious	j	gracious	gracious	0
Proui	Proui	fw-fr	Proui	proui	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
,	,	,	,	,	0
often	often	av	often	often	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
instant	instant	n-jn	instant	instant	0
doth	doth	vdz	does	do	0
offer	offer	vvi	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
present	present	j	present	present	0
,	,	,	,	,	0
a	a	dt	a	a	0
speedie	speedie	j	speedy	speedy	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
infallible	infallible	j	infallible	infallible	0
remedie	remedie	n1	remedy	remedy	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
notorious	notorious	j	notorious	notorious	0
neglect	neglect	n1	neglect	neglect	0
and	and	cc	and	and	0
wayward	wayward	j	wayward	wayward	0
vnwillingnes	vnwillingnes	n1	unwillingness	unwillingness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Land	Land	n1	Land	land	0
,	,	,	,	,	0
our	our	po12	our	our	0
English	English	jp	English	english	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
regard	regard	vvi	regard	regard	0
and	and	cc	and	and	0
