THough	THough	cs	THough	though	0
after	after	p-acp	after	after	0
much	much	d	much	much	0
importunity	importunity	n1	importunity	importunity	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
vailed	vailed	vvn	veiled	veil	0
with	with	p-acp	with	with	0
to	to	pc-acp	to	to	0
quit	quit	vvi	quit	quit	0
my	my	po11	my	my	0
Relation	Relation	n1	Relation	relation	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
'twas	'twas	pn31|vbds	'twas	it|be	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
great	great	j	great	great	0
reluctan	reluctan	n1	reluctan	reluctan	0
∣	∣	sy	∣	∣	0
cy	cy	n1	cy	cy	0
and	and	cc	and	and	0
uneasiness	uneasiness	n1	uneasiness	uneasiness	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
and	and	cc	and	and	0
only	only	j	only	only	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
took	took	vvd	took	take	0
no	no	dx	no	no	0
leave	leave	n1	leave	leave	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
solemn	solemn	j	solemn	solemn	0
Farewell	Farewell	n1	Farewell	farewell	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
no	no	dx	no	no	0
real	real	j	real	real	0
Benefit	Benefit	n1	Benefit	benefit	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
so	so	av	so	so	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
well	well	av	well	well	0
assured	assured	vvn	assured	assure	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
added	added	vvn	added	add	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
own	own	d	own	own	0
Affliction	Affliction	n1	Affliction	affliction	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
the	the	dt	the	the	0
prevalent	prevalent	j	prevalent	prevalent	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
ducement	ducement	n1	ducement	ducement	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
removal	removal	n1	removal	removal	0
was	was	vbds	was	be	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
suppose	suppose	vvb	suppose	suppose	0
,	,	,	,	,	0
well	well	av	well	well	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
suffici	suffici	fw-la	suffici	suffici	0
∣	∣	sy	∣	∣	0
ent	ent	fw-fr	ent	ent	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
them	them	pno32	them	they	0
know	know	vvi	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
unkind	unkind	j	unkind	unkind	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
part	part	n1	part	part	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
low	low	j	low	low	0
or	or	cc	or	or	0
mer	mer	uh	mere	mer	0
∣	∣	sy	∣	∣	0
cenary	cenary	j-jn	cenary	cenary	0
respects	respects	vvz	respects	respect	0
on	on	p-acp	on	on	0
mine	mine	png11	mine	i	0
.	.	.	.	.	1
That	That	cst	That	that	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
consult	consult	vvi	consult	consult	0
my	my	po11	my	my	0
