THe	THe	dt	THe	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
here	here	av	here	here	0
present	present	vvb	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
preached	preached	vvd	preached	preach	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Funeral	Funeral	n1	Funeral	funeral	0
of	of	pp-f	of	of	0
Mr.	Mr.	n1	Mr.	mr.	1
Francis	Francis	np1	Francis	Francis	0
Bowtel	Bowtel	np1	Bowtel	Bowtel	0
,	,	,	,	,	0
your	your	po22	your	your	0
deceased	deceased	j-vvn	deceased	decease	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
inform	inform	vvb	inform	inform	0
me	me	pno11	me	i	0
)	)	)	)	)	0
his	his	po31	his	his	0
dying	dying	j-vvg	dying	die	0
Requests	Requests	n2	Requests	request	0
,	,	,	,	,	0
and	and	cc	and	and	0
conceived	conceived	vvd	conceived	conceive	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Breast	Breast	n1	Breast	breast	0
some	some	d	some	some	0
time	time	n1	time	time	0
before	before	a-acp	before	before	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
choice	choice	n1	choice	choice	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
been	been	vbn	been	be	0
left	left	vvn	left	leave	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
chosen	chosen	vvn	chosen	choose	0
a	a	dt	a	a	0
Newcomen	Newcomen	vvn	Newcomen	newcomen	0
,	,	,	,	,	0
or	or	cc	or	or	0
an	an	dt	and	a	0
Harris	Harris	np1	Harris	Harris	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Preacher	Preacher	n1	Preacher	preacher	0
,	,	,	,	,	0
And	And	cc	And	and	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
that	that	d	that	that	0
a	a	dt	a	a	0
great	great	j	great	great	0
man	man	n1	man	man	0
is	is	vbz	is	be	0
fallen	fallen	vvn	fallen	fall	0
this	this	d	this	this	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
Israel	Israel	np1	Israel	Israel	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Text.	Text.	np1	Text.	Text.	1
The	The	dt	The	the	0
Task	Task	n1	Task	task	0
was	was	vbds	was	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
harder	harder	jc	harder	hard	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
difficult	difficult	j	difficult	difficult	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
undertake	undertake	vvi	undertake	undertake	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
confined	confined	vvn	confined	confine	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
little	little	j	little	little	0
time	time	n1	time	time	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
stance	stance	n1	stance	stance	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
depth	depth	n1	depth	depth	0
of	of	pp-f	of	of	0
Winter	Winter	n1	Winter	winter	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
croud	croud	n1	crowd	crowd	0
of	of	pp-f	of	of	0
Business	Business	n1	Business	business	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
having	having	vhg	having	have	0
never	never	av	never	never	0
preached	preached	vvn	preached	preach	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
before	before	a-acp	before	before	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
verba	verba	fw-la	verba	verba	0
morientis	morientis	fw-la	morientis	morientis	0
—	—	—	—	—	0
his	his	po31	his	his	0
Desires	Desires	n2	Desires	desire	0
were	were	vbdr	were	be	0
as	as	c-acp	as	as	0
Commands	Commands	vvz	Commands	command	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
since	since	c-acp	since	since	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
humbly	humbly	av-j	humbly	humble	0
beg	beg	vvi	beg	beg	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
receive	receive	vvi	receive	receive	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
emendation	emendation	n1	emendation	emendation	0
or	or	cc	or	or	0
correction	correction	n1	correction	correction	0
.	.	.	.	.	1
The	The	dt	The	the	0
Reason	Reason	n1	Reason	reason	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
refused	refused	vvd	refused	refuse	0
to	to	pc-acp	to	to	0
print	print	vvi	print	print	0
it	it	pn31	it	it	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
desired	desired	vvd	desired	desire	0
by	by	p-acp	by	by	0
one	one	crd	one	one	0
,	,	,	,	,	0
or	or	cc	or	or	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
was	was	vbds	was	be	0
;	;	;	;	;	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
then	then	cs	then	than	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
utterly	utterly	av-j	utterly	utter	0
averse	averse	j	averse	averse	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
work	work	n1	work	work	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
now	now	av	now	now	0
being	being	vbg	being	be	0
drawn	drawn	vvn	drawn	draw	0
thereunto	thereunto	av	thereunto	thereunto	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
but	but	p-acp	but	but	0
account	account	vvi	account	account	0
my	my	po11	my	my	0
self	self	n1	self	self	0
obliged	obliged	vvn	obliged	oblige	0
to	to	pc-acp	to	to	0
conjoyn	conjoyn	vvi	conjoin	conjoin	0
this	this	d	this	this	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
lie	lie	vvi	lie	lie	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
censure	censure	n1	censure	censure	0
of	of	pp-f	of	of	0
Ingratitude	Ingratitude	n1	Ingratitude	ingratitude	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
worthy	worthy	j	worthy	worthy	0
and	and	cc	and	and	0
remark	remark	n1	remark	remark	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
revived	revived	vvn	revived	revive	0
and	and	cc	and	and	0
perpe	perpe	fw-mi	perpe	perpe	0
∣	∣	sy	∣	∣	0
tuated	tuated	vvn	tuated	tuate	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
Funeral	Funeral	n1	Funeral	funeral	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
