Right	Right	av-jn	Right	right	0
Reverend	Reverend	n-jn	Reverend	reverend	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
moe	moe	dc	more	more	0
far	far	j	far	far	0
more	more	av-dc	more	more	0
precious	precious	j	precious	precious	0
souls	souls	n2	souls	soul	0
in	in	p-acp	in	in	0
Scotland	Scotland	np1	Scotland	Scotland	0
)	)	)	)	)	0
Fathers	Fathers	n2	Father's	father	0
in	in	p-acp	in	in	0
CHRIST	CHRIST	np1	CHRIST	Christ	0
,	,	,	,	,	0
ALthough	ALthough	cs	ALthough	although	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
lookt	lookt	vvn	looked	look	0
upon	upon	p-acp	upon	upon	0
as	as	a-acp	as	as	0
somewhat	somewhat	av	somewhat	somewhat	0
superfluous	superfluous	j	superfluous	superfluous	0
,	,	,	,	,	0
or	or	cc	or	or	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
a	a	dt	a	a	0
little	little	j	little	little	0
impertinent	impertinent	j	impertinent	impertinent	0
or	or	cc	or	or	0
unusual	unusual	j	unusual	unusual	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
prefix	prefix	vvi	prefix	prefix	0
a	a	dt	a	a	0
Dedicatory	Dedicatory	j	Dedicatory	dedicatory	0
Epistle	Epistle	n1	Epistle	epistle	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
Epistolary	Epistolary	n1	Epistolary	epistolary	0
Discourse	Discourse	n1	Discourse	discourse	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
there	there	pc-acp	there	there	0
be	be	vbi	be	be	0
many	many	d	many	many	0
urgent	urgent	j	urgent	urgent	0
reasons	reasons	n2	reasons	reason	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
tender	tender	vvi	tender	tender	0
the	the	dt	the	the	0
testimonies	testimonies	n2	testimonies	testimony	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
most	most	av-ds	most	most	0
cordiall	cordiall	j	cordial	cordial	0
respects	respects	n2	respects	respect	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
(	(	(	(	(	0
friendship	friendship	n1	friendship	friendship	0
and	and	cc	and	and	0
)	)	)	)	)	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
many	many	d	many	many	0
friendly	friendly	j	friendly	friendly	0
(	(	(	(	(	0
yea	yea	uh	yea	yea	0
fatherly	fatherly	j	fatherly	fatherly	0
)	)	)	)	)	0
obligations	obligations	n2	obligations	obligation	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
(	(	(	(	(	0
from	from	p-acp	from	from	0
some	some	d	some	some	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
do	do	vdb	do	do	0
most	most	av-ds	most	most	0
fre	fre	p-acp	from	from	0
∣	∣	sy	∣	∣	0
quently	quently	av-j	quently	quent	0
use	use	vvb	use	use	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
rise	rise	n1	rise	rise	0
and	and	cc	and	and	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
lines	lines	n2	lines	line	0
entituled	entituled	vvn	entitled	entitle	0
Dedications	Dedications	n2	Dedications	dedication	0
:	:	:	:	:	0
)	)	)	)	)	0
But	But	cc-acp	But	but	0
also	also	av	also	also	0
to	to	p-acp	to	to	0
evidence	evidence	n1	evidence	evidence	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
)	)	)	)	)	0
the	the	dt	the	the	0
remembrance	remembrance	n1	remembrance	remembrance	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
relations	relations	n2	relations	relation	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
stand	stand	vvb	stand	stand	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
reference	reference	n1	reference	reference	0
to	to	p-acp	to	to	0
those	those	d	those	those	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
whose	whose	rg-crq	whose	who	0
over-sight	over-sight	n1	oversight	oversight	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
both	both	d	both	both	0
my	my	po11	my	my	0
Book	Book	n1	Book	book	0
at	at	p-acp	at	at	0
Schools	Schools	n2	Schools	school	0
,	,	,	,	,	0
and	and	cc	and	and	0
