COnsidering	COnsidering	vvg	COnsidering	consider	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
comparable	comparable	j	comparable	comparable	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
nefyte	nefyte	n1	nefyte	nefyte	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
spirits	spirits	n2	spirits	spirit	0
(	(	(	(	(	0
most	most	av-ds	most	most	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
uerain	uerain	j-jn	uerain	uerain	0
prelate	prelate	n1	prelate	prelate	0
)	)	)	)	)	0
thorowe	thorowe	p-acp	thorough	through	0
whose	whose	rg-crq	whose	who	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
diligēce	diligēce	n1	diligence	diligence	0
&	&	cc	&	and	0
meanes	meanes	vvz	means	mean	0
a	a	dt	a	a	0
moste	moste	av-ds	most	most	0
aboundaunt	aboundaunt	j	aboundaunt	aboundaunt	0
and	and	cc	and	and	0
plen	plen	n1	plen	plen	0
∣	∣	sy	∣	∣	0
tifull	tifull	j	tifull	tifull	0
fruite	fruite	n1	fruit	fruit	0
,	,	,	,	,	0
is	is	vbz	is	be	0
owen	owen	np1	owen	Owen	0
thorowe	thorowe	p-acp	thorough	through	0
the	the	dt	the	the	0
vniuersal	vniuersal	j-u	universal	iversal	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
not	not	xx	not	not	0
one	one	pi	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Greeke	Greeke	jp	Greek	greek	0
and	and	cc	and	and	0
latine	latine	jp	latin	latin	0
Rethoricke	Rethoricke	n1	Rhetoric	rhetoric	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
ye	ye	pn22	you	you	0
celelebration	celelebration	n1	celelebration	celelebration	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
french	french	jp	french	french	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
dayly	dayly	av-j	daily	daily	0
more	more	av-dc	more	more	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
most	most	av-ds	most	most	0
aboundantlye	aboundantlye	av-j	abundantly	abundant	0
flourisheth	flourisheth	vvz	flourishes	flourish	0
.	.	.	.	.	1
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
any	any	d	any	any	0
meanes	meanes	n2	means	mean	0
restrayne	restrayne	vvi	restrain	restrain	0
the	the	dt	the	the	0
heate	heate	n1	heat	heat	0
of	of	pp-f	of	of	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
wil	wil	n1	will	will	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
present	present	j	present	present	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
being	being	vbg	being	be	0
(	(	(	(	(	0
a	a	dt	a	a	0
traduc	traduc	j	traduc	traduc	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
Plinie	Plinie	np1	Plinie	Pliny	0
)	)	)	)	)	0
thy	thy	po21	thy	thy	0
most	most	av-ds	most	most	0
Illustri	Illustri	fw-la	Illustri	illustri	0
∣	∣	sy	∣	∣	0
ous	ous	j	ous	ous	0
name	name	n1	name	name	0
shoulde	shoulde	vmd	should	shall	0
be	be	vbi	be	be	0
spoken	spoken	vvn	spoken	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
ligence	ligence	n1	ligence	ligence	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
brought	brought	vvn	brought	bring	0
to	to	p-acp	to	to	0
light	light	n1	light	light	0
,	,	,	,	,	0
and	and	cc	and	and	0
presented	presented	vvd	presented	present	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
cleare	cleare	j	clear	clear	0
beholders	beholders	n2	beholders	beholder	0
,	,	,	,	,	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
erudition	erudition	n1	erudition	erudition	0
&	&	cc	&	and	0
lear	lear	av-j	lear	lear	0
∣	∣	sy	∣	∣	0
ning	ning	n1	ning	ning	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
most	most	av-ds	most	most	0
sound	sound	j	found	sound	0
and	and	cc	and	and	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
fecte	fecte	n2	fecte	foot	0
knowledge	knowledge	n1	knowledge	knowledge	0
:	:	:	:	:	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
foreseeing	foreseeing	vvg	foreseeing	foresee	0
,	,	,	,	,	0
that	that	cst	that	that	0
thy	thy	po21	thy	thy	0
na	na	fw-mi	na	na	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
is	is	vbz	is	be	0
inclined	inclined	vvn	inclined	incline	0
to	to	pc-acp	to	to	0
support	support	vvi	support	support	0
and	and	cc	and	and	0
maintain	maintain	vvi	maintain	maintain	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
lo	lo	uh	lo	lo	0
∣	∣	sy	∣	∣	0
uers	uers	zz	uers	uers	0
of	of	pp-f	of	of	0
Muses	Muses	n2	Muses	muse	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therfore	therfore	av	therefore	therefore	0
boldened	boldened	vvn	boldened	bolden	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
to	to	pc-acp	to	to	0
dedicate	dedicate	vvi	dedicate	dedicate	0
or	or	cc	or	or	0
direct	direct	vvi	direct	direct	0
vnto	vnto	p-acp	unto	unto	0
thee	thee	pno21	thee	thou	0
this	this	d	this	this	0
newe	newe	j	new	new	0
traduction	traduction	n1	traduction	traduction	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
little	little	j	little	little	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
father	father	n1	father	father	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
deceasse	deceasse	n1	decease	decease	0
,	,	,	,	,	0
among	among	p-acp	among	among	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
hys	hys	po31	his	his	0
workes	workes	n2	works	work	0
is	is	vbz	is	be	0
fallē	fallē	vvn	fallen	fall	0
into	into	p-acp	into	into	0
my	my	po11	my	my	0
hands	hands	n2	hands	hand	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
secretes	secretes	n2-jn	secrets	secret	0
of	of	pp-f	of	of	0
Plinie	Plinie	np1	Plinie	Pliny	0
,	,	,	,	,	0
abstracted	abstracted	vvn	abstracted	abstract	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
six	six	crd	six	six	0
∣	∣	sy	∣	∣	0
tene	tene	fw-la	tene	tene	0
first	first	ord	first	first	0
bokes	bokes	n2	books	book	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
naturall	naturall	j	natural	natural	0
historie	historie	n1	history	history	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
is	is	vbz	is	be	0
so	so	av	so	so	0
requisite	requisite	j	requisite	requisite	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
to	to	p-acp	to	to	0
man	man	n1	man	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
thereof	thereof	av	thereof	thereof	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
very	very	av	very	very	0
delectable	delectable	j	delectable	delectable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Readers	Readers	n2	Readers	reader	0
.	.	.	.	.	1
And	And	cc	And	and	0
bicause	bicause	c-acp	because	because	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
defraud	defraud	vvi	defraud	defraud	0
the	the	dt	the	the	0
author	author	n1	author	author	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
same	same	d	same	same	0
so	so	av	so	so	0
profitable	profitable	j	profitable	profitable	0
a	a	dt	a	a	0
tra	tra	fw-la	tra	tra	0
∣	∣	sy	∣	∣	0
duction	duction	n1	duction	duction	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
constrayned	constrayned	vvn	constrained	constrain	0
to	to	pc-acp	to	to	0
cause	cause	vvi	cause	cause	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
opened	opened	vvn	opened	open	0
,	,	,	,	,	0
&	&	cc	&	and	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
title	title	n1	title	title	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
mightie	mightie	j	mighty	mighty	0
and	and	cc	and	and	0
soueraigne	soueraigne	j-jn	sovereign	sovereign	0
prelat	prelat	n1	prelate	prelate	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
warde	warde	n1	ward	ward	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
preferre	preferre	vvi	prefer	prefer	0
any	any	d	any	any	0
one	one	pi	one	one	0
to	to	p-acp	to	to	0
thy	thy	po21	thy	thy	0
magnificence	magnificence	n1	magnificence	magnificence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
such	such	d	such	such	0
an	an	dt	and	a	0
ardente	ardente	j	ardent	ardent	0
zeale	zeale	n1	zeal	zeal	0
,	,	,	,	,	0
towardes	towardes	p-acp	towards	towards	0
those	those	d	those	those	0
that	that	cst	that	that	0
battayle	battayle	n1	battle	battle	0
or	or	cc	or	or	0
warre	warre	n1	war	war	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
standarde	standarde	n1	standard	standard	0
of	of	pp-f	of	of	0
Pallas	Pallas	np1	Pallas	Pallas	0
.	.	.	.	.	1
