MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
WITH	WITH	p-acp	WITH	with	0
all	all	d	all	all	0
possible	possible	j	possible	possible	0
Respect	Respect	n1	Respect	respect	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
Hopes	Hopes	ng1	Hope's	hope	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
prove	prove	vvi	prove	prove	0
absolutely	absolutely	av-j	absolutely	absolute	0
unwelcom	unwelcom	j	unwelcome	unwelcome	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Humbly	Humbly	av-j	Humbly	humble	0
lay	lay	vvd	lay	lie	0
at	at	p-acp	at	at	0
Your	Your	po22	Your	your	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Feet	Feet	n2	Feet	foot	0
a	a	dt	a	a	0
very	very	j	very	very	0
good	good	j	good	good	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
very	very	j	very	very	0
ill-suited	ill-suited	j	ill-suited	ill-suited	0
Present	Present	n1	Present	present	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
Devout	Devout	j	Devout	devout	0
Ink	Ink	n1	Ink	ink	0
and	and	cc	and	and	0
Paper	Paper	n1	Paper	paper	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
Life	Life	n1	Life	life	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
a	a	dt	a	a	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
Devotion	Devotion	n1	Devotion	devotion	0
,	,	,	,	,	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
Link	Link	n1	Link	link	0
of	of	pp-f	of	of	0
Silver	Silver	n1	Silver	silver	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Chain	Chain	vvb	Chain	chain	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
.	.	.	.	.	1
And	And	cc	And	and	0
then	then	av	then	then	0
a	a	dt	a	a	0
Translation	Translation	n1	Translation	translation	0
is	is	vbz	is	be	0
such	such	d	such	such	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Present	Present	j	Present	present	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
bad	bad	j	bad	bad	0
Copy	Copy	n1	Copy	copy	0
to	to	p-acp	to	to	0
one	one	pi	one	one	0
who	who	r-crq	who	who	0
has	has	vhz	has	have	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
