IN	IN	p-acp	IN	in	0
the	the	dt	the	the	0
Sermon	Sermon	n1	Sermon	sermon	0
following	following	vvg	following	follow	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
lapped	lapped	vvn	lapped	lap	0
vp	vp	a-acp	up	up	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
)	)	)	)	)	0
some	some	d	some	some	0
twelue	twelue	crd	twelue	twelve	0
points	points	n2	points	point	0
of	of	pp-f	of	of	0
diuine	diuine	j-jn	divine	divine	0
inspiration	inspiration	n1	inspiration	inspiration	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
needfull	needfull	j	needful	needful	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
corrupt	corrupt	j	corrupt	corrupt	0
age	age	n1	age	age	0
wherein	wherein	c-crq	wherein	wherein	0
we	we	pns12	we	we	0
liue	liue	vvb	live	live	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
mens	mens	ng2	men's	man	0
due	due	zz	due	due	0
and	and	cc	and	and	0
deepe	deepe	j-jn	deep	deep	0
considera	considera	fw-la	considera	considera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Church	Church	n1	Church	church	0
are	are	vbr	are	be	0
contracted	contracted	vvn	contracted	contract	0
together	together	av	together	together	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
thrise	thrise	av	thrice	thrice	0
blessed	blessed	j-vvn	blessed	bless	0
marriage	marriage	n1	marriage	marriage	0
,	,	,	,	,	0
The	The	dt	The	the	0
second	second	ord	second	second	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
doth	doth	vdz	does	do	0
beare	beare	vvi	bear	bear	0
a	a	dt	a	a	0
