Christian	Christian	njp	Christian	christian	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Bring	Bring	vvb	Bring	bring	0
you	you	pn22	you	you	0
here	here	av	here	here	0
onely	onely	av-j	only	only	0
an	an	dt	and	a	0
Herbe	Herbe	n1	Herb	herb	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
tasting	tasting	vvg	tasting	taste	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
presenting	presenting	vvg	presenting	present	0
(	(	(	(	(	0
now	now	av	now	now	0
)	)	)	)	)	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
heretofore	heretofore	av	heretofore	heretofore	0
I	I	pns11	I	i	0
preached	preached	vvd	preached	preach	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
eares	eares	n2	ears	ear	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
garden	garden	n1	garden	garden	0
(	(	(	(	(	0
too	too	av	too	too	0
;	;	;	;	;	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
Lords	Lords	n2	Lords	lord	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Ministeriall	Ministeriall	j-jn	Ministerial	ministerial	0
services	services	n2	services	service	0
:	:	:	:	:	0
yea	yea	uh	yea	yea	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
unto	unto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
as	as	c-acp	as	as	0
sometimes	sometimes	av	sometime	sometime	0
Paul	Paul	np1	Paul	Paul	0
did	did	vdd	did	do	0
unto	unto	p-acp	unto	unto	0
Phile	Phile	np1	Phile	Phile	0
∣	∣	sy	∣	∣	0
mon	mon	fw-fr	mon	mon	0
;	;	;	;	;	0
.	.	.	.	.	1
Epist.	Epist.	np1	Epist.	Epist.	0
Pauli	Pauli	np1	Pauli	Pauli	0
ad	ad	fw-la	ad	ad	0
Phi	Phi	fw-la	Phi	phi	0
∣	∣	sy	∣	∣	0
lem	lem	n1	lem	lem	0
,	,	,	,	,	0
vers	vers	fw-la	vers	vers	0
.	.	.	.	.	1
19.	19.	crd	19.	19	1
Thou	Thou	pns21	Thou	thou	0
owest	owest	vv2	owest	owe	0
thy	thy	po21	thy	thy	0
very	very	j	very	very	0
selfe	selfe	n1	self	self	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
.	.	.	.	.	1
Well	Well	uh-av	Well	well	0
then	then	av	then	then	0
;	;	;	;	;	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
notes	notes	n2	notes	note	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
usefull	usefull	j	useful	useful	0
unto	unto	p-acp	unto	unto	0
your	your	po22	your	your	0
soules	soules	n2	souls	soul	0
;	;	;	;	;	0
Buy	Buy	vvb	Buy	buy	0
this	this	d	this	this	0
Truth	Truth	n1	Truth	truth	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
dili	dili	fw-la	dili	dili	0
∣	∣	sy	∣	∣	0
gence	gence	n1	gence	gence	0
;	;	;	;	;	0
Sell	Sell	vvb	Fell	sell	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
sleighty	sleighty	j	sleighty	sleighty	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
:	:	:	:	:	0
If	If	cs	If	if	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
hated	hated	vvn	hated	hate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
learne	learne	vvb	learn	learn	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
love	love	vvi	love	love	0
it	it	pn31	it	it	0
;	;	;	;	;	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
