Most	Most	ds	Most	most	0
pious	pious	j	pious	pious	0
Lady	Lady	n1	Lady	lady	0
:	:	:	:	:	0
THat's	THat's	d|vbz	THat's	that|be	0
all	all	d	all	all	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
bold	bold	j	bold	bold	0
with	with	p-acp	with	with	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
;	;	;	;	;	0
your	your	po22	your	your	0
Religion	Religion	n1	Religion	religion	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
eyes	eyes	n2	eyes	eye	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
attribute	attribute	n1	attribute	attribute	0
than	than	cs	than	than	0
your	your	po22	your	your	0
Court	Court	n1	Court	court	0
∣	∣	sy	∣	∣	0
ly	ly	vvi	lie	lie	0
Honours	Honours	ng1	Honours	honour	0
:	:	:	:	:	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
glad	glad	j	glad	glad	0
your	your	po22	your	your	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
quest	quest	n1	quest	quest	0
(	(	(	(	(	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
it	it	pn31	it	it	0
bad	bad	j	bad	bad	0
beene	beene	vbi	been	be	0
a	a	dt	a	a	0
Command	Command	n1	Command	command	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
prevented	prevented	vvn	prevented	prevent	0
my	my	po11	my	my	0
slacknesse	slacknesse	n1	slackness	slackness	0
,	,	,	,	,	0
and	and	cc	and	and	0
turn'd	turn'd	vvd	turned	turn	0
my	my	po11	my	my	0
Pre	Pre	np1	Pre	Pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Debt	Debt	n1	Debt	debt	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Gift	Gift	n1	Gift	gift	0
into	into	p-acp	into	into	0
a	a	dt	a	a	0
Duty	Duty	n1	Duty	duty	0
:	:	:	:	:	0
GOD	GOD	np1	GOD	God	0
knows	knows	vvz	knows	know	0
with	with	p-acp	with	with	0
what	what	r-crq	what	what	0
joy	joy	n1	joy	joy	0
I	I	pns11	I	i	0
read	read	vvb	read	read	0
your	your	po22	your	your	0
faire	faire	j	fair	fair	0
Letter	Letter	n1	Letter	letter	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
perceiv'd	perceiv'd	vvd	perceived	perceive	0
Your	Your	po22	Your	your	0
holy	holy	j	holy	holy	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
instructed	instructed	vvn	instructed	instruct	0
by	by	p-acp	by	by	0
Writing	Writing	vvg	Writing	write	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
cerning	cerning	j	cerning	cerning	0
the	the	dt	the	the	0
dayly	dayly	j	daily	daily	0
Tryall	Tryall	n1	Trial	trial	0
of	of	pp-f	of	of	0
Consci	Consci	np1	Consci	Consci	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
wee	wee	pns12	we	we	0
past	past	vvd	passed	pass	0
over	over	a-acp	over	over	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
short	short	j	short	short	0
Dis	Dis	zf	Dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
conceite	conceite	n1	conceit	conceit	0
and	and	cc	and	and	0
thought	thought	n1	thought	thought	0
made	made	vvd	made	make	0
au	au	fw-fr	au	au	0
∣	∣	sy	∣	∣	0
dible	dible	j-u	dible	dible	0
by	by	p-acp	by	by	0
Words	Words	n2	Words	word	0
;	;	;	;	;	0
whereas	whereas	cs	whereas	whereas	0
the	the	dt	the	the	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
Character	Character	n1	Character	character	0
is	is	vbz	is	be	0
both	both	d	both	both	0
thought	thought	n1	thought	thought	0
and	and	cc	and	and	0
word	word	n1	word	word	0
made	made	vvd	made	make	0
vi	vi	crd	vi	vi	0
∣	∣	sy	∣	∣	0
sible	sible	j	sible	sible	0
and	and	cc	and	and	0
perma	perma	fw-la	perma	perma	0
∣	∣	sy	∣	∣	0
nent	nent	n1	nent	nent	0
.	.	.	.	.	1
I	I	pns11	I	i	0
would	would	vmd	would	will	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
(	(	(	(	(	0
so	so	av	so	so	0
much	much	d	much	much	0
I	I	pns11	I	i	0
tender	tender	vvb	tender	tender	0
my	my	po11	my	my	0
Soules	Soules	n2	Souls	soul	0
good	good	j	good	good	0
)	)	)	)	)	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
alwaies	alwaies	av	always	always	0
thus	thus	av	thus	thus	0
im	im	pno31	im	he	0
∣	∣	sy	∣	∣	0
ployed	ployed	vvn	ployed	ploy	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
dition	dition	n1	dition	dition	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
bee	bee	vbi	be	be	0
alwaies	alwaies	av	always	always	0
thus	thus	av	thus	thus	0
hap	hap	vvi	hap	hap	0
∣	∣	sy	∣	∣	0
pily	pily	av-j	pily	py	0
prevented	prevented	vvn	prevented	prevent	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
unforc'd	unforc'd	j	unforced	unforced	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
sires	sires	ng1	sire's	sire	0
