IN	IN	p-acp	IN	in	0
her	her	po31	her	her	0
lifetime	lifetime	n1	lifetime	life-time	0
Queene-heire	Queene-heire	n1	Queene-heire	queene-heire	0
of	of	pp-f	of	of	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
Queene-dowa	Queene-dowa	j	Queene-dowa	queene-dowa	0
∣	∣	sy	∣	∣	0
ger	ger	pno31	her	she	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
naturall	naturall	j	natural	natural	0
descent	descent	n1	descent	descent	0
Princesse	Princesse	n1	Princess	princess	0
apparent	apparent	j	apparent	apparent	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
;	;	;	;	;	0
Sprung	Sprung	vvd	Sprung	spring	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Imperiall	Imperiall	j-jn	Imperial	imperial	0
and	and	cc	and	and	0
Royall	Royall	j	Royal	royal	0
stocke	stocke	n1	stock	stock	0
of	of	pp-f	of	of	0
CHARLES	CHARLES	np1	CHARLES	Charles	0
the	the	dt	the	the	0
great	great	j	great	great	0
,	,	,	,	,	0
once	once	c-acp	once	once	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Augustious	Augustious	j	Augustious	augustious	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Romaines	Romaines	njp2	Romans	roman	0
&	&	cc	&	and	0
Germaines	Germaines	njp2	Germans	german	0
,	,	,	,	,	0
and	and	cc	and	and	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
most	most	av-ds	most	most	0
Chri	Chri	fw-la	Chri	chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
prudent	prudent	j	prudent	prudent	0
and	and	cc	and	and	0
puissant	puissant	j	puissant	puissant	0
Prince	Prince	n1	Prince	prince	0
HENRY	HENRY	np1	HENRY	Henry	0
the	the	dt	the	the	0
seuenth	seuenth	ord	seuenth	seven	0
,	,	,	,	,	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
eldest	eldest	js-jn	eldest	elder	0
Daughter	Daughter	n1	Daughter	daughter	0
borne	borne	vvn	born	bear	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Bed	Bed	n1	Bed	bed	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
happy	happy	j	happy	happy	0
Vnion	Vnion	n1	Union	union	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
two	two	crd	two	two	0
Roses	Roses	n2	Roses	rose	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
illustrious	illustrious	j	illustrious	illustrious	0
Queene	Queene	n1	Queen	queen	0
MARGARET	MARGARET	np1	MARGARET	Margaret	0
wife	wife	n1	wife	wife	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
vertuous	vertuous	j	virtuous	virtuous	0
&	&	cc	&	and	0
praise-worthy	praise-worthy	j	praiseworthy	praiseworthy	0
Prince	Prince	n1	Prince	prince	0
IAMES	IAMES	np1	IAMES	Iames	0
the	the	dt	the	the	0
fourth	fourth	ord	fourth	four	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Scots	Scots	np2	Scots	Scot	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
noble	noble	j	noble	noble	0
,	,	,	,	,	0
worthy	worthy	j	worthy	worthy	0
&	&	cc	&	and	0
mighty	mighty	j	mighty	mighty	0
Brita	Brita	np1	Brita	Brita	0
∣	∣	sy	∣	∣	0
nish	nish	n1	nish	nish	0
Prince	Prince	n1	Prince	prince	0
IAMES	IAMES	np1	IAMES	Iames	0
the	the	dt	the	the	0
fift	fift	ord	fift	five	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Scotland	Scotland	np1	Scotland	Scotland	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
and	and	cc	and	and	0
prudent	prudent	j	prudent	prudent	0
Prin	Prin	np1	Prin	Prin	0
∣	∣	sy	∣	∣	0
cesse	cesse	vvb	cease	cease	0
his	his	po31	his	his	0
wife	wife	n1	wife	wife	0
.	.	.	.	.	1
Queene	Queene	n1	Queen	queen	0
MARIE	MARIE	uh	MARRY	marie	0
de	de	fw-fr	de	de	0
Lorrayne	Lorrayne	j	Lorrayne	lorrayne	0
,	,	,	,	,	0
Dutchesse	Dutchesse	n1	Duchess	duchess	0
of	of	pp-f	of	of	0
Longouille	Longouille	np1	Longouille	Longouille	0
,	,	,	,	,	0
and	and	cc	and	and	0
daughter	daughter	n1	daughter	daughter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
magnificent	magnificent	j	magnificent	magnificent	0
Prince	Prince	n1	Prince	prince	0
,	,	,	,	,	0
CLAVDE	CLAVDE	np1	CLAVDE	CLAVDE	0
Duke	Duke	n1	Duke	duke	0
of	of	pp-f	of	of	0
Guise	Guise	np1	Guise	Guise	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
first	first	ord	first	first	0
mariage	mariage	n1	marriage	marriage	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Christian	Christian	njp	Christian	christian	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
FRANCIS	FRANCIS	np1	FRANCIS	Francis	0
the	the	dt	the	the	0
second	second	ord	second	second	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
second	second	ord	second	second	0
mariage	mariage	n1	marriage	marriage	0
by	by	p-acp	by	by	0
Gods	Gods	npg1	Gods	God	0
especiall	especiall	j	especial	especial	0
proui	proui	fw-fr	proui	proui	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
,	,	,	,	,	0
disappointing	disappointing	vvg	disappointing	disappoint	0
all	all	d	all	all	0
the	the	dt	the	the	0
policies	policies	n2	policies	policy	0
and	and	cc	and	and	0
pra	pra	fw-la	pra	pra	0
∣	∣	sy	∣	∣	0
ctises	ctises	n2	ctises	ctise	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Deuill	Deuill	n1	Devil	devil	0
,	,	,	,	,	0
and	and	cc	and	and	0
euill	euill	j-jn	evil	evil	0
men	men	n2	men	man	0
tending	tending	vvg	tending	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
,	,	,	,	,	0
wife	wife	n1	wife	wife	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
generous	generous	j	generous	generous	0
and	and	cc	and	and	0
comely	comely	j	comely	comely	0
Prince	Prince	n1	Prince	prince	0
her	her	po31	her	her	0
highnes	highnes	n1	highness	highness	0
nearest	nearest	av-j	nearest	near	0
&	&	cc	&	and	0
dearest	dearest	js-jn	dearest	dear	0
coosin	coosin	n1	cousin	cousin	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
descended	descended	vvn	descended	descend	0
likewise	likewise	av	likewise	likewise	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
loynes	loynes	n2	loins	loin	0
of	of	pp-f	of	of	0
HENRY	HENRY	np1	HENRY	Henry	0
the	the	dt	the	the	0
seuenth	seuenth	ord	seuenth	seven	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
el	el	fw-es	el	el	0
