Right	Right	av-jn	Right	right	0
Worshipfull	Worshipfull	j	Worshipful	worshipful	0
,	,	,	,	,	0
DEsires	DEsires	n2	DEsires	desire	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
truest	truest	js	truest	true	0
effigies	effigies	n2	effigies	effigy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
:	:	:	:	:	0
If	If	cs	If	if	0
a	a	dt	a	a	0
man	man	n1	man	man	0
be	be	vbi	be	be	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
heavenly	heavenly	j	heavenly	heavenly	0
desires	desires	n2	desires	desire	0
;	;	;	;	;	0
if	if	cs	if	if	0
out	out	av	out	out	0
∣	∣	sy	∣	∣	0
ward	ward	av	ward	ward	0
things	things	n2	things	thing	0
terminate	terminate	vvi	terminate	terminate	0
his	his	po31	his	his	0
desires	desires	n2	desires	desire	0
,	,	,	,	,	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
but	but	p-acp	but	but	0
an	an	dt	and	a	0
earthly	earthly	j	earthly	earthly	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
more	more	dc	more	more	0
then	then	cs	then	than	0
what	what	r-crq	what	what	0
Paul	Paul	np1	Paul	Paul	0
calls	calls	vvz	calls	call	0
the	the	dt	the	the	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
:	:	:	:	:	0
1	1	crd	1	1	0
Cor.	Cor.	np1	Cor.	Cor.	1
2.12	2.12	crd	2.12	2.12	0
Such	Such	d	Such	such	0
mens	mens	ng2	men's	man	0
desires	desires	n2	desires	desire	0
the	the	dt	the	the	0
Psalmist	Psalmist	n1	Psalmist	psalmist	0
speaks	speaks	vvz	speaks	speak	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Who	Who	r-crq	Who	who	0
will	will	vmb	will	will	0
shew	shew	vvi	show	show	0
us	us	pno12	us	we	0
any	any	d	any	any	0
good	good	j	good	good	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
gain	gain	n1	gain	gain	0
,	,	,	,	,	0
and	and	cc	and	and	0
profit	profit	n1	profit	profit	0
?	?	?	?	?	1
Isa.	Isa.	np1	Isa.	Isa.	0
26.8	26.8	crd	26.8	26.8	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
godly	godly	j	godly	godly	0
