THIS	THIS	d	THIS	this	0
present	present	j	present	present	0
Description	Description	n1	Description	description	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
New	New	j	New	new	0
VVorld	VVorld	n1	VVorld	world	0
;	;	;	;	;	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
Appendix	Appendix	n1	Appendix	appendix	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Observations	Observations	n2	Observations	observation	0
upon	upon	p-acp	upon	upon	0
Experimental	Experimental	j	Experimental	experimental	0
Philosophy	Philosophy	n1	Philosophy	philosophy	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
having	having	vhg	having	have	0
some	some	d	some	some	0
Sympathy	Sympathy	n1	Sympathy	sympathy	0
and	and	cc	and	and	0
Coherence	Coherence	n1	Coherence	coherence	0
with	with	p-acp	with	with	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
were	were	vbdr	were	be	0
joyn	joyn	vvi	join	join	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
together	together	av	together	together	0
as	as	c-acp	as	as	0
Two	Two	crd	Two	two	0
several	several	j	several	several	0
Worlds	Worlds	n2	World's	world	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
Two	Two	crd	Two	two	0
Poles	Poles	n2	Poles	pole	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
most	most	av-ds	most	most	0
Ladies	Ladies	n2	Ladies	lady	0
take	take	vvb	take	take	0
no	no	dx	no	no	0
delight	delight	n1	delight	delight	0
in	in	p-acp	in	in	0
Philosophi	Philosophi	np1	Philosophi	Philosophi	0
∣	∣	sy	∣	∣	0
cal	cal	vvi	call	call	0
Arguments	Arguments	ng1	Arguments	argument	0
,	,	,	,	,	0
I	I	pns11	I	i	0
separated	separated	vvd	separated	separate	0
some	some	d	some	some	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mentioned	mentioned	vvn	mentioned	mention	0
Observations	Observations	n2	Observations	observation	0
,	,	,	,	,	0
and	and	cc	and	and	0
caused	caused	vvd	caused	cause	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
go	go	vvi	go	go	0
out	out	av	out	out	0
by	by	p-acp	by	by	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
express	express	vvi	express	express	0
my	my	po11	my	my	0
Respects	Respects	n2	Respects	respect	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
presenting	presenting	vvg	presenting	present	0
to	to	p-acp	to	to	0
Them	Them	pno32	Them	they	0
such	such	d	such	such	0
Fancies	Fancies	n2	Fancies	fancy	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
Contemplations	Contemplations	n2	Contemplations	contemplation	0
did	did	vdd	did	do	0
afford	afford	vvi	afford	afford	0
.	.	.	.	.	1
The	The	dt	The	the	0
First	First	ord	First	first	0
Part	Part	n1	Part	part	0
is	is	vbz	is	be	0
Romancical	Romancical	j	Romancical	romancical	0
;	;	;	;	;	0
the	the	dt	the	the	0
Second	Second	ord	Second	second	0
,	,	,	,	,	0
Philosophical	Philosophical	j	Philosophical	philosophical	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Third	Third	ord	Third	three	0
is	is	vbz	is	be	0
meerly	meerly	av-j	merely	mere	0
Fancy	Fancy	n1	Fancy	fancy	0
;	;	;	;	;	0
or	or	cc	or	or	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
call	call	vvi	call	call	0
it	it	pn31	it	it	0
)	)	)	)	)	0
Fanta	Fanta	n1	Fanta	fanta	0
∣	∣	sy	∣	∣	0
stical	stical	j	stical	stical	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
(	(	(	(	(	0
Noble	Noble	j	Noble	noble	0
Ladies	Ladies	n2	Ladies	lady	0
)	)	)	)	)	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
chance	chance	vvi	chance	chance	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
pleasure	pleasure	n1	pleasure	pleasure	0
in	in	p-acp	in	in	0
reading	reading	vvg	reading	read	0
these	these	d	these	these	0
Fancies	Fancies	n2	Fancies	fancy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
account	account	vvi	account	account	0
my	my	po11	my	my	0
self	self	n1	self	self	0
a	a	dt	a	a	0
Happy	Happy	j	Happy	happy	0
Creatoress	Creatoress	n1	Creatoress	creatoress	0
:	:	:	:	:	0
If	If	cs	If	if	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
content	content	j	content	content	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
a	a	dt	a	a	0
Melancholly	Melancholly	j-jn	Melancholy	melancholy	0
Life	Life	n1	Life	life	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
World	World	n1	World	world	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
∣	∣	sy	∣	∣	0
not	not	xx	not	not	0
call	call	vvi	call	call	0
a	a	dt	a	a	0
Poor	Poor	j	Poor	poor	0
VVorld	VVorld	n1	VVorld	world	0
,	,	,	,	,	0
if	if	cs	if	if	0
Poverty	Poverty	n1	Poverty	poverty	0
be	be	vbb	be	be	0
only	only	j	only	only	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
and	and	cc	and	and	0
Jewels	Jewels	n2	Jewels	jewel	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
more	more	dc	more	more	0
Gold	Gold	n1	Gold	gold	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
than	than	cs	than	than	0
all	all	d	all	all	0
the	the	dt	the	the	0
Chymists	Chymists	n2	Chemists	chemist	0
ever	ever	av	ever	ever	0
made	made	vvn	made	make	0
;	;	;	;	;	0
or	or	cc	or	or	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
verily	verily	av-j	verily	very	0
believe	believe	vvb	believe	believe	0
)	)	)	)	)	0
will	will	vmb	will	will	0
ever	ever	av	ever	ever	0
be	be	vbi	be	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Rocks	Rocks	n2	Rocks	rock	0
of	of	pp-f	of	of	0
Diamonds	Diamonds	n2	Diamonds	diamond	0
,	,	,	,	,	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
my	my	po11	my	my	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
shared	shared	vvn	shared	share	0
amongst	amongst	p-acp	among	among	0
my	my	po11	my	my	0
Noble	Noble	j	Noble	noble	0
Female	Female	j-jn	Female	female	0
Friends	Friends	n2	Friends	friend	0
;	;	;	;	;	0
upon	upon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
willingly	willingly	av-j	willingly	willing	0
quit	quit	vvi	quit	quit	0
my	my	po11	my	my	0
Part	Part	n1	Part	part	0
:	:	:	:	:	0
And	And	cc	And	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
desire	desire	vvi	desire	desire	0
only	only	av-j	only	only	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
suffice	suffice	vvi	suffice	suffice	0
to	to	pc-acp	to	to	0
repair	repair	vvi	repair	repair	0
my	my	po11	my	my	0
Noble	Noble	j	Noble	noble	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Hus	Hus	zz	Hus	hus	0
∣	∣	sy	∣	∣	0
band's	band's	n1|vbz	band's	band|be	0
Losses	Losses	n2	Losses	loss	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
Covetous	Covetous	j	Covetous	covetous	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
as	as	c-acp	as	as	0
Ambitious	Ambitious	j	Ambitious	ambitious	0
as	as	c-acp	as	as	0
ever	ever	av	ever	ever	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Sex	Sex	n1	Sex	sex	0
was	was	vbds	was	be	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
That	That	cst	That	that	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
Fifth	Fifth	ord	Fifth	five	0
,	,	,	,	,	0
or	or	cc	or	or	0
Charles	Charles	np1	Charles	Charles	0
the	the	dt	the	the	0
Second	Second	ord	Second	second	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
endeavour	endeavour	vvi	endeavour	endeavour	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
,	,	,	,	,	0
Margaret	Margaret	np1	Margaret	Margaret	0
the	the	dt	the	the	0
First	First	ord	First	first	0
:	:	:	:	:	0
and	and	cc	and	and	0
,	,	,	,	,	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
neither	neither	dx	neither	neither	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
Time	Time	n1	Time	time	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
Occasion	Occasion	n1	Occasion	occasion	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
great	great	j	great	great	0
Conqueror	Conqueror	n1	Conqueror	conqueror	0
,	,	,	,	,	0
like	like	j	like	like	0
Alexander	Alexander	np1	Alexander	Alexander	0
,	,	,	,	,	0
or	or	cc	or	or	0
Cesar	Cesar	np1	Cesar	Cesar	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
Mistress	Mistress	n1	Mistress	mistress	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
World	World	n1	World	world	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
Fortune	Fortune	n1	Fortune	fortune	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Fates	Fates	n2	Fates	fate	0
would	would	vmd	would	will	0
give	give	vvi	give	give	0
me	me	pno11	me	i	0
none	none	pix	none	none	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
One	One	crd	One	one	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
own	own	d	own	own	0
.	.	.	.	.	1
And	And	cc	And	and	0
thus	thus	av	thus	thus	0
,	,	,	,	,	0
believing	believing	vvg	believing	believe	0
,	,	,	,	,	0
or	or	cc	or	or	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
no	no	dx	no	no	0
Crea	Crea	np1	Crea	Crea	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
can	can	vmb	can	can	0
,	,	,	,	,	0
or	or	cc	or	or	0
will	will	vmb	will	will	0
,	,	,	,	,	0
Envy	Envy	vvb	Envy	envy	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
World	World	n1	World	world	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
remain	remain	vvb	remain	remain	0
,	,	,	,	,	0
Noble	Noble	j	Noble	noble	0
Ladies	Ladies	n2	Ladies	lady	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
Humble	Humble	j	Humble	humble	0
Servant	Servant	n1	Servant	servant	0
,	,	,	,	,	1
