AFter	AFter	p-acp	AFter	after	0
that	that	d	that	that	0
the	the	dt	the	the	0
Englishe	Englishe	jp	English	english	0
Prince	Prince	n1	Prince	prince	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Honora	Honora	np1	Honora	Honora	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
and	and	cc	and	and	0
my	my	po11	my	my	0
verie	verie	j	very	very	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
had	had	vhd	had	have	0
ta	ta	dt	ta	a	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
view	view	n1	view	view	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seemelye	seemelye	j	seemly	seemly	0
Portra	Portra	np1	Portra	Portra	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
of	of	pp-f	of	of	0
Gridonia	Gridonia	np1	Gridonia	Gridonia	0
,	,	,	,	,	0
her	her	po31	her	her	0
tender	tender	j	tender	tender	0
Infant	Infant	n1	Infant	infant	0
ly	ly	vvi	lie	lie	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
by	by	p-acp	by	by	0
her	her	pno31	her	she	0
,	,	,	,	,	0
and	and	cc	and	and	0
leading	leading	vvg	leading	lead	0
two	two	crd	two	two	0
Lions	Lions	n2	Lions	lion	0
in	in	p-acp	in	in	0
her	her	po31	her	her	0
hand	hand	n1	hand	hand	0
:	:	:	:	:	0
he	he	pns31	he	he	0
presently	presently	av-j	presently	present	0
left	left	vvd	left	leave	0
the	the	dt	the	the	0
Court	Court	n1	Court	court	0
,	,	,	,	,	0
and	and	cc	and	and	0
tooke	tooke	vvd	took	take	0
himselfe	himselfe	px31	himself	himself	0
to	to	p-acp	to	to	0
trauayle	trauayle	n1	travail	travail	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
princely	princely	j	princely	princely	0
Primaleō	Primaleō	np1	Primaleō	Primaleō	0
,	,	,	,	,	0
heard	heard	vvd	herd	hear	0
pronoūced	pronoūced	vvn	pronounced	pronounce	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
his	his	po31	his	his	0
famous	famous	j	famous	famous	0
father	father	n1	father	father	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
of	of	pp-f	of	of	0
Constantinople	Constantinople	np1	Constantinople	Constantinople	0
,	,	,	,	,	0
the	the	dt	the	the	0
sorrowfull	sorrowfull	j	sorrowful	sorrowful	0
Letters	Letters	n2	Letters	letter	0
sent	sent	vvn	sent	send	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Lady	Lady	n1	Lady	lady	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lake	Lake	n1	Lake	lake	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
his	his	po31	his	his	0
best	best	js	best	best	0
belooued	belooued	j-vvn	beloved	belove	0
brother	brother	n1	brother	brother	0
was	was	vbds	was	be	0
loste	loste	vvn	lost	lose	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
vnfortunate	vnfortunate	j	unfortunate	unfortunate	0
Forest	Forest	n1	Forest	forest	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
:	:	:	:	:	0
he	he	pns31	he	he	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
bandoned	bandoned	vvd	bandoned	bandon	0
all	all	d	all	all	0
his	his	po31	his	his	0
Courtly	Courtly	j	Courtly	courtly	0
delights	delights	n2	delights	delight	0
,	,	,	,	,	0
and	and	cc	and	and	0
neuer	neuer	av-x	never	never	0
ceassed	ceassed	vvd	ceased	cease	0
wandring	wandring	vvg	wandering	wander	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
became	became	vvd	became	become	0
prisoner	prisoner	n1	prisoner	prisoner	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
place	place	n1	place	place	0
.	.	.	.	.	1
So	So	av	So	so	0
my	my	po11	my	my	0
sim	sim	fw-la	sim	sim	0
∣	∣	sy	∣	∣	0
ple	ple	n1	ple	ple	0
selfe	selfe	n1	self	self	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
)	)	)	)	)	0
hauing	hauing	vhg	having	have	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
seene	seene	vvn	seen	see	0
the	the	dt	the	the	0
rare	rare	j	rare	rare	0
vertues	vertues	n2	virtues	virtue	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
the	the	dt	the	the	0
heroycall	heroycall	j	heroical	heroical	0
quallities	quallities	n2	qualities	quality	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
prudent	prudent	j	prudent	prudent	0
person	person	n1	person	person	0
:	:	:	:	:	0
thought	thought	n1	thought	thought	0
,	,	,	,	,	0
though	though	cs	though	though	0
abilitie	abilitie	n1	ability	ability	0
were	were	vbdr	were	be	0
inferiour	inferiour	j-jn	inferior	inferior	0
to	to	pc-acp	to	to	0
gratifie	gratifie	vvi	gratify	gratify	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
gift	gift	n1	gift	gift	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
good	good	j	good	good	0
will	will	n1	will	will	0
was	was	vbds	was	be	0
ample	ample	j	ample	ample	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
stowe	stowe	zz	stowe	stowe	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
best	best	js	best	best	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
all	all	d	all	all	0
the	the	dt	the	the	0
braue	braue	j	brave	brave	0
Gallants	Gallants	n2-jn	Gallants	gallant	0
and	and	cc	and	and	0
woorthy	woorthy	j	worthy	worthy	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
in	in	p-acp	in	in	0
Roome	Roome	n1	Room	room	0
,	,	,	,	,	0
presented	presented	vvn	presented	present	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
Iewels	Iewels	n2	Jewels	jewel	0
and	and	cc	and	and	0
gifts	gifts	n2	gifts	gift	0
of	of	pp-f	of	of	0
great	great	j	great	great	0
value	value	n1	valve	value	0
and	and	cc	and	and	0
esti	esti	fw-la	esti	esti	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
:	:	:	:	:	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
Cittizen	Cittizen	n1	Citizen	citizen	0
amongst	amongst	p-acp	among	among	0
thē	thē	pno32	them	they	0
all	all	d	all	all	0
brought	brought	vvd	brought	bring	0
a	a	dt	a	a	0
handfull	handfull	n1	handful	handful	0
of	of	pp-f	of	of	0
Flowers	Flowers	n2	Flowers	flower	0
,	,	,	,	,	0
and	and	cc	and	and	0
offe	offe	zz	offe	offe	0
∣	∣	sy	∣	∣	0
red	red	vvn	read	read	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Emperour	Emperour	n1	Emperor	emperor	0
,	,	,	,	,	0
the	the	dt	the	the	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
receiued	receiued	vvd	received	receive	0
gratiously	gratiously	av-j	graciously	gracious	0
and	and	cc	and	and	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
affec	affec	fw-la	affec	affec	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
gaue	gaue	vvd	gave	give	0
him	him	pno31	him	he	0
a	a	dt	a	a	0
great	great	j	great	great	0
reward	reward	n1	reward	reward	0
.	.	.	.	.	1
Why	Why	q-crq	Why	why	0
(	(	(	(	(	0
quoth	quoth	vvd	quoth	quoth	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
)	)	)	)	)	0
how	how	c-crq	how	how	0
