Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
upon	upon	p-acp	upon	upon	0
long	long	j	long	long	0
Considera	Considera	fw-la	Considera	considera	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
easie	easie	j	easy	easy	0
resolutions	resolutions	n2	resolutions	resolution	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
pitched	pitched	vvd	pitched	pitch	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
&	&	cc	&	and	0
determined	determined	vvd	determined	determine	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
patronage	patronage	n1	patronage	patronage	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
small	small	j	small	small	0
review	review	vvi	review	review	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
acti	acti	fw-la	acti	acti	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
SACRED	SACRED	j	SACRED	sacred	0
MJESTY	MJESTY	n1	MJESTY	mjesty	0
,	,	,	,	,	0
)	)	)	)	)	0
whose	whose	rg-crq	whose	who	0
hard	hard	j	hard	hard	0
fortunes	fortunes	n2	fortune's	fortune	0
may	may	vmb	may	may	0
now	now	av	now	now	0
demand	demand	vvi	demand	demand	0
a	a	dt	a	a	0
Subjects	Subjects	n2-jn	Subject's	subject	0
protection	protection	n1	protection	protection	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
no	no	av-dx	no	no	0
where	where	q-crq	where	where	0
else	else	av	else	else	0
find	find	vvi	find	find	0
a	a	dt	a	a	0
person	person	n1	person	person	0
who	who	r-crq	who	who	0
bears	bears	vvz	bears	bear	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
true	true	j	true	true	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Generosity	Generosity	n1	Generosity	generosity	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
one	one	pi	one	one	0
whose	whose	rg-crq	whose	who	0
assured	assured	j-vvn	assured	assure	0
loyalty	loyalty	n1	loyalty	loyalty	0
will	will	vmb	will	will	0
make	make	vvi	make	make	0
him	him	pno31	him	he	0
lesse	lesse	av-dc	less	less	0
ashamed	ashamed	j	ashamed	ashamed	0
or	or	cc	or	or	0
afraid	afraid	j	afraid	afraid	0
to	to	p-acp	to	to	0
owne	owne	d	own	own	0
his	his	po31	his	his	0
Prince	Prince	n1	Prince	prince	0
.	.	.	.	.	1
And	And	cc	And	and	0
indeed	indeed	av	indeed	indeed	0
(	(	(	(	(	0
my	my	po11	my	my	0
Lord	Lord	n1	Lord	lord	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
looked	looked	vvd	looked	look	0
upon	upon	p-acp	upon	upon	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
once	once	c-acp	once	once	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
say	say	vvi	say	say	0
almost	almost	av	almost	almost	0
peopled	peopled	vvn	peopled	people	0
with	with	p-acp	with	with	0
