Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
worth	worth	j	worth	worth	0
the	the	dt	the	the	0
Errand	Errand	n1	Errand	errand	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Epi	Epi	fw-la	Epi	epi	0
∣	∣	sy	∣	∣	0
stle	stle	n1	stle	stle	0
Dedicatory	Dedicatory	j	Dedicatory	dedicatory	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Evangelical	Evangelical	np1	Evangelical	Evangelical	0
Dis	Dis	zf	Dis	this	0
∣	∣	sy	∣	∣	0
course	course	n1	course	course	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
the	the	dt	the	the	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nobi	Nobi	np1	Nobi	Nobi	0
∣	∣	sy	∣	∣	0
lity	lity	n1	lity	lity	0
and	and	cc	and	and	0
greatness	greatness	n1	greatness	greatness	0
of	of	pp-f	of	of	0
its	its	po31	its	its	0
desired	desired	j-vvn	desired	desire	0
Sus	Sus	fw-la	Sus	sus	0
∣	∣	sy	∣	∣	0
ceptor	ceptor	n1	ceptor	ceptor	0
:	:	:	:	:	0
Nor	Nor	ccx	Nor	nor	0
would	would	vmd	would	will	0
such	such	d	such	such	0
an	an	dt	and	a	0
impertinent	impertinent	j	impertinent	impertinent	0
gawd	gawd	n1	gawd	gawd	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
,	,	,	,	,	0
much	much	d	much	much	0
awaken	awaken	vvi	awaken	awaken	0
and	and	cc	and	and	0
incourage	incourage	vvi	encourage	encourage	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perusal	perusal	n1	perusal	perusal	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
follows	follows	vvz	follows	follow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Body	Body	n1	Body	body	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
more	more	av-dc	more	more	0
genuine	genuine	j	genuine	genuine	0
and	and	cc	and	and	0
congruous	congruous	j	congruous	congruous	0
)	)	)	)	)	0
tell	tell	vvi	tell	tell	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Piety	Piety	n1	Piety	piety	0
that	that	cst	that	that	0
shines	shines	vvz	shines	shine	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
circumstances	circumstances	n2	circumstances	circumstance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Relations	Relations	n2	Relations	relation	0
and	and	cc	and	and	0
Converse	Converse	n1	Converse	converse	0
,	,	,	,	,	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
expect	expect	vvi	expect	expect	0
that	that	cst	that	that	0
your	your	po22	your	your	0
humble	humble	j	humble	humble	0
and	and	cc	and	and	0
self-denying	self-denying	j	self-denying	self-denying	0
reflections	reflections	n2	reflections	reflection	0
on	on	p-acp	on	on	0
your	your	po22	your	your	0
self	self	n1	self	self	0
(	(	(	(	(	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
disposed	disposed	vvn	disposed	dispose	0
)	)	)	)	)	0
world	world	n1	world	world	0
distaste	distaste	vvi	distaste	distaste	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
too	too	av	too	too	0
much	much	av-d	much	much	0
bordering	bordering	vvg	bordering	border	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
too	too	av	too	too	0
common	common	j	common	common	0
flat	flat	n1	flat	flat	0
∣	∣	sy	∣	∣	0
tery	tery	uh	tery	tery	0
of	of	pp-f	of	of	0
Epistles	Epistles	n2	Epistles	epistle	0
Dedicatory	Dedicatory	j	Dedicatory	dedicatory	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
seldom	seldom	av	seldom	seldom	0
regard	regard	n1	regard	regard	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
true	true	j	true	true	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
is	is	vbz	is	be	0
plausible	plausible	j	plausible	plausible	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
obliged	obliged	vvn	obliged	oblige	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
some	some	d	some	some	0
account	account	n1	account	account	0
why	why	c-crq	why	why	0
I	I	pns11	I	i	0
Dedicate	Dedicate	j	Dedicate	dedicate	0
this	this	d	this	this	0
my	my	po11	my	my	0
poor	poor	j	poor	poor	0
undertaking	undertaking	n-vvg	undertaking	undertake	0
,	,	,	,	,	0
on	on	p-acp	on	on	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
Subject	Subject	j-jn	Subject	subject	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
