My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
REst	REst	vvb	REst	rest	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Flesh	Flesh	n1	Flesh	flesh	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
ordinary	ordinary	j	ordinary	ordinary	0
with	with	p-acp	with	with	0
Gods	Gods	npg1	Gods	God	0
People	People	n1	People	people	0
,	,	,	,	,	0
(	(	(	(	(	0
whose	whose	rg-crq	whose	who	0
Rest	Rest	n1	Rest	rest	0
remaineth	remaineth	vvz	remains	remain	0
,	,	,	,	,	0
Heb.	Heb.	np1	Heb.	Heb.	1
4.9	4.9	crd	4.9	4.9	0
.	.	.	.	.	1
)	)	)	)	)	0
but	but	p-acp	but	but	0
rather	rather	av-c	rather	rather	0
trou	trou	fw-fr	trou	trou	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
on	on	p-acp	on	on	0
every	every	d	every	every	0
side	side	n1	side	side	0
;	;	;	;	;	0
without	without	p-acp	without	without	0
fightings,2	fightings,2	n1	fightings,2	fightings,2	0
Cor.	Cor.	np1	Cor.	Cor.	0
7.5	7.5	crd	7.5	7.5	0
.	.	.	.	.	0
within	within	p-acp	within	within	0
Fears	Fears	n2	Fears	fear	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
manifold	manifold	j	manifold	manifold	0
perills	perills	n2	perils	peril	0
by	by	p-acp	by	by	0
strangers	strangers	n2	strangers	stranger	0
and	and	cc	and	and	0
Heathen	Heathen	j-jn	Heathen	heathen	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
Friends	Friends	n2	Friends	friend	0
and	and	cc	and	and	0
Country-men	Country-men	n2	Countrymen	countryman	0
;	;	;	;	;	0
2	2	crd	2	2	0
Cor.	Cor.	np1	Cor.	Cor.	1
11.26	11.26	crd	11.26	11.26	0
.	.	.	.	.	0
what	what	q-crq	what	what	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
wick	wick	n1	wick	wick	0
∣	∣	sy	∣	∣	0
ednesse	ednesse	n1	ednesse	ednesse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
wicked	wicked	j	wicked	wicked	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
mainder	mainder	n1	mainder	mainder	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Root	Root	n1	Root	root	0
of	of	pp-f	of	of	0
bitternesse	bitternesse	n1	bitterness	bitterness	0
in	in	p-acp	in	in	0
,	,	,	,	,	0
and	and	cc	and	and	0
among	among	p-acp	among	among	0
,	,	,	,	,	0
themselves	themselves	px32	themselves	themselves	0
.	.	.	.	.	1
Where	Where	c-crq	Where	where	0
Satan's	Satan's	npg1	Satan's	Satan	0
seat	seat	n1	seat	seat	0
is	is	vbz	is	be	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
persecution	persecution	n1	persecution	persecution	0
)	)	)	)	)	0
Sin	Sin	n1	since	sin	0
∣	∣	sy	∣	∣	0
ners	ners	zz	ners	ners	0
Eat	Eat	vvb	Eat	eat	0
up	up	a-acp	up	up	0
Saints	Saints	n2	Saints	saint	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
runnes	runnes	vvz	runs	run	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
Liberty	Liberty	n1	Liberty	liberty	0
of	of	pp-f	of	of	0
profession	profession	n1	profession	profession	0
)	)	)	)	)	0
Saints	Saints	n2	Saints	saint	0
are	are	vbr	are	be	0
too	too	av	too	too	0
prone	prone	j	prove	prone	0
to	to	pc-acp	to	to	0
eat	eat	vvi	eat	eat	0
up	up	a-acp	up	up	0
each	each	d	each	each	0
other	other	n-jn	other	other	0
.	.	.	.	.	1
The	The	dt	The	the	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	n1	mere	mere	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Hurt	Hurt	n1	Hurt	hurt	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Brethren	Brethren	n2	Brothers	brethren	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
sword	sword	n1	sword	sword	0
bereaveth	bereaveth	vvz	bereaveth	bereave	0
;	;	;	;	;	0
Lam.	Lam.	np1	Lam.	Lam.	1
1.20	1.20	crd	1.20	1.20	0
.	.	.	.	.	0
and	and	cc	and	and	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
being	being	vbg	being	be	0
high	high	j	high	high	0
,	,	,	,	,	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
secute	secute	vvb	secute	secute	0
poor	poor	j	poor	poor	0
Professors	Professors	n2	Professors	professor	0
;	;	;	;	;	0
The	The	dt	The	the	0
later	later	jc	later	late	0
is	is	vbz	is	be	0
our	our	po12	our	our	0
own	own	d	own	own	0
Hurt	Hurt	n1	Hurt	hurt	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
as	as	p-acp	as	as	0
death	death	n1	death	death	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
lifted	lifted	vvn	lifted	lift	0
his	his	po31	his	his	0
Peoples	Peoples	ng1	Peoples	people	0
Horn	Horn	n1	Horn	horn	0
on	on	p-acp	on	on	0
high	high	j	high	high	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
alas	alas	uh	alas	alas	0
!	!	!	!	!	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
pushed	pushed	vvn	pushed	push	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
for	for	c-acp	for	for	0
∣	∣	sy	∣	∣	0
mer	mer	uh	mere	mer	0
,	,	,	,	,	0
each	each	d	each	each	0
Party	Party	n1	Party	party	0
of	of	pp-f	of	of	0
Pro	Pro	np1	Pro	Pro	0
∣	∣	sy	∣	∣	0
fessors	fessors	zz	fessors	fessors	0
amongst	amongst	p-acp	among	among	0
us	us	pno12	us	we	0
are	are	vbr	are	be	0
troubled	troubled	vvn	troubled	trouble	0
,	,	,	,	,	0
and	and	cc	and	and	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
David	David	np1	David	David	0
)	)	)	)	)	0
The	The	dt	The	the	0
men	men	n2	men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
it,2	it,2	n1	it,2	it,2	0
Sam.	Sam.	np1	Sam.	Sam	1
12	12	crd	12	12	0
▪	▪	▪	▪	▪	0
5.	5.	crd	5.	5.	0
deserve	deserve	vvb	deserve	deserve	0
to	to	pc-acp	to	to	0
dye	dye	vvi	die	dye	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
fear	fear	vvb	fear	fear	0
in	in	p-acp	in	in	0
Respect	Respect	n1	Respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
later	later	jc	later	late	0
,	,	,	,	,	0
some	some	d	some	some	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
than	than	av	than	then	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
and	and	cc	and	and	0
tell	tell	vvi	tell	tell	0
one	one	crd	one	one	0
and	and	cc	and	and	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
Us	Us	pno32	Us	they	0
,	,	,	,	,	0
verse	verse	n1	verse	verse	0
7.	7.	crd	7.	7.	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
both	both	d	both	both	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
and	and	cc	and	and	0
are	are	vbr	are	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
shall	shall	vmb	shall	shall	0
bee	bee	vbi	be	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
a	a	dt	a	a	0
Lamenta	Lamenta	np1	Lamenta	Lamenta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
.	.	.	.	.	1
Enemies	Enemies	ng1	Enemies	enemy	0
alas	alas	uh	alas	alas	0
!	!	!	!	!	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
;	;	;	;	;	0
nay	nay	uh-x	nay	nay	0
,	,	,	,	,	0
friends	friends	n2	friends	friend	0
consider	consider	vvb	consider	consider	0
not	not	xx	not	not	0
,	,	,	,	,	0
How	How	c-crq	How	how	0
tender	tender	j	tender	tender	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
Joh.	Joh.	np1	Joh.	Joh.	1
21.15	21.15	crd	21.15	21.15	0
.	.	.	.	.	0
and	and	cc	and	and	0
tendered	tendered	vvd	tendered	tender	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
40.11	40.11	crd	40.11	40.11	0
.	.	.	.	.	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Lambs	Lambs	n2	Lambs	lamb	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lamb	Lamb	n1	Lamb	lamb	0
,	,	,	,	,	0
the	the	dt	the	the	0
little	little	j	little	little	0
ones	ones	pi2	ones	one	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
endure	endure	vvi	endure	endure	0
that	that	cst	that	that	0
One	One	crd	One	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
perish	perish	vvi	perish	perish	0
,	,	,	,	,	0
Matth.	Matth.	np1	Matth.	Matth.	1
18.14	18.14	crd	18.14	18.14	0
.	.	.	.	.	0
no	no	uh-dx	no	no	0
nor	nor	ccx	nor	nor	0
that	that	d	that	that	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
bee	bee	vbi	be	be	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
verse	verse	n1	verse	verse	0
6.	6.	crd	6.	6.	0
no	no	dx	no	no	0
nor	nor	ccx	nor	nor	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
bee	bee	vbi	be	be	0
despised	despised	vvn	despised	despise	0
:	:	:	:	:	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
verse	verse	n1	verse	verse	0
10.	10.	crd	10.	10.	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
hear	hear	vvb	hear	hear	0
an	an	dt	and	a	0
Ishmael	Ishmael	np1	Ishmael	Ishmael	0
but	but	p-acp	but	but	0
scoffe	scoffe	n1	scoff	scoff	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
21.9	21.9	crd	21.9	21.9	0
.	.	.	.	.	0
writes	writes	vvz	writes	write	0
down	down	a-acp	down	down	0
perse	perse	vvi	pierce	pierce	0
∣	∣	sy	∣	∣	0
cution	cution	n1	cution	cution	0
,	,	,	,	,	0
Gal.	Gal.	np1	Gal.	Gal.	1
4.29	4.29	crd	4.29	4.29	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
see	see	vvb	see	see	0
a	a	dt	a	a	0
Paul	Paul	np1	Paul	Paul	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Barnabas	Barnabas	np1	Barnabas	Barnabas	0
but	but	p-acp	but	but	0
contend	contend	vvi	contend	contend	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
cals	cals	vvz	calls	call	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
Paroxysm	Paroxysm	n1	Paroxysm	paroxysm	0
,	,	,	,	,	0
Act.	Act.	n1	Act.	act	0
15.39	15.39	crd	15.39	15.39	0
.	.	.	.	.	1
And	And	cc	And	and	0
how	how	q-crq	how	how	0
can	can	vmb	can	can	0
it	it	pn31	it	it	0
chuse	chuse	vvi	choose	choose	0
but	but	cc-acp	but	but	0
bee	bee	vbi	be	be	0
painfull	painfull	j	painful	painful	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Head	Head	n1	Head	head	0
,	,	,	,	,	0
