BRethren	BRethren	ng1	BRethren	brethren	0
,	,	,	,	,	0
beloved	beloved	vvn	beloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
providence	providence	n1	providence	providence	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
God	God	n1	God	god	0
had	had	vhd	had	have	0
brought	brought	vvn	brought	bring	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
prisoner	prisoner	n1	prisoner	prisoner	0
unto	unto	p-acp	unto	unto	0
London	London	np1	London	London	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cam	cam	vvd	cam	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
that	that	cst	that	that	0
almost	almost	av	almost	almost	0
as	as	c-acp	as	as	0
soon	soon	av	soon	soon	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
into	into	p-acp	into	into	0
Pri	Pri	zz	Pri	pri	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
appeared	appeared	vvd	appeared	appear	0
a	a	dt	a	a	0
book	book	n1	book	book	0
intituled	intituled	vvn	entitled	entitle	0
,	,	,	,	,	0
The	The	dt	The	the	0
Dipper	Dipper	n1	Dipper	dipper	0
Dpt	Dpt	vvd	Dpt	dpt	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
which	which	q-crq	which	which	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
presently	presently	av-j	presently	present	0
hold	hold	vvi	hold	hold	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
engaged	engaged	vvn	engaged	engage	0
to	to	pc-acp	to	to	0
defend	defend	vvi	defend	defend	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Adversary	Adversary	n1	Adversary	adversary	0
.	.	.	.	.	1
The	The	dt	The	the	0
Booke	Booke	n1	Book	book	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
temper	temper	n1	temper	temper	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
non	non	fw-la	non	non	0
licet	licet	fw-la	licet	licet	0
nobis	nobis	fw-la	nobis	nobis	0
esse	esse	fw-la	esse	esse	0
tam	tam	fw-la	tam	tam	0
disertis	disertis	n2	disertis	diserti	0
,	,	,	,	,	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
not	not	xx	not	not	0
give	give	vvi	give	give	0
railing	railing	vvg	railing	rail	0
for	for	p-acp	for	for	0
railing	railing	n-vvg	railing	rail	0
:	:	:	:	:	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
learned	learned	j	learned	learned	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
The	The	dt	The	the	0
Book	Book	n1	Book	book	0
it	it	pn31	it	it	0
great	great	j	great	great	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
we	we	pns12	we	we	0
found	found	vvd	found	find	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
lye	lye	vvi	lie	lie	0
in	in	p-acp	in	in	0
ten	ten	crd	ten	ten	0
Arguments	Arguments	n2	Arguments	argument	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
brought	brought	vvn	brought	bring	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
justification	justification	n1	justification	justification	0
of	of	pp-f	of	of	0
Childrens	Childrens	ng2	Children's	child	0
Baptisme	Baptisme	n1	Baptism	baptism	0
.	.	.	.	.	1
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
let	let	vvi	let	let	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
unworthy	unworthy	j	unworthy	unworthy	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Answer	Answer	n1	Answer	answer	0
,	,	,	,	,	0
and	and	cc	and	and	0
addresse	addresse	vvi	address	address	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
answer	answer	n1	answer	answer	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
onely	onely	j	only	only	0
.	.	.	.	.	1
I	I	pns11	I	i	0
did	did	vdd	did	do	0
prof	prof	av	prof	prof	0
∣	∣	sy	∣	∣	0
fer	fer	fw-fr	fer	fer	0
to	to	pc-acp	to	to	0
dispute	dispute	vvi	dispute	dispute	0
the	the	dt	the	the	0
ten	ten	crd	ten	ten	0
Arguments	Arguments	n2	Arguments	argument	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
face	face	n1	face	face	0
to	to	p-acp	to	to	0
face	face	n1	face	face	0
;	;	;	;	;	0
the	the	dt	the	the	0
first	first	ord	first	first	0
whereof	whereof	c-crq	whereof	whereof	0
we	we	pns12	we	we	0
did	did	vdd	did	do	0
debate	debate	vvi	debate	debate	0
,	,	,	,	,	0
and	and	cc	and	and	0
account	account	vvb	account	account	0
thereof	thereof	av	thereof	thereof	0
is	is	vbz	is	be	0
given	given	vvn	given	give	0
:	:	:	:	:	0
That	That	cst	That	that	0
we	we	pns12	we	we	0
went	went	vvd	went	go	0
no	no	dx	no	no	0
farther	farther	av-jc	farther	far	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
:	:	:	:	:	0
Some	Some	d	Some	some	0
worshipfull	worshipfull	j	worshipful	worshipful	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
desiring	desiring	vvg	desiring	desire	0
to	to	pc-acp	to	to	0
hear	hear	vvi	hear	hear	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
very	very	av	very	very	0
willing	willing	j	willing	willing	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
