GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
;	;	;	;	;	0
THat	THat	cst	THat	that	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
here	here	av	here	here	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
,	,	,	,	,	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Mi	Mi	fw-mi	Mi	mi	0
∣	∣	sy	∣	∣	0
litary	litary	j	litary	litary	0
Argument	Argument	n1	Argument	argument	0
:	:	:	:	:	0
the	the	dt	the	the	0
fitter	fitter	jc	fitter	fit	0
for	for	p-acp	for	for	0
Military	Military	j	Military	military	0
men	men	n2	men	man	0
therefore	therefore	av	therefore	therefore	0
:	:	:	:	:	0
whose	whose	rg-crq	whose	who	0
Ex	Ex	fw-la	Ex	ex	0
∣	∣	sy	∣	∣	0
ercise	ercise	n1	ercise	ercise	0
and	and	cc	and	and	0
Delight	Delight	n1	Delight	delight	0
,	,	,	,	,	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fayre	fayre	j	fair	fair	0
practise	practise	n1	practice	practice	0
of	of	pp-f	of	of	0
peaceable	peaceable	j	peaceable	peaceable	0
Armes	Armes	n2	Arms	arm	0
.	.	.	.	.	1
This	This	d	This	this	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
best	best	js	best	best	0
hope	hope	n1	hope	hope	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
vourably	vourably	av-j	vourably	vourable	0
accepted	accepted	vvn	accepted	accept	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
my	my	po11	my	my	0
Theme	Theme	n1	Theme	theme	0
and	and	cc	and	and	0
my	my	po11	my	my	0
Patrones	Patrones	n1	Patroness	patroness	0
are	are	vbr	are	be	0
so	so	av	so	so	0
well	well	av	well	well	0
suited	suited	vvn	suited	suit	0
.	.	.	.	.	1
So	So	av	So	so	0
should	should	vmd	should	shall	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
be	be	vbi	be	be	0
,	,	,	,	,	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
Souldier	Souldier	n1	Soldier	soldier	0
.	.	.	.	.	1
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
upon	upon	p-acp	upon	upon	0
any	any	d	any	any	0
vaine	vaine	j	vain	vain	0
thoughts	thoughts	n2	thoughts	thought	0
or	or	cc	or	or	0
presumption	presumption	n1	presumption	presumption	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
teach	teach	vvi	teach	teach	0
you	you	pn22	you	you	0
new	new	j	new	new	0
wayes	wayes	n2	ways	way	0
:	:	:	:	:	0
a	a	dt	a	a	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Leaders	Leaders	n2	Leaders	leader	0
espe	espe	fw-fr	espe	espe	0
∣	∣	sy	∣	∣	0
cially	cially	av-j	cially	cial	0
,	,	,	,	,	0
are	are	vbr	are	be	0
so	so	av	so	so	0
curious	curious	j	curious	curious	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
skil	skil	n1	skill	skill	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Theory	Theory	n1	Theory	theory	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Souldier	Souldier	n1	Soldier	soldier	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
my	my	po11	my	my	0
Booke	Booke	n1	Book	book	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Mai	Mai	zz	Mai	mai	0
∣	∣	sy	∣	∣	0
ster	ster	vvz	ster	star	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
.	.	.	.	.	1
Tis	Tis	pn31|vbz	This	it|be	0
meant	meant	vvn	meant	mean	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Recreation	Recreation	n1	Recreation	recreation	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
you	you	pn22	you	you	0
into	into	p-acp	into	into	0
Discourse	Discourse	n1	Discourse	discourse	0
now	now	av	now	now	0
and	and	cc	and	and	0
then	then	av	then	then	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
mine	mine	po11	mine	my	0
owne	owne	d	own	own	0
private	private	j	private	private	0
respects	respects	n2	respects	respect	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Persons	Persons	n2	Persons	person	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Practise	Practise	n1	practice	practice	0
;	;	;	;	;	0
thats	thats	d|vbz	thats	that|be	0
the	the	dt	the	the	0
purpose	purpose	n1	purpose	purpose	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
And	And	cc	And	and	0
truely	truely	av-j	truly	true	0
very	very	av	very	very	0
fit	fit	vvi	fit	fit	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
body	body	n1	body	body	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
generall	generall	j	general	general	0
name	name	n1	name	name	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
encourage	encourage	vvi	encourage	encourage	0
your	your	po22	your	your	0
Exercise	Exercise	n1	Exercise	exercise	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
acknowledgement	acknowledgement	n1	acknowledgement	acknowledgement	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
your	your	po22	your	your	0
Countrey	Countrey	n1	Country	country	0
is	is	vbz	is	be	0
beholding	beholding	vvg	beholding	behold	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
:	:	:	:	:	0
what	what	r-crq	what	what	0
though	though	cs	though	though	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Countries	Countries	ng1	Countries	country	0
cause	cause	n1	cause	cause	0
as	as	c-acp	as	as	0
yet	yet	av	yet	yet	0
resisted	resisted	vvn	resisted	resist	0
vnto	vnto	p-acp	unto	unto	0
bloud	bloud	n1	blood	blood	0
?	?	?	?	?	0
nor	nor	ccx	nor	nor	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
open	open	j	open	open	0
field	field	n1	field	field	0
done	done	vdn	done	do	0
dutie	dutie	n1	duty	duty	0
against	against	p-acp	against	against	0
a	a	dt	a	a	0
foe	foe	n1	foe	foe	0
?	?	?	?	?	0
what	what	q-crq	what	what	0
though	though	cs	though	though	0
the	the	dt	the	the	0
fayre	fayre	j	fair	fair	0
Armes	Armes	n2	Arms	arm	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
put	put	vvd	put	put	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
be	be	vbb	be	be	0
for	for	p-acp	for	for	0
ornament	ornament	n1	ornament	ornament	0
rather	rather	av-c	rather	rather	0
,	,	,	,	,	0
than	than	cs	than	than	0
for	for	p-acp	for	for	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
fence	fence	n1	fence	fence	0
?	?	?	?	?	0
yet	yet	av	yet	yet	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Military	Military	j	Military	military	0
skill	skill	n1	skill	skill	0
and	and	cc	and	and	0
dex	dex	n1	dex	dex	0
∣	∣	sy	∣	∣	0
terity	terity	n1	terity	terity	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
Orders	Orders	n1	Order	order	0
,	,	,	,	,	0
Motions	Motions	n2	Motions	motion	0
,	,	,	,	,	0
Postures	Postures	n2	Postures	posture	0
,	,	,	,	,	0
and	and	cc	and	and	0
Handling	Handling	vvg	Handling	handle	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
