SYr	SYr	n1	SYr	sir	0
,	,	,	,	,	0
conside	conside	av-an	conside	conside	0
∣	∣	sy	∣	∣	0
rynge	rynge	n1	ring	ring	0
the	the	cs	the	than	0
whole	whole	j-jn	whole	whole	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
it	it	pn31	it	it	0
alto	alto	fw-mi	alto	alto	0
∣	∣	sy	∣	∣	0
gither	gither	av	gither	gither	0
tendeth	tendeth	vvz	tendeth	tend	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
necessitie	necessitie	n1	necessity	necessity	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
profyte	profyte	n1	profit	profit	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
commendati	commendati	n1	commendati	commendati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Coun	Coun	fw-mi	Coun	coun	0
∣	∣	sy	∣	∣	0
trie	trie	vvi	try	try	0
,	,	,	,	,	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ecution	ecution	n1	ecution	ecution	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
dyrection	dyrection	n1	dyrection	direction	0
of	of	pp-f	of	of	0
Counsell	Counsell	n1	Counsel	counsel	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
mayntenance	mayntenance	n1	maintenance	maintenance	0
of	of	pp-f	of	of	0
Hospitalitie	Hospitalitie	n1	Hospitality	hospitality	0
:	:	:	:	:	0
waying	waying	vvg	weighing	weigh	0
also	also	av	also	also	0
the	the	dt	the	the	0
dis	dis	d	dis	this	0
∣	∣	sy	∣	∣	0
position	position	n1	position	position	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
it	it	pn31	it	it	0
rather	rather	av-c	rather	rather	0
inclyneth	inclyneth	vvz	inclyneth	incline	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
commodities	commodities	n2	commodities	commodity	0
,	,	,	,	,	0
that	that	cst	that	that	0
make	make	vvb	make	make	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
encrease	encrease	n1	increase	increase	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
expences	expences	n2	expenses	expense	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
deuyse	deuyse	vvi	devise	devise	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
priuate	priuate	j	private	private	0
profite	profite	n1	profit	profit	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
qualifying	qualifying	j-vvg	qualifying	qualify	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
charges	charges	n2	charges	charge	0
,	,	,	,	,	0
and	and	cc	and	and	0
last	last	ord	last	last	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
,	,	,	,	,	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
bounde	bounde	vvn	bound	bind	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
dutyes	dutyes	n2	duties	duty	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
laden	laden	vvn	laden	lade	0
vnder	vnder	p-acp	under	under	0
the	the	dt	the	the	0
burthen	burthen	n1	burden	burden	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
benefites	benefites	n2	benefits	benefit	0
)	)	)	)	)	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
entertayne	entertayne	vvi	entertain	entertain	0
your	your	po22	your	your	0
curtesie	curtesie	n1	courtesy	courtesy	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
thankfull	thankfull	j	thankful	thankful	0
deuyse	deuyse	vvi	devise	devise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
myght	myght	vmd	might	may	0
neyther	neyther	av-dx	neither	neither	0
interrupt	interrupt	vvi	interrupt	interrupt	0
these	these	d	these	these	0
your	your	po22	your	your	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
payre	payre	n1	pair	pair	0
your	your	po22	your	your	0
estimation	estimation	n1	estimation	estimation	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
yet	yet	av	yet	yet	0
obscure	obscure	j	obscure	obscure	0
the	the	dt	the	the	0
liberall	liberall	j	liberal	liberal	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
mynde	mynde	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	d	that	that	0
none	none	pi	none	none	0
other	other	n-jn	other	other	0
∣	∣	sy	∣	∣	0
wise	wise	n1	wise	wise	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
waye	waye	n1	way	way	0
of	of	pp-f	of	of	0
request	request	n1	request	request	0
,	,	,	,	,	0
desiring	desiring	vvg	desiring	desire	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
companye	companye	n1	company	company	0
these	these	d	these	these	0
your	your	po22	your	your	0
affections	affections	n2	affections	affection	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
profite	profite	n1	profit	profit	0
,	,	,	,	,	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
vvith	vvith	p-acp	with	with	0
a	a	dt	a	a	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
Husbandrie	Husbandrie	n1	Husbandry	husbandry	0
,	,	,	,	,	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
apparance	apparance	n1	appearance	appearance	0
base	base	j	base	base	0
and	and	cc	and	and	0
tedious	tedious	j	tedious	tedious	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
in	in	p-acp	in	in	0
vse	vse	vvi	use	use	0
necessarie	necessarie	j	necessary	necessary	0
and	and	cc	and	and	0
commodious	commodious	j	commodious	commodious	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
effect	effect	n1	effect	effect	0
pleasant	pleasant	j	pleasant	pleasant	0
and	and	cc	and	and	0
profita	profita	fw-la	profita	profita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
)	)	)	)	)	0
(	(	(	(	(	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
saye	saye	vvi	say	say	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
looke	looke	vvi	look	look	0
downe	downe	a-acp	down	down	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
bow	bow	n1	bow	bow	0
∣	∣	sy	∣	∣	0
els	els	av	else	else	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
grounde	grounde	n1	ground	ground	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
about	about	p-acp	about	about	0
your	your	po22	your	your	0
house	house	n1	house	house	0
at	at	p-acp	at	at	0
Beddersden	Beddersden	np1	Beddersden	Beddersden	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
see	see	vvb	see	see	0
you	you	pn22	you	you	0
desire	desire	vvb	desire	desire	0
to	to	pc-acp	to	to	0
garnishe	garnishe	vvi	garnish	garnish	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
costly	costly	j	costly	costly	0
commodities	commodities	n2	commodities	commodity	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
conuenient	conuenient	j	convenient	convenient	0
plot	plot	n1	plot	plot	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
applyed	applyed	vvd	applied	apply	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Hoppe	Hoppe	np1	Hoppe	Hoppe	0
garden	garden	n1	garden	garden	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
furthe	furthe	av	forth	forth	0
∣	∣	sy	∣	∣	0
rance	rance	n1	rance	rance	0
and	and	cc	and	and	0
accomplishing	accomplishing	n-vvg	accomplishing	accomplish	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
I	I	pns11	I	i	0
promyse	promyse	vvb	promise	promise	0
and	and	cc	and	and	0
assure	assure	vvb	assure	assure	0
you	you	pn22	you	you	0
,	,	,	,	,	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
handes	handes	n2	hands	hand	0
,	,	,	,	,	0
the	the	dt	the	the	0
assistance	assistance	n1	assistance	assistance	0
of	of	pp-f	of	of	0
mine	mine	po11	mine	my	0
aduyse	aduyse	n1	advise	advice	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
effect	effect	n1	effect	effect	0
of	of	pp-f	of	of	0
myne	myne	po11	mine	my	0
experience	experience	n1	experience	experience	0
:	:	:	:	:	0
And	And	cc	And	and	0
herein	herein	av	herein	herein	0
I	I	pns11	I	i	0
rather	rather	av-c	rather	rather	0
craue	craue	vvb	crave	crave	0
pardon	pardon	n1	pardon	pardon	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
present	present	j	present	present	0
boldenesse	boldenesse	n1	boldness	boldness	0
,	,	,	,	,	0
than	than	cs	than	than	0
thankes	thankes	n2	thanks	thanks	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
promise	promise	n1	promise	promise	0
past	past	j	past	past	0
,	,	,	,	,	0
or	or	cc	or	or	0
prayse	prayse	vvi	praise	praise	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
paynes	paynes	n2	pains	pain	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
hauing	hauing	vhg	having	have	0
more	more	dc	more	more	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
ingraue	ingraue	vvi	engrave	engrave	0
your	your	po22	your	your	0
benefites	benefites	n2	benefits	benefit	0
in	in	p-acp	in	in	0
stone	stone	n1	stone	stone	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
proclayme	proclayme	vvi	proclaim	proclaim	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Market	Market	n1	Market	market	0
place	place	n1	place	place	0
,	,	,	,	,	0
than	than	cs	than	than	0
to	to	pc-acp	to	to	0
print	print	vvi	print	print	0
them	them	pno32	them	they	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
dust	dust	n1	dust	dust	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
rake	rake	vvi	rake	rake	0
them	them	pno32	them	they	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Hoppe	Hoppe	np1	Hoppe	Hoppe	0
hyll	hyll	n1	hill	hill	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
beeing	beeing	vbg	being	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
prosecute	prosecute	vvi	prosecute	prosecute	0
the	the	dt	the	the	0
affection	affection	n1	affection	affection	0
I	I	pns11	I	i	0
beare	beare	vvb	bear	bear	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vttermost	vttermost	j	uttermost	uttermost	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
power	power	n1	power	power	0
,	,	,	,	,	0
I	I	pns11	I	i	0
set	set	vvb	set	set	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
in	in	p-acp	in	in	0
steade	steade	n1	stead	stead	0
of	of	pp-f	of	of	0
better	better	jc	better	better	0
abilitie	abilitie	n1	ability	ability	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
meete	meete	vvi	meet	meet	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
friendlynesse	friendlynesse	n1	friendlynesse	friendlynesse	0
towardes	towardes	p-acp	towards	towards	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
,	,	,	,	,	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
condicion	condicion	n1	condition	condition	0
and	and	cc	and	and	0
reputation	reputation	n1	reputation	reputation	0
(	(	(	(	(	0
not	not	xx	not	not	0
∣	∣	sy	∣	∣	0
withstanding	withstanding	vvg	withstanding	withstand	0
the	the	dt	the	the	0
indignitie	indignitie	n1	indignity	indignity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
allowe	allowe	vvi	allow	allow	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
motion	motion	n1	motion	motion	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
thereby	thereby	av	thereby	thereby	0
especially	especially	av-j	especially	especial	0
warrant	warrant	vvb	warrant	warrant	0
the	the	dt	the	the	0
good	good	j	good	good	0
opinion	opinion	n1	opinion	opinion	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
generallye	generallye	av-j	generally	general	0
conceyued	conceyued	vvn	conceived	conceive	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
increase	increase	vvb	increase	increase	0
the	the	dt	the	the	0
measure	measure	n1	measure	measure	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
curtesie	curtesie	n1	courtesy	courtesy	0
towardes	towardes	p-acp	towards	towards	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
finally	finally	av-j	finally	final	0
make	make	vvi	make	make	0
many	many	d	many	many	0
other	other	n-jn	other	other	0
beholding	beholding	vvg	beholding	behold	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
