THere	THere	pc-acp	THere	there	0
is	is	vbz	is	be	0
one	one	crd	one	one	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
Vertue	Vertue	n1	Virtue	virtue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
inborn	inborn	j	inborn	inborn	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
No	No	uh-x	No	no	0
∣	∣	sy	∣	∣	0
bility	bility	n1	bility	bility	0
,	,	,	,	,	0
and	and	cc	and	and	0
indeed	indeed	av	indeed	indeed	0
in	in	p-acp	in	in	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ancient	Ancient	j	Ancient	ancient	0
Families	Families	n2	Families	family	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Nation	Nation	n1	Nation	nation	0
;	;	;	;	;	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
insult	insult	vvi	insult	insult	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Misfor	Misfor	n1	Misfor	misfor	0
∣	∣	sy	∣	∣	0
tunes	tunes	n2	tunes	tune	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Countrymen	Countrymen	n2	Countrymen	countryman	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
tell	tell	vvi	tell	tell	0
it	it	pn31	it	it	0
you	you	pn22	you	you	0
without	without	p-acp	without	without	0
Flattery	Flattery	n1	Flattery	flattery	0
,	,	,	,	,	0
have	have	vhb	have	have	0
grafted	grafted	vvn	grafted	graft	0
on	on	p-acp	on	on	0
this	this	d	this	this	0
natural	natural	j	natural	natural	0
Commis	Commis	n2	Commis	commi	0
∣	∣	sy	∣	∣	0
seration	seration	n1	seration	seration	0
,	,	,	,	,	0
and	and	cc	and	and	0
rais'd	rais'd	vvd	raised	raise	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Nobler	Nobler	jc	Nobler	noble	0
Vertue	Vertue	n1	Virtue	virtue	0
:	:	:	:	:	0
As	As	c-acp	As	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
me	me	pno11	me	i	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
a	a	dt	a	a	0
long	long	j	long	long	0
time	time	n1	time	time	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
some	some	d	some	some	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Esteem	Esteem	n1	Esteem	esteem	0
and	and	cc	and	and	0
your	your	po22	your	your	0
good	good	j	good	good	0
Will	Will	n1	Will	will	0
;	;	;	;	;	0
so	so	av	so	so	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
,	,	,	,	,	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
late	late	j	late	late	0
Revolution	Revolution	n1	Revolution	revolution	0
,	,	,	,	,	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
increas'd	increas'd	vvd	increased	increase	0
the	the	dt	the	the	0
Proofs	Proofs	n2	Proofs	proof	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
kindness	kindness	n1	kindness	kindness	0
to	to	p-acp	to	to	0
me	me	pno11	me	i	0
;	;	;	;	;	0
and	and	cc	and	and	0
not	not	xx	not	not	0
suffer'd	suffer'd	vvn	suffered	suffer	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
of	of	pp-f	of	of	0
Opini	Opini	np1	Opini	Opini	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
produce	produce	vvb	produce	produce	0
such	such	d	such	such	0
Hatred	Hatred	n1	Hatred	hatred	0
and	and	cc	and	and	0
Enmity	Enmity	n1	Enmity	enmity	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
brutal	brutal	j	brutal	brutal	0
Part	Part	n1	Part	part	0
of	of	pp-f	of	of	0
Human	Human	j	Human	human	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
remove	remove	vvi	remove	remove	0
you	you	pn22	you	you	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
settled	settled	j-vvn	settled	settle	0
Basis	Basis	n1	Basis	basis	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
good	good	j	good	good	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
good	good	j	good	good	0
Sence	Sence	n1	Sense	sense	0
.	.	.	.	.	1
This	This	d	This	this	0
Nobleness	Nobleness	n1	Nobleness	nobleness	0
of	of	pp-f	of	of	0
yours	yours	png22	yours	you	0
,	,	,	,	,	0
had	had	vhd	had	have	0
it	it	pn31	it	it	0
been	been	vbn	been	be	0
exercis'd	exercis'd	vvn	exercised	exercise	0
on	on	p-acp	on	on	0
an	an	dt	and	a	0
Enemy	Enemy	n1	Enemy	enemy	0
,	,	,	,	,	0
had	had	vhd	had	have	0
certainly	certainly	av-j	certainly	certain	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
Point	Point	n1	Point	point	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
such	such	d	such	such	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
justly	justly	av-j	justly	just	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
commended	commended	vvn	commended	commend	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
World	World	n1	World	world	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
constancy	constancy	n1	constancy	constancy	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
former	former	j	former	former	0
Choice	Choice	n1	Choice	choice	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
pursuance	pursuance	n1	pursuance	pursuance	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
first	first	ord	first	first	0
Favours	Favours	n2	Favours	favour	0
,	,	,	,	,	0
are	are	vbr	are	be	0
Vertues	Vertues	n2	Virtues	virtue	0
not	not	xx	not	not	0
overcommon	overcommon	j	overcommon	overcommon	0
amongst	amongst	p-acp	among	among	0
English	English	jp	English	english	0
Men	Men	n2	Men	man	0
.	.	.	.	.	1
All	All	av-d	All	all	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
have	have	vhb	have	have	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
best	best	js	best	best	0
,	,	,	,	,	0
somewhat	somewhat	av	somewhat	somewhat	0
of	of	pp-f	of	of	0
Ostentation	Ostentation	n1	Ostentation	ostentation	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
Self-love	Self-love	n1	Selflove	self-love	0
;	;	;	;	;	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Pride	Pride	n1	Pride	pride	0
of	of	pp-f	of	of	0
doing	doing	vdg	doing	do	0
more	more	n1	more	moor	0
than	than	cs	than	than	0
is	is	vbz	is	be	0
expect	expect	vvb	expect	expect	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
than	than	cs	than	than	0
others	others	n2-jn	others	other	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
done	done	vdn	done	do	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
to	to	pc-acp	to	to	0
proceed	proceed	vvi	proceed	proceed	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
Tract	Tract	n1	Tract	tract	0
of	of	pp-f	of	of	0
Goodness	Goodness	n1	Goodness	goodness	0
,	,	,	,	,	0
Favour	Favour	n1	Favour	favour	0
,	,	,	,	,	0
and	and	cc	and	and	0
Protection	Protection	n1	Protection	protection	0
,	,	,	,	,	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
that	that	cst	that	that	0
a	a	dt	a	a	0
Man	Man	n1	Man	man	0
is	is	vbz	is	be	0
acted	acted	vvn	acted	act	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
thorough	thorough	j	thorough	thorough	0
Principle	Principle	n1	Principle	principle	0
:	:	:	:	:	0
It	It	pn31	It	it	0
carries	carries	vvz	carries	carry	0
somewhat	somewhat	av	somewhat	somewhat	0
of	of	pp-f	of	of	0
Tenderness	Tenderness	n1	Tenderness	tenderness	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Humanity	Humanity	n1	Humanity	humanity	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Heroical	Heroical	j	Heroical	heroical	0
Degree	Degree	n1	Degree	degree	0
;	;	;	;	;	0
'tis	'tis	pn31|vbz	it's	it|be	0
a	a	dt	a	a	0
kind	kind	n1	kind	kind	0
of	of	pp-f	of	of	0
unmoveable	unmoveable	j	unmoveable	unmoveable	0
good	good	j	good	good	0
Nature	Nature	n1	Nature	nature	0
;	;	;	;	;	0
a	a	dt	a	a	0
word	word	n1	word	word	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
commonly	commonly	av-j	commonly	common	0
Despis'd	Despis'd	j-vvn	Despised	despise	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
seldom	seldom	av	seldom	seldom	0
Practis'd	Practis'd	vvn	Practised	practise	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
after	after	p-acp	after	after	0
all	all	d	all	all	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
gene	gene	zz	gene	gene	0
∣	∣	sy	∣	∣	0
rous	rous	fw-la	rous	rous	0
Vertue	Vertue	n1	Virtue	virtue	0
,	,	,	,	,	0
oppos'd	oppos'd	vvn	opposed	oppose	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
degenerate	degenerate	j	degenerate	degenerate	0
Vice	Vice	n1	Vice	vice	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
Ruggedness	Ruggedness	n1	Ruggedness	ruggedness	0
and	and	cc	and	and	0
Harshness	Harshness	n1	Harshness	harshness	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Fellow	Fellow	n1	Fellow	fellow	0
Crea	Crea	vvb	Crea	crea	0
∣	∣	sy	∣	∣	0
tures	tures	n1	tures	tures	0
.	.	.	.	.	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
chosen	chosen	vvn	chosen	choose	0
you	you	pn22	you	you	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
permission	permission	n1	permission	permission	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Poem	Poem	n1	Poem	poem	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
since	since	c-acp	since	since	0
this	this	d	this	this	0
wonderful	wonderful	j	wondered	wonderful	0
Revolution	Revolution	n1	Revolution	revolution	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
begun	begun	vvn	begun	begin	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
best	best	js	best	best	0
Pattern	Pattern	n1	Pattern	pattern	0
of	of	pp-f	of	of	0
Humanity	Humanity	n1	Humanity	humanity	0
,	,	,	,	,	0
the	the	dt	the	the	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Leicester	Leicester	np1	Leicester	Leicester	0
;	;	;	;	;	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
continue	continue	vvi	continue	continue	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
same	same	d	same	same	0
Method	Method	n1	Method	method	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
Address	Address	vvi	Address	address	0
;	;	;	;	;	0
and	and	cc	and	and	0
endeavour	endeavour	vvb	endeavour	endeavour	0
to	to	pc-acp	to	to	0
pitch	pitch	vvi	pitch	pitch	0
on	on	p-acp	on	on	0
such	such	d	such	such	0
only	only	j	only	only	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	pc-acp	to	to	0
own	own	vvi	own	own	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Ruin	Ruin	n1	Ruin	ruin	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
small	small	j	small	small	0
Fortune	Fortune	n1	Fortune	fortune	0
;	;	;	;	;	0
who	who	r-crq	who	who	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
contrary	contrary	j-jn	contrary	contrary	0
Opinion	Opinion	n1	Opinion	opinion	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
blame	blame	vvb	blame	blame	0
not	not	xx	not	not	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
adhe	adhe	j	adhe	adhe	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
lost	lost	j-vvn	lost	lose	0
Cause	Cause	n1	Cause	cause	0
;	;	;	;	;	0
and	and	cc	and	and	0
judging	judging	vvg	judging	judge	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
chuse	chuse	vvi	choose	choose	0
but	but	cc-acp	but	but	0
judge	judge	vvb	judge	judge	0
;	;	;	;	;	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
patient	patient	j	patient	patient	0
Sufferer	Sufferer	n1	Sufferer	sufferer	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
sturber	sturber	n1	sturber	sturber	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
severe	severe	j	severe	severe	0
Penance	Penance	n1	Penance	penance	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
great	great	j	great	great	0
Wit	Wit	n1	Wit	wit	0
has	has	vhz	has	have	0
told	told	vvn	told	tell	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
at	at	p-acp	at	at	0
least	least	cs	lest	lest	0
enjoyn'd	enjoyn'd	vvn	enjoined	enjoin	0
me	me	pno11	me	i	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
self	self	n1	self	self	0
:	:	:	:	:	0
And	And	cc	And	and	0
Sancho	Sancho	np1	Sancho	Sancho	0
Panca	Panca	np1	Panca	Panca	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
a	a	dt	a	a	0
Fool	Fool	n1	Fool	fool	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
,	,	,	,	,	0
was	was	vbds	was	be	0
ob	ob	fw-la	ob	ob	0
∣	∣	sy	∣	∣	0
serv'd	serv'd	vvn	served	serve	0
to	to	p-acp	to	to	0
discipline	discipline	n1	discipline	discipline	0
his	his	po31	his	his	0
Body	Body	n1	Body	body	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
farther	farther	av-jc	farther	far	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
found	found	vvd	found	find	0
he	he	pns31	he	he	0
could	could	vmd	could	can	0
endure	endure	vvi	endure	endure	0
the	the	dt	the	the	0
smart	smart	n1	smart	smart	0
.	.	.	.	.	1
You	You	pn22	You	you	0
see	see	vvb	see	see	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
entertaining	entertaining	vvg	entertaining	entertain	0
you	you	pn22	you	you	0
,	,	,	,	,	0
like	like	j	like	like	0
Ovid	Ovid	np1	Ovid	Ovid	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
mentable	mentable	j	mentable	mentable	0
Epistle	Epistle	n1	Epistle	epistle	0
from	from	p-acp	from	from	0
Pontus	Pontus	np1	Pontus	Pontus	0
;	;	;	;	;	0
I	I	pns11	I	i	0
suffer	suffer	vvb	suffer	suffer	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
than	than	cs	than	than	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
ea	ea	fw-la	ea	ea	0
∣	∣	sy	∣	∣	0
sily	sily	av-j	sily	sy	0
undergo	undergo	vvb	undergo	undergo	0
;	;	;	;	;	0
and	and	cc	and	and	0
so	so	av	so	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
enjoy	enjoy	vvb	enjoy	enjoy	0
my	my	po11	my	my	0
Liberty	Liberty	n1	Liberty	liberty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Birth-right	Birth-right	n1	Birthright	birthright	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
English	English	jp	English	english	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
shall	shall	vmb	shall	shall	0
never	never	av-x	never	never	0
go	go	vvi	go	go	0
near	near	av-j	near	near	0
my	my	po11	my	my	0
Heart	Heart	n1	Heart	heart	0
.	.	.	.	.	1
The	The	dt	The	the	0
Merry	Merry	j	Merry	merry	0
