IN	IN	p-acp	IN	in	0
a	a	dt	a	a	0
certain	certain	j	certain	certain	0
litle	litle	j	little	little	0
boke	boke	n1	book	book	0
whiche	whiche	r-crq	which	which	0
I	I	pns11	I	i	0
set	set	vvd	set	set	0
furth	furth	av	forth	forth	0
.iiii.	.iiii.	crd	iiii	four	0
yeres	yeres	n2	years	year	0
ago	ago	av	ago	ago	0
and	and	cc	and	and	0
somthynge	somthynge	vvg	somthynge	somthynge	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
dedicated	dedicated	vvn	dedicated	dedicate	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
Kynges	Kynges	n2	Kings	king	0
Grace	Grace	vvb	Grace	grace	0
that	that	cst	that	that	0
nowe	nowe	av	now	now	0
is	is	vbz	is	be	0
I	I	pns11	I	i	0
promised	promised	vvd	promised	promise	0
that	that	cst	that	that	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
perceyued	perceyued	vvd	perceived	perceive	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
woulde	woulde	vmd	would	will	0
take	take	vvi	take	take	0
in	in	p-acp	in	in	0
good	good	j	good	good	0
worth	worth	n1	worth	worth	0
that	that	cst	that	that	0
litle	litle	j	little	little	0
trea	trea	n1	trea	trea	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
furth	furth	av	forth	forth	0
an	an	dt	and	a	0
herbal	herbal	j	herbal	herbal	0
&	&	cc	&	and	0
an	an	dt	and	a	0
other	other	j-jn	other	other	0
boke	boke	n1	book	book	0
also	also	av	also	also	0
of	of	pp-f	of	of	0
fishes	fishes	n2	fish	fish	0
.	.	.	.	.	1
Partly	Partly	av	Partly	partly	0
to	to	pc-acp	to	to	0
fulfyl	fulfyl	vvi	fulfil	fulfil	0
this	this	d	this	this	0
my	my	po11	my	my	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
mise	mise	n2	mice	mouse	0
streight	streight	av-j	straight	straight	0
way	way	n1	way	way	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
labour	labour	vvi	labour	labour	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
vp	vp	a-acp	up	up	0
a	a	dt	a	a	0
latin	latin	jp	latin	latin	0
herbal	herbal	j	herbal	herbal	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
thynge	thynge	n1	thing	thing	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
finished	finished	vvn	finished	finish	0
.ii.	.ii.	crd	ii	ii	0
yeres	yeres	n2	years	year	0
ago	ago	av	ago	ago	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
intēded	intēded	vvd	intended	intend	0
this	this	d	this	this	0
yere	yere	n1	year	year	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
set	set	vvn	set	set	0
it	it	pn31	it	it	0
furth	furth	av	forth	forth	0
,	,	,	,	,	0
&	&	cc	&	and	0
axed	axed	vvd	axed	axe	0
the	the	dt	the	the	0
aduise	aduise	n1	advise	advice	0
of	of	pp-f	of	of	0
Phisicianes	Phisicianes	np1	Phisicianes	Phisicianes	0
in	in	p-acp	in	in	0
thys	thys	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
their	their	po32	their	their	0
aduise	aduise	n1	advise	advice	0
was	was	vbds	was	be	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
shoulde	shoulde	vmd	should	shall	0
cease	cease	vvi	cease	cease	0
from	from	p-acp	from	from	0
settynge	settynge	vvg	setting	set	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
boke	boke	n1	book	book	0
in	in	p-acp	in	in	0
latin	latin	jp	latin	latin	0
tyll	tyll	p-acp	till	till	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
sene	sene	vvn	seen	see	0
those	those	d	those	those	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
Englande	Englande	np1	Englande	England	0
,	,	,	,	,	0
wherein	wherein	q-crq	wherein	wherein	0
is	is	vbz	is	be	0
moste	moste	av-ds	most	most	0
plentie	plentie	n1	plenty	plenty	0
of	of	pp-f	of	of	0
herbes	herbes	n2	herbs	herb	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
herbal	herbal	j	herbal	herbal	0
declare	declare	vvi	declare	declare	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
honoure	honoure	n1	honour	honour	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
countre	countre	n1	country	country	0
what	what	r-crq	what	what	0
numbre	numbre	j-vvn	numbered	number	0
of	of	pp-f	of	of	0
souereine	souereine	j-jn	sovereign	sovereign	0
&	&	cc	&	and	0
strang	strang	j	strange	strange	0
herbes	herbes	n2	herbs	herb	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
Englande	Englande	np1	Englande	England	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
other	other	j-jn	other	other	0
nations	nations	n2	nations	nation	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
counsell	counsell	n1	counsel	counsel	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
folo	folo	fw-la	folo	folo	0
∣	∣	sy	∣	∣	0
wed	wed	vvb	wed	wed	0
deferryng	deferryng	vvg	deferring	defer	0
to	to	p-acp	to	to	0
setout	setout	j	setout	setout	0
my	my	po11	my	my	0
herbal	herbal	j	herbal	herbal	0
in	in	p-acp	in	in	0
latin	latin	jp	latin	latin	0
,	,	,	,	,	0
tyl	tyl	c-acp	till	till	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
sene	sene	vvn	seen	see	0
the	the	dt	the	the	0
west	west	n1	west	west	0
coūtrey	coūtrey	n1	country	country	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
neuer	neuer	av-x	never	never	0
sawe	sawe	vvd	saw	see	0
yet	yet	av	yet	yet	0
in	in	p-acp	in	in	0
al	al	d	all	all	0
my	my	po11	my	my	0
lyfe	lyfe	n1	life	life	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
coun	coun	fw-mi	coun	coun	0
∣	∣	sy	∣	∣	0
trey	trey	n1	trey	trey	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
England	England	np1	England	England	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
heare	heare	vvb	hear	hear	0
say	say	vvb	say	say	0
is	is	vbz	is	be	0
moste	moste	av-ds	most	most	0
richely	richely	av-j	richly	rich	0
replenished	replenished	vvn	replenished	replenish	0
wyth	wyth	p-acp	with	with	0
al	al	d	all	all	0
kindes	kindes	n2	kinds	kind	0
of	of	pp-f	of	of	0
straunge	straunge	j	strange	strange	0
and	and	cc	and	and	0
wōderfull	wōderfull	j	wonderful	wonderful	0
workes	workes	n2	works	work	0
&	&	cc	&	and	0
giftes	giftes	n2	gifts	gift	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
