Dread	Dread	j	Dread	dread	0
Soveraign	Soveraign	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Humbly	Humbly	av-j	Humbly	humble	0
beseech	beseech	vvb	beseech	beseech	0
Your	Your	po22	Your	your	0
Gracious	Gracious	j	Gracious	gracious	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
pardon	pardon	vvi	pardon	pardon	0
my	my	po11	my	my	0
boldness	boldness	n1	boldness	boldness	0
in	in	p-acp	in	in	0
presuming	presuming	vvg	presuming	presume	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
understanding	understanding	vvg	understanding	understand	0
that	that	cst	that	that	0
Your	Your	po22	Your	your	0
Clemency	Clemency	n1	Clemency	clemency	0
is	is	vbz	is	be	0
very	very	av	very	very	0
great	great	j	great	great	0
;	;	;	;	;	0
and	and	cc	and	and	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
knowing	knowing	vvg	knowing	know	0
that	that	cst	that	that	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
here	here	av	here	here	0
humbly	humbly	av-j	humbly	humble	0
present	present	j	present	present	0
unto	unto	p-acp	unto	unto	0
You	You	pn22	You	you	0
is	is	vbz	is	be	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
been	been	vbn	been	be	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
former	former	j	former	former	0
Ages	Ages	n2	Ages	age	0
,	,	,	,	,	0
here	here	av	here	here	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Nation	Nation	n1	Nation	nation	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
to	to	p-acp	to	to	0
Foreign	Foreign	j	Foreign	foreign	0
Nations	Nations	n2	Nations	nation	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
yet	yet	av	yet	yet	0
known	known	vvn	known	know	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
day	day	n1	day	day	0
:	:	:	:	:	0
That	That	cst	That	that	0
hath	hath	vhz	hath	have	0
Imboldened	Imboldened	vvn	Emboldened	embolden	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
presume	presume	vvi	presume	presume	0
humbly	humbly	av-j	humbly	humble	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
as	as	p-acp	as	as	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
was	was	vbds	was	be	0
pleased	pleased	vvn	pleased	please	0
that	that	cst	that	that	0
the	the	dt	the	the	0
beginning	beginning	n-vvg	beginning	begin	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
so	so	av	so	so	0
now	now	av	now	now	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
pleased	pleased	vvn	pleased	please	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Conclusion	Conclusion	n1	Conclusion	conclusion	0
and	and	cc	and	and	0
chiefest	chiefest	js-jn	chiefest	chief	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
Longitude	Longitude	n1	Longitude	longitude	0
)	)	)	)	)	0
is	is	vbz	is	be	0
made	made	vvn	made	make	0
known	known	vvn	known	know	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Reign	Reign	vvi	Reign	reign	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
Kingdoms	Kingdoms	n2	Kingdoms	kingdom	0
:	:	:	:	:	0
And	And	cc	And	and	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
given	given	vvn	given	give	0
Command	Command	n1	Command	command	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Publishing	Publishing	vvg	Publishing	publish	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
own	own	d	own	own	0
Subjects	Subjects	n2-jn	Subject's	subject	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
Nations	Nations	n2	Nations	nation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
acknowledged	acknowledged	vvn	acknowledged	acknowledge	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
present	present	j	present	present	0
Generation	Generation	n1	Generation	generation	0
,	,	,	,	,	0
and	and	cc	and	and	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
corded	corded	vvn	corded	cord	0
to	to	p-acp	to	to	0
after	after	p-acp	after	after	0
Generations	Generations	n2	Generations	generation	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Rectifier	Rectifier	n1	Rectifier	rectifier	0
and	and	cc	and	and	0
Setler	Setler	np1	Setler	Setler	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Geogra	Geogra	np1	Geogra	Geogra	0
∣	∣	sy	∣	∣	0
phy	phy	uh	phy	phy	0
,	,	,	,	,	0
and	and	cc	and	and	0
Hydrography	Hydrography	n1	Hydrography	hydrography	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
World	World	n1	World	world	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
Almighty	Almighty	j-jn	Almighty	almighty	0
bless	bless	vvb	bless	bless	0
and	and	cc	and	and	0
prosper	prosper	vvb	prosper	prosper	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
long	long	j	long	long	0
and	and	cc	and	and	0
prosperous	prosperous	j	prosperous	prosperous	0
Reign	Reign	vvi	Reign	reign	0
here	here	av	here	here	0
,	,	,	,	,	0
and	and	cc	and	and	0
an	an	dt	and	a	0
everlasting	everlasting	j	everlasting	everlasting	0
Reign	Reign	vvi	Reign	reign	0
in	in	p-acp	in	in	0
Glory	Glory	n1	Glory	glory	0
hereafter	hereafter	av	hereafter	hereafter	0
.	.	.	.	.	1
