THese	THese	d	THese	these	0
are	are	vbr	are	be	0
times	times	n2	times	time	0
of	of	pp-f	of	of	0
Action	Action	n1	Actium	action	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
Consulation	Consulation	n1	Consultation	consultation	0
;	;	;	;	;	0
and	and	cc	and	and	0
this	this	d	this	this	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
your	your	po22	your	your	0
happinesse	happinesse	n1	happiness	happiness	0
,	,	,	,	,	0
that	that	cst	that	that	0
while	while	cs	while	while	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
consulting	consulting	vvg	consulting	consult	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
settle	settle	vvi	settle	settle	0
and	and	cc	and	and	0
assure	assure	vvb	assure	assure	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
earthly	earthly	j	earthly	earthly	0
felicity	felicity	n1	felicity	felicity	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
called	called	vvn	called	call	0
sure	sure	j	sure	sure	0
)	)	)	)	)	0
peace	peace	n1	peace	peace	0
and	and	cc	and	and	0
Government	Government	n1	Government	government	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
prospered	prospered	vvn	prospered	prosper	0
those	those	d	those	those	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
very	very	j	very	very	0
signall	signall	n1	signal	signal	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
acting	acting	vvg	acting	act	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
war	war	n1	war	war	0
abroad	abroad	av	abroad	abroad	0
.	.	.	.	.	1
And	And	cc	And	and	0
though	though	cs	though	though	0
successe	successe	n1	success	success	0
be	be	vbb	be	be	0
no	no	xx	not	not	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
fallible	fallible	j	fallible	fallible	0
argument	argument	n1	argument	argument	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
good	good	j	good	good	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
a	a	dt	a	a	0
good	good	j	good	good	0
cause	cause	n1	cause	cause	0
receives	receives	vvz	receives	receive	0
a	a	dt	a	a	0
very	very	j	very	very	0
comfortable	comfortable	j	comfortable	comfortable	0
encouragement	encouragement	n1	encouragement	encouragement	0
by	by	p-acp	by	by	0
successe	successe	n1	success	success	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
neglect	neglect	n1	neglect	neglect	0
to	to	pc-acp	to	to	0
goe	goe	vvi	go	go	0
on	on	a-acp	on	on	0
in	in	p-acp	in	in	0
doing	doing	vdg	doing	do	0
good	good	j	good	good	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
excusable	excusable	j	excusable	excusable	0
,	,	,	,	,	0
even	even	av	even	even	0
while	while	cs	while	while	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
that	that	cst	that	that	0
the	the	dt	the	the	0
good	good	j	good	good	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
doing	doing	vdg	doing	do	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
goe	goe	vvi	go	go	0
on	on	p-acp	on	on	0
;	;	;	;	;	0
So	So	av	So	so	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
our	our	po12	our	our	0
neglect	neglect	n1	neglect	neglect	0
is	is	vbz	is	be	0
altogether	altogether	av	altogether	altogether	0
inexcusable	inexcusable	j	inexcusable	inexcusable	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
God	God	np1	God	God	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
still	still	av	still	still	0
or	or	cc	or	or	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Scripture	Scripture	n1	Scripture	scripture	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	av	times	time	0
saith	saith	vvz	says	say	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
sleep	sleep	n1	sleep	sleep	0
,	,	,	,	,	0
'tis	'tis	pn31|vbz	it's	it|be	0
our	our	po12	our	our	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
wake	wake	n1	wake	wake	0
and	and	cc	and	and	0
work	work	n1	work	work	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pears	pears	n2	pears	pear	0
eminently	eminently	av-j	eminently	eminent	0
awake	awake	j	awake	awake	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
work	work	n1	work	work	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
?	?	?	?	?	1
'Tis	'Tis	pn31|vbz	It's	it|be	0
not	not	xx	not	not	0
good	good	j	good	good	0
to	to	pc-acp	to	to	0
out-run	out-run	vvi	outrun	outrun	0
providence	providence	n1	providence	providence	0
,	,	,	,	,	0
and	and	cc	and	and	0
'tis	'tis	pn31|vbz	it's	it|be	0
as	as	c-acp	as	as	0
bad	bad	j	bad	bad	0
to	to	p-acp	to	to	0
loyter	loyter	vvb	loiter	loiter	0
and	and	cc	and	and	0
lagge	lagge	vvi	lag	lag	0
behind	behind	p-acp	behind	behind	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
Arme	Arme	n1	Arm	arm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Prophet	Prophet	n1	Prophet	prophet	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
prayd	prayd	vvd	prayed	pray	0
hard	hard	av-j	hard	hard	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
,	,	,	,	,	0
Isa	Isa	np1	Isa	Isa	0
:	:	:	:	:	0
51.	51.	crd	51.	51.	0
9.	9.	crd	9.	9	1
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
lately	lately	av-j	lately	late	0
awakened	awakened	vvn	awakened	awaken	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
(	(	(	(	(	0
The	The	dt	The	the	0
occasion	occasion	n1	occasion	occasion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
wit	wit	n1	wit	wit	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
)	)	)	)	)	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
awakened	awakened	vvn	awakened	awaken	0
and	and	cc	and	and	0
put	put	vvn	put	put	0
on	on	p-acp	on	on	0
strength	strength	n1	strength	strength	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ancient	ancient	j	ancient	ancient	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
generations	generations	n2	generations	generation	0
of	of	pp-f	of	of	0
old	old	j	old	old	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
cut	cut	vvn	cut	cut	0
Rahab	Rahab	np1	Rahab	Rahab	0
and	and	cc	and	and	0
wonded	wonded	vvn	wonded	wound	0
the	the	dt	the	the	0
Dragon	Dragon	n1	Dragon	dragon	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
;	;	;	;	;	0
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
broken	broken	vvn	broken	break	0
(	(	(	(	(	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
)	)	)	)	)	0
the	the	dt	the	the	0
heads	heads	n2	heads	head	0
of	of	pp-f	of	of	0
Leviathan	Leviathan	np1	Leviathan	Leviathan	0
in	in	p-acp	in	in	0
peices	peices	n2	pieces	piece	0
,	,	,	,	,	0
and	and	cc	and	and	0
given	given	vvn	given	give	0
him	him	pno31	him	he	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
meat	meat	n1	meat	meat	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
people	people	n1	people	people	0
inhabiting	inhabiting	vvg	inhabiting	inhabit	0
the	the	dt	the	the	0
wildernesse	wildernesse	n1	wilderness	wilderness	0
(	(	(	(	(	0
Psal.	Psal.	np1	Psal.	Psal.	1
74.	74.	crd	74.	74.	0
14.	14.	crd	14.	14.	0
)	)	)	)	)	1
And	And	cc	And	and	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
all	all	d	all	all	0
this	this	d	this	this	0
bottome	bottome	n1	bottom	bottom	0
enough	enough	av-d	enough	enough	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
