THe	THe	dt	THe	the	0
intent	intent	n1	intent	intent	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
tell	tell	vvi	tell	tell	0
the	the	dt	the	the	0
World	World	n1	World	world	0
how	how	c-crq	how	how	0
hopefull	hopefull	j	hopeful	hopeful	0
and	and	cc	and	and	0
towardly	towardly	j	towardly	towardly	0
a	a	dt	a	a	0
Child	Child	n1	Child	child	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
partly	partly	av	partly	partly	0
for	for	c-acp	for	for	0
mine	mine	png11	mine	i	0
own	own	d	own	own	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
my	my	po11	my	my	0
sense	sense	n1	sense	sense	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
many	many	d	many	many	0
kindnesses	kindnesses	n2	kindnesses	kindness	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Parents	Parents	n2	Parents	parent	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
see	see	vvi	see	see	0
any	any	d	any	any	0
possibility	possibility	n1	possibility	possibility	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
ever	ever	av	ever	ever	0
require	require	vvi	require	require	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
acknowledg	acknowledg	vvi	acknowledge	acknowledge	0
.	.	.	.	.	1
Low	Low	j	Low	low	0
Parents	Parents	n2	Parents	parent	0
do	do	vdb	do	do	0
accept	accept	vvi	accept	accept	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
hand	hand	n1	hand	hand	0
a	a	dt	a	a	0
small	small	j	small	small	0
kindness	kindness	n1	kindness	kindness	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
shewed	shewed	vvn	showed	show	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Children	Children	n2	Children	child	0
:	:	:	:	:	0
Even	Even	av	Even	even	0
God	God	np1	God	God	0
himself	himself	px31	himself	himself	0
our	our	po12	our	our	0
Heavenly	Heavenly	j	Heavenly	heavenly	0
Father	Father	n1	Father	father	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
our	our	po12	our	our	0
good	good	j	good	good	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
extends	extends	vvz	extends	extend	0
not	not	xx	not	not	0
to	to	p-acp	to	to	0
him	him	pno31	him	he	0
,	,	,	,	,	0
accepts	accepts	vvz	accepts	accept	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
we	we	pns12	we	we	0
do	do	vdb	do	do	0
to	to	p-acp	to	to	0
