Much	Much	av-d	Much	much	0
Honoured	Honoured	vvn	Honoured	honour	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
THough	THough	cs	THough	though	0
the	the	dt	the	the	0
great	great	j	great	great	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
spect	spect	vvn	specked	speck	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
vouchsafeme	vouchsafeme	vvi	vouchsafeme	vouchsafeme	0
,	,	,	,	,	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
engagement	engagement	n1	engagement	engagement	0
suf	suf	j-jn	suf	suf	0
∣	∣	sy	∣	∣	0
ficient	ficient	j	ficient	ficient	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Scholastical	Scholastical	j	Scholastical	scholastical	0
grati	grati	fw-la	grati	grati	0
∣	∣	sy	∣	∣	0
tude	tude	n1	tude	tude	0
;	;	;	;	;	0
Yet	Yet	av	Yet	yet	0
the	the	dt	the	the	0
suitableness	suitableness	n1	suitableness	suitableness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
added	added	vvd	added	add	0
much	much	av-d	much	much	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
incli	incli	j	incli	incli	0
∣	∣	sy	∣	∣	0
nation	nation	n1	nation	nation	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
way	way	n1	way	way	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
the	the	dt	the	the	0
world	world	n1	world	world	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
grateful	grateful	j	grateful	grateful	0
honourers	honourers	n2	honourers	honourer	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
Godliness	Godliness	n1	Godliness	godliness	0
.	.	.	.	.	1
The	The	dt	The	the	0
Book	Book	n1	Book	book	0
I	I	pns11	I	i	0
present	present	vvb	present	present	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
Polemical	Polemical	j	Polemical	polemical	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
the	the	dt	the	the	0
in	in	n1	in	inn	0
∣	∣	sy	∣	∣	0
tention	tention	n1	tention	tention	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
contention	contention	n1	contention	contention	0
is	is	vbz	is	be	0
Ireni	Ireni	np1	Ireni	Ireni	0
∣	∣	sy	∣	∣	0
cal	cal	vvb	call	call	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Polemical	Polemical	j	Polemical	polemical	0
,	,	,	,	,	0
your	your	po22	your	your	0
learn	learn	vvi	learn	learn	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
renders	renders	vvz	renders	render	0
you	you	pn22	you	you	0
able	able	j	able	able	0
to	to	p-acp	to	to	0
judg	judg	n1	judge	judge	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
Irenical	Irenical	j	Irenical	irenical	0
,	,	,	,	,	0
your	your	po22	your	your	0
piety	piety	n1	piety	piety	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
bears	bears	vvz	bears	bear	0
the	the	dt	the	the	0
old	old	j	old	old	0
stamp	stamp	n1	stamp	stamp	0
)	)	)	)	)	0
will	will	vmb	will	will	0
incline	incline	vvi	incline	incline	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
imbrace	imbrace	vvi	embrace	embrace	0
it	it	pn31	it	it	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
you	you	pn22	you	you	0
throughly	throughly	av-j	thoroughly	thorough	0
,	,	,	,	,	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
testimony	testimony	n1	testimony	testimony	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
lover	lover	n1	lover	lover	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
commanded	commanded	vvd	commanded	command	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
not	not	xx	not	not	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
popular	popular	j	popular	popular	0
,	,	,	,	,	0
and	and	cc	and	and	0
pleasing	pleasing	vvg	pleasing	please	0
to	to	p-acp	to	to	0
men	men	n2	men	man	0
;	;	;	;	;	0
And	And	cc	And	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
perswader	perswader	n1	persuader	persuader	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
private	private	j	private	private	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
publique	publique	j	public	public	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
terest	terest	n1	terest	terest	0
