Right	Right	av-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
With	With	p-acp	With	with	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
:	:	:	:	:	0
I	I	pns11	I	i	0
Hope	Hope	vvb	Hope	hope	0
this	this	d	this	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Year	Year	n1	Year	year	0
of	of	pp-f	of	of	0
Jubilee	Jubilee	n1	Jubilee	jubilee	0
,	,	,	,	,	0
or	or	cc	or	or	0
Joy	Joy	n1	Joy	joy	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
Gods	Gods	ng1	Gods	god	0
peopl	peopl	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
helps	helps	n2	helps	help	0
and	and	cc	and	and	0
assistance	assistance	n1	assistance	assistance	0
,	,	,	,	,	0
concurring	concurring	vvg	concurring	concur	0
toge	toge	n1	toga	toge	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
,	,	,	,	,	0
such	such	d	such	such	0
a	a	dt	a	a	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Reformation	Reformation	n1	Reformation	reformation	0
will	will	vmb	will	will	0
bee	bee	vbi	be	be	0
set	set	vvn	set	set	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
,	,	,	,	,	0
and	and	cc	and	and	0
caried	caried	vvd	carried	carry	0
on	on	a-acp	on	on	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
for	for	c-acp	for	for	0
their	their	po32	their	their	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
bodies	bodies	n2	bodies	body	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
so	so	av	so	so	0
exactly	exactly	av-j	exactly	exact	0
performed	performed	vvn	performed	perform	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Nation	Nation	n1	Nation	nation	0
.	.	.	.	.	1
The	The	dt	The	the	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
consists	consists	vvz	consists	consist	0
in	in	p-acp	in	in	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
Comfort	Comfort	n1	Comfort	comfort	0
,	,	,	,	,	0
the	the	dt	the	the	0
honest	honest	j	honest	honest	0
helples	helples	j	helpless	helpless	0
Poor	Poor	j	Poor	poor	0
.	.	.	.	.	1
Reform	Reform	vvi	Reform	reform	0
,	,	,	,	,	0
the	the	dt	the	the	0
obstinate	obstinate	j	obstinate	obstinate	0
ungodly	ungodly	j	ungodly	ungodly	0
Poor	Poor	j	Poor	poor	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
