DEare	DEare	n1	DEare	deer	0
and	and	cc	and	and	0
beloved	beloved	j-vvn	beloved	belove	0
Christians	Christians	np1	Christians	Christians	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
sales	sales	n2	sales	sale	0
in	in	p-acp	in	in	0
speciall	speciall	j	special	special	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
apt	apt	j	apt	apt	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
troubled	troubled	vvn	troubled	trouble	0
with	with	p-acp	with	with	0
many	many	d	many	many	0
doubts	doubts	n2	doubts	doubt	0
and	and	cc	and	and	0
feares	feares	vvz	fears	fear	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
Constitution	Constitution	n1	Constitution	constitution	0
and	and	cc	and	and	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
vernment	vernment	n1	vernment	vernment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
visible	visible	j	visible	visible	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
Worship	Worship	n1	Worship	worship	0
and	and	cc	and	and	0
Communion	Communion	n1	Communion	communion	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
drawn	drawn	vvn	drawn	draw	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
present	present	j	present	present	0
Answer	Answer	n1	Answer	answer	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
undeceive	undeceive	vvi	undeceive	undeceive	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
pologists	pologists	ng1	pologists	pologists	0
,	,	,	,	,	0
the	the	dt	the	the	0
Apologie	Apologie	n1	Apology	apology	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
Church-way	Church-way	n1	Churchway	churchway	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
scruples	scruples	n2	scruples	scruple	0
and	and	cc	and	and	0
doubts	doubts	n2	doubts	doubt	0
about	about	p-acp	about	about	0
Presbyterie	Presbyterie	n1	Presbytery	presbytery	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
love	love	n1	love	love	0
,	,	,	,	,	0
care	care	n1	care	care	0
and	and	cc	and	and	0
respect	respect	n1	respect	respect	0
to	to	pc-acp	to	to	0
tender	tender	vvi	tender	tender	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sciences	sciences	n2	sciences	science	0
,	,	,	,	,	0
that	that	cst	that	that	0
more	more	dc	more	more	0
especially	especially	av-j	especially	especial	0
moved	moved	vvn	moved	move	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
(	(	(	(	(	0
now	now	av	now	now	0
some	some	d	some	some	0
seven	seven	crd	seven	seven	0
yeares	yeares	n2	years	year	0
agoe	agoe	av	ago	ago	0
)	)	)	)	)	0
to	to	pc-acp	to	to	0
fall	fall	vvi	fallen	fall	0
up	up	p-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
thorough	thorough	p-acp	through	through	0
studying	studying	vvg	studying	study	0
and	and	cc	and	and	0
searching	searching	vvg	searching	search	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
controversies	controversies	n2	controversies	controversy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
And	And	cc	And	and	0
the	the	dt	the	the	0
grounds	grounds	n2	grounds	ground	0
which	which	r-crq	which	which	0
now	now	av	now	now	0
of	of	pp-f	of	of	0
late	late	av-j	late	late	0
have	have	vhb	have	have	0
afresh	afresh	av	afresh	afresh	0
revived	revived	vvn	revived	revive	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
and	and	cc	and	and	0
studies	studies	n2	studies	study	0
that	that	cst	that	that	0
way	way	n1	way	way	0
,	,	,	,	,	0
are	are	vbr	are	be	0
,	,	,	,	,	0
1.	1.	crd	1.	1.	1
The	The	dt	The	the	0
recovering	recovering	n-vvg	recovering	recover	0
and	and	cc	and	and	0
reducing	reducing	vvg	reducing	reduce	0
conscientious	conscientious	j	conscientious	conscientious	0
Christians	Christians	np1	Christians	Christians	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
too	too	av	too	too	0
far	far	av-j	far	far	0
engaged	engaged	vvn	engaged	engage	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	1
The	The	dt	The	the	0
setling	setling	vvg	settling	settle	0
some	some	d	some	some	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
wavering	wavering	vvg	wavering	waver	0
and	and	cc	and	and	0
doubtfull	doubtfull	j	doubtful	doubtful	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	1
The	The	dt	The	the	0
keeping	keeping	n-vvg	keeping	keep	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
from	from	p-acp	from	from	0
falling	falling	vvg	falling	fall	0
▪	▪	▪	▪	▪	0
Now	Now	av	Now	now	0
the	the	dt	the	the	0
first	first	ord	first	first	0
borne	borne	vvn	born	bear	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
latter	latter	d	latter	latter	0
