May	May	vmb	May	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
:	:	:	:	:	0
IT	IT	pn31	IT	it	0
was	was	vbds	was	be	0
ordered	ordered	vvn	ordered	order	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
Preach	Preach	vvi	Preach	preach	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
Windsor	Windsor	np1	Windsor	Windsor	0
Castle	Castle	n1	Castle	castle	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
very	very	j	very	very	0
first	first	ord	first	first	0
marching	marching	vvg	marching	march	0
forth	forth	av	forth	forth	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
successe	successe	n1	success	success	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
treated	treated	vvd	treated	treat	0
(	(	(	(	(	0
from	from	p-acp	from	from	0
Psal.	Psal.	np1	Psal.	Psal.	1
60.10	60.10	crd	60.10	60.10	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
marching	marching	vvg	marching	march	0
forth	forth	av	forth	forth	0
with	with	p-acp	with	with	0
Israels	Israels	npg1	Israels	Israel	0
Army	Army	n1	Army	army	0
,	,	,	,	,	0
the	the	dt	the	the	0
footsteps	footsteps	n2	footsteps	footstep	0
of	of	pp-f	of	of	0
whose	whose	r-crq	whose	who	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sence	sence	n1	sense	sense	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
seen	seen	vvn	seen	see	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
Campe	Campe	n1	Camp	camp	0
:	:	:	:	:	0
By	By	p-acp	By	by	0
the	the	dt	the	the	0
same	same	d	same	same	0
hand	hand	n1	hand	hand	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
likewise	likewise	av	likewise	likewise	0
ordered	ordered	vvn	ordered	order	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
preach	preach	vvi	preach	preach	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
the	the	dt	the	the	0
very	very	av	very	very	0
first	first	ord	first	first	0
Fast	Fast	j	Fast	fast	0
day	day	n1	day	day	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
returne	returne	n1	return	return	0
to	to	pc-acp	to	to	0
Lon	Lon	zz	Lon	lon	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Conqueror	Conqueror	n1	Conqueror	conqueror	0
;	;	;	;	;	0
at	at	p-acp	at	at	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
faire	faire	j	fair	fair	0
occasion	occasion	n1	occasion	occasion	0
to	to	pc-acp	to	to	0
presse	presse	vvi	press	press	0
,	,	,	,	,	0
That	That	cst	That	that	0
such	such	d	such	such	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
bin	bin	vbn	been	be	0
serviceable	serviceable	j	serviceable	serviceable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
its	its	po31	its	its	0
necessitous	necessitous	j	necessitous	necessitous	0
condition	condition	n1	condition	condition	0
,	,	,	,	,	0
ought	ought	vmd	ought	ought	0
from	from	p-acp	from	from	0
those	those	d	those	those	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
assist	assist	vvi	assist	assist	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
requitall	requitall	n1	requital	requital	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
none	none	pix	none	none	0
deserves	deserves	vvz	deserves	deserve	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
share	share	n1	share	share	0
then	then	cs	then	than	0
your	your	po22	your	your	0
