Beloved	Beloved	j-vvn	Beloved	belove	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
unknown	unknown	j	unknown	unknown	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
voluntari	voluntari	fw-la	voluntari	voluntari	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
left	left	j	left	left	0
a	a	dt	a	a	0
very	very	j	very	very	0
loving	loving	j-vvg	loving	love	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
beneficial	beneficial	j	beneficial	beneficial	0
place	place	n1	place	place	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
reside	reside	vvi	reside	reside	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
expecting	expecting	vvg	expecting	expect	0
(	(	(	(	(	0
and	and	cc	and	and	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
reason	reason	n1	reason	reason	0
)	)	)	)	)	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
ordinary	ordinary	j	ordinary	ordinary	0
success	success	n1	success	success	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
poor	poor	j	poor	poor	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
retaliation	retaliation	n1	retaliation	retaliation	0
of	of	pp-f	of	of	0
affection	affection	n1	affection	affection	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
malicious	malicious	j	malicious	malicious	0
subtilty	subtilty	n1	subtlety	subtlety	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
abroad	abroad	av	abroad	abroad	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
notorious	notorious	j	notorious	notorious	0
hypocrisie	hypocrisie	n1	hypocrisy	hypocrisy	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
at	at	p-acp	at	at	0
home	home	n1-an	home	home	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
strangely	strangely	av-j	strangely	strange	0
frustrate	frustrate	vvb	frustrate	frustrate	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
expectation	expectation	n1	expectation	expectation	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
(	(	(	(	(	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
among	among	p-acp	among	among	0
you	you	pn22	you	you	0
some	some	d	some	some	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
will	will	vmb	will	will	0
give	give	vvi	give	give	0
me	me	pno11	me	i	0
cause	cause	n1	cause	cause	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
laboured	laboured	vvn	laboured	labour	0
in	in	p-acp	in	in	0
vain	vain	j	vain	vain	0
.	.	.	.	.	1
God	God	np1	God	God	0
(	(	(	(	(	0
the	the	dt	the	the	0
Searcher	Searcher	n1	Searcher	searcher	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
hearts	hearts	n2	hearts	heart	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
witness	witness	vvi	witness	witness	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
ceas'd	ceas'd	vvn	ceased	cease	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
,	,	,	,	,	0
while	while	cs	while	while	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
even	even	av	even	even	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
counsel	counsel	n1	counsel	counsel	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
especially	especially	av-j	especially	especial	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
Doctrines	Doctrines	n2	Doctrines	doctrine	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
ceived	ceived	j	ceived	ceived	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
most	most	av-ds	most	most	0
needful	needful	j	needful	needful	0
and	and	cc	and	and	0
necessary	necessary	j	necessary	necessary	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
:	:	:	:	:	0
And	And	cc	And	and	0
being	being	vbg	being	be	0
now	now	av	now	now	0
departing	departing	vvg	departing	depart	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
commend	commend	vvb	commend	commend	0
this	this	d	this	this	0
poor	poor	j	poor	poor	0
Piece	Piece	n1	Piece	piece	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
lasting	lasting	j-vvg	lasting	last	0
monument	monument	n1	monument	monument	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Affection	Affection	n1	Affection	affection	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
;	;	;	;	;	0
Therefore	Therefore	av	Therefore	therefore	0
(	(	(	(	(	0
I	I	pns11	I	i	0
