MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
ALthough	ALthough	cs	ALthough	although	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
before	before	p-acp	before	before	0
hand	hand	n1	hand	hand	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
fixing	fixing	vvg	fixing	fix	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
upon	upon	p-acp	upon	upon	0
this	this	d	this	this	0
account	account	n1	account	account	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
resented	resented	vvn	resented	resent	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
many	many	d	many	many	0
Reasons	Reasons	n2	Reasons	reason	0
thereunto	thereunto	av	thereunto	thereunto	0
oblig'd	oblig'd	vvn	obliged	oblige	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
must	must	vmb	must	must	0
venture	venture	vvi	venture	venture	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
cast	cast	vvd	cast	cast	0
my	my	po11	my	my	0
self	self	n1	self	self	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Goodness	Goodness	n1	Goodness	goodness	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
pardon	pardon	n1	pardon	pardon	0
.	.	.	.	.	1
This	This	d	This	this	0
Volume	Volume	n1	Volume	volume	0
of	of	pp-f	of	of	0
Sermons	Sermons	n2	Sermons	sermon	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
Forerunner	Forerunner	n1	Forerunner	forerunner	0
to	to	p-acp	to	to	0
Two	Two	crd	Two	two	0
or	or	cc	or	or	0
Three	Three	crd	Three	three	0
more	more	dc	more	more	0
)	)	)	)	)	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
therefore	therefore	av	therefore	therefore	0
humbly	humbly	av-j	humbly	humble	0
to	to	p-acp	to	to	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
dicate	dicate	vvb	dicate	dicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
though	though	cs	though	though	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Ladyships	Ladyships	ng1	Ladyships	ladyship	0
esteem	esteem	n1	esteem	esteem	0
,	,	,	,	,	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
very	very	av	very	very	0
insignificative	insignificative	j	insignificative	insignificative	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
however	however	c-acp	however	however	0
