Most	Most	ds	Most	most	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Father	Father	n1	Father	father	0
and	and	cc	and	and	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Brethren	Brethren	n1	Brothers	brethren	0
;	;	;	;	;	0
WHen	WHen	c-crq	WHen	when	0
we	we	pns12	we	we	0
received	received	vvd	received	receive	0
your	your	po22	your	your	0
Papers	Papers	n2	Papers	paper	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
told	told	vvn	told	tell	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
conteined	conteined	vvd	contained	contain	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
an	an	dt	and	a	0
Answer	Answer	n1	Answer	answer	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
Excepions	Excepions	n2	Excepions	excepion	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
the	the	dt	the	the	0
present	present	j	present	present	0
Liturgie	Liturgie	n1	Liturgy	liturgy	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
also	also	av	also	also	0
several	several	j	several	several	0
Con	Con	vvb	Con	con	0
∣	∣	sy	∣	∣	0
cessions	cessions	n1	cessions	cessions	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
seem	seem	vvb	seem	seem	0
willing	willing	j	willing	willing	0
to	to	pc-acp	to	to	0
joyn	joyn	vvi	join	join	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Alteration	Alteration	n1	Alteration	alteration	0
&	&	cc	&	and	0
Reformation	Reformation	n1	Reformation	reformation	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
;	;	;	;	;	0
Our	Our	po12	Our	our	0
expectations	expectations	n2	expectations	expectation	0
were	were	vbdr	were	be	0
so	so	av	so	so	0
far	far	av-j	far	far	0
raised	raised	vvn	raised	raise	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
promised	promised	vvd	promised	promise	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
find	find	vvi	find	find	0
your	your	po22	your	your	0
Concessions	Concessions	n2	Concessions	concession	0
so	so	av	so	so	0
considerable	considerable	j	considerable	considerable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
greatly	greatly	av-j	greatly	great	0
conduced	conduced	vvn	conduced	conduce	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
healing	healing	n-vvg	healing	heal	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
much	much	d	much	much	0
to	to	p-acp	to	to	0
be	be	vbb	be	be	0
lamented	lamented	vvn	lamented	lament	0
Divisions	Divisions	n2	Divisions	division	0
,	,	,	,	,	0
the	the	dt	the	the	0
setling	setling	vvg	settling	settle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
in	in	p-acp	in	in	0
Peace	Peace	n1	Peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
of	of	pp-f	of	of	0
tender	tender	j	tender	tender	0
Consciences	Consciences	n2	Consciences	conscience	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
most	most	av-ds	most	most	0
gracious	gracious	j	gracious	gracious	0
Declaration	Declaration	n1	Declaration	declaration	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Royal	Royal	j	Royal	royal	0
Commis	Commis	n2	Commis	commi	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
in	in	p-acp	in	in	0
pursuance	pursuance	n1	pursuance	pursuance	0
thereof	thereof	av	thereof	thereof	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
having	having	vhg	having	have	0
taken	taken	vvn	taken	take	0
a	a	dt	a	a	0
survey	survey	n1	survey	survey	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
we	we	pns12	we	we	0
find	find	vvb	find	find	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
exceedingly	exceedingly	av-vvg	exceedingly	exceed	0
disappointed	disappointed	vvn	disappointed	disappoint	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
fall	fall	vvi	fallen	fall	0
far	far	av-j	far	far	0
short	short	j	short	short	0
of	of	pp-f	of	of	0
attaining	attaining	vvg	attaining	attain	0
those	those	d	those	those	0
happy	happy	j	happy	happy	0
Ends	Ends	n2	Ends	end	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
which	which	r-crq	which	which	0
this	this	d	this	this	0
Meeting	Meeting	n1	Meeting	meeting	0
was	was	vbds	was	be	0
first	first	ord	first	first	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
signed	signed	vvn	signed	sign	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
appear	appear	vvi	appear	appear	0
both	both	d	both	both	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
paucity	paucity	n1	paucity	paucity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Concessions	Concessions	n2	Concessions	concession	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
inconsiderablenesse	inconsiderablenesse	n1	inconsiderableness	inconsiderableness	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
being	being	vbg	being	be	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
,	,	,	,	,	0
Verbal	Verbal	j	Verbal	verbal	0
,	,	,	,	,	0
and	and	cc	and	and	0
Literal	Literal	j	Literal	literal	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
Real	Real	j	Real	real	0
,	,	,	,	,	0
and	and	cc	and	and	0
Substantial	Substantial	j	Substantial	substantial	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
you	you	pn22	you	you	0
allow	allow	vvb	allow	allow	0
not	not	xx	not	not	0
the	the	dt	the	the	0
laying	laying	vvg	laying	lay	0
aside	aside	av	aside	aside	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Apochrypha	Apochrypha	fw-la	Apochrypha	apochrypha	0
for	for	p-acp	for	for	0
Lessons	Lessons	n2	Lessons	lesson	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
shut	shut	vvd	shut	shut	0
out	out	av	out	out	0
some	some	d	some	some	0
hundreds	hundreds	crd	hundreds	hundred	0
of	of	pp-f	of	of	0
Chapters	Chapters	n2	Chapters	chapter	0
of	of	pp-f	of	of	0
Holy	Holy	j	Holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
