THat	THat	cst	THat	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
make	make	vvi	make	make	0
mine	mine	po11	mine	my	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
dresse	dresse	n1	dress	dress	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
(	(	(	(	(	0
my	my	po11	my	my	0
honoured	honoured	j-vvn	honoured	honour	0
Friends	Friends	n2	Friends	friend	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
great	great	j	great	great	0
City	City	n1	City	city	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
(	(	(	(	(	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
)	)	)	)	)	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
therwise	therwise	j	therwise	therwise	0
apprehended	apprehended	vvn	apprehended	apprehend	0
then	then	av	then	then	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
testimo	testimo	fw-la	testimo	testimo	0
∣	∣	sy	∣	∣	0
ny	ny	av	nigh	nigh	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Christian	Christian	np1	Christian	Christian	0
respect	respect	n1	respect	respect	0
,	,	,	,	,	0
and	and	cc	and	and	0
desires	desires	n2	desires	desire	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
spiritual	spiritual	j	spiritual	spiritual	0
good	good	j	good	good	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
that	that	cst	that	that	0
the	the	dt	the	the	0
business	business	n1	business	business	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
stands	stands	vvz	stands	stand	0
in	in	p-acp	in	in	0
so	so	av	so	so	0
neer	neer	av-j	near	near	0
a	a	dt	a	a	0
relation	relation	n1	relation	relation	0
unto	unto	p-acp	unto	unto	0
