MOST	MOST	av-ds	MOST	most	0
dread	dread	j	dread	dread	0
and	and	cc	and	and	0
renowned	renowned	j-vvn	renowned	renown	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
,	,	,	,	,	0
may	may	vmb	may	may	0
it	it	pn31	it	it	0
please	please	vvi	please	please	0
your	your	po22	your	your	0
excellent	excellent	j	excellent	excellent	0
Maiestie	Maiestie	n1	Majesty	majesty	0
:	:	:	:	:	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Trueth	Trueth	n1	Truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
specially	specially	av-j	specially	special	0
in	in	p-acp	in	in	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
once	once	a-acp	once	once	0
tasted	tasted	vvn	tasted	taste	0
it	it	pn31	it	it	0
,	,	,	,	,	0
cleaue	cleaue	vvb	cleave	cleave	0
vnto	vnto	p-acp	unto	unto	0
it	it	pn31	it	it	0
,	,	,	,	,	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
the	the	dt	the	the	0
hopes	hopes	n2	hope's	hope	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
life	life	n1	life	life	0
besides	besides	a-acp	beside	beside	0
:	:	:	:	:	0
The	The	dt	The	the	0
Law	Law	n1	Law	law	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
mouth	mouth	n1	mouth	mouth	0
(	(	(	(	(	0
saith	saith	vvz	says	say	0
Dauid	Dauid	np1	Dauid	David	0
)	)	)	)	)	0
is	is	vbz	is	be	0
better	better	jc	better	better	0
vnto	vnto	p-acp	unto	unto	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
then	then	cs	then	than	0
thowsands	thowsands	crd	thowsands	thousand	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
&	&	cc	&	and	0
siluer	siluer	n1	silver	silver	0
,	,	,	,	,	0
Psal.	Psal.	np1	Psal.	Psal.	1
119.72	119.72	crd	119.72	119.72	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
such	such	d	such	such	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
excellency	excellency	n1	excellency	excellency	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
blessed	blessed	j-vvn	blessed	bless	0
Trueth	Trueth	n1	Truth	truth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
meekest	meekest	js	meekest	meek	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
uants	uants	vvz	vaunts	vaunt	0
,	,	,	,	,	0
will	will	vmb	will	will	0
stirr	stirr	vvi	stir	stir	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
defence	defence	n1	defence	defence	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
