THough	THough	cs	THough	though	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
nothing	nothing	pix	nothing	nothing	0
almost	almost	av	almost	almost	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
fend	fend	vvb	fend	fend	0
the	the	pno32	thee	they	0
Constancy	Constancy	n1	Constancy	constancy	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
other	other	j-jn	other	other	0
arguments	arguments	n2	arguments	argument	0
,	,	,	,	,	0
your	your	po22	your	your	0
fa	fa	fw-it	fa	fa	0
∣	∣	sy	∣	∣	0
mily	mily	n1	mily	mily	0
may	may	vmb	may	may	0
stand	stand	vvi	stand	stand	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
first	first	ord	first	first	0
place	place	n1	place	place	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
dayes	dayes	n2	days	day	0
of	of	pp-f	of	of	0
Dambrowca	Dambrowca	np1	Dambrowca	Dambrowca	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
Poland	Poland	np1	Poland	Poland	0
happy	happy	j	happy	happy	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
present	present	j	present	present	0
time	time	n1	time	time	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
many	many	d	many	many	0
Senatours	Senatours	n2	Senators	senator	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
house	house	n1	house	house	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
Grandfathers	Grandfathers	n2	Grandfathers	grandfather	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
Grandfathers	Grandfathers	n2	Grandfathers	grandfather	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
great	great	j	great	great	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
vertues	vertues	n2	virtues	virtue	0
seem	seem	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bred	bred	vvn	bred	breed	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
courts	courts	n2	courts	court	0
.	.	.	.	.	1
That	That	cst	That	that	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
pios	pios	n1	pios	pios	0
men	men	n2	men	man	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
founding	founding	vvg	founding	sound	0
of	of	pp-f	of	of	0
Monaste	Monaste	n1	Monaste	monaste	0
∣	∣	sy	∣	∣	0
ries	ries	vvz	rises	rise	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
large	large	j	large	large	0
bounty	bounty	n1	bounty	bounty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
can	can	vmb	can	can	0
testifie	testifie	vvi	testify	testify	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
Magnanimous	Magnanimous	j	Magnanimous	magnanimous	0
persons	persons	n2	persons	person	0
,	,	,	,	,	0
appears	appears	vvz	appears	appear	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
laying	laying	vvg	laying	lay	0
aside	aside	av	aside	aside	0
the	the	dt	the	the	0
supreme	supreme	j	supreme	supreme	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nours	nours	ng1	nours	nours	0
,	,	,	,	,	0
and	and	cc	and	and	0
undergoing	undergoing	j-vvg	undergoing	undergo	0
meaner	meaner	jc	meaner	mean	0
Offices	Offices	n2	Offices	office	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
publike	publike	j	public	public	0
good	good	j	good	good	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
Ancestours	Ancestours	n2	Ancestors	ancestor	0
far	far	av-j	far	far	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
Lepidi	Lepidi	np1	Lepidi	Lepidi	0
,	,	,	,	,	0
have	have	vhb	have	have	0
out-run	out-run	vvn	outrun	outrun	0
their	their	po32	their	their	0
yeers	yeers	n2	years	year	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
cele	cele	n1	cele	cele	0
∣	∣	sy	∣	∣	0
rity	rity	n1	rity	rity	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
wife	wife	n1	wife	wife	0
actions	actions	n2	actions	action	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
Senatours	Senatours	n2	Senators	senator	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
age	age	n1	age	age	0
that	that	cst	that	that	0
Scipio	Scipio	np1	Scipio	Scipio	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
of	of	pp-f	of	of	0
being	being	vbg	being	be	0
Consul	Consul	n1	Consul	consul	0
.	.	.	.	.	1
And	And	cc	And	and	0
why	why	q-crq	why	why	0
do	do	vdb	do	do	0
I	I	pns11	I	i	0
speak	speak	vvb	speak	speak	0
of	of	pp-f	of	of	0
former	former	j	former	former	0
dayes	dayes	n2	days	day	0
?	?	?	?	?	1
Your	Your	po22	Your	your	0
Grandfather	Grandfather	n1	Grandfather	grandfather	0
was	was	vbds	was	be	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
very	very	j	very	very	0
thing	thing	n1	thing	thing	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
famous	famous	j	famous	famous	0
memory	memory	n1	memory	memory	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
so	so	av	so	so	0
raised	raised	vvd	raised	raise	0
Piety	Piety	n1	Piety	piety	0
and	and	cc	and	and	0
Magnanimity	Magnanimity	n1	Magnanimity	magnanimity	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
height	height	n1	height	height	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
his	his	po31	his	his	0
hereditary	hereditary	j	hereditary	hereditary	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
name	name	n1	name	name	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
True	True	j	True	true	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
seems	seems	vvz	seems	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
an	an	dt	and	a	0
example	example	n1	example	example	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
prudent	prudent	j	prudent	prudent	0
Oratory	Oratory	n1	Oratory	oratory	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
say	say	vvb	say	say	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Lord	Lord	n1	Lord	lord	0
your	your	po22	your	your	0
Father	Father	n1	Father	father	0
lives	lives	vvz	lives	live	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
he	he	pns31	he	he	0
might	might	vmd	might	may	0
live	live	vvi	live	live	0
alwaies	alwaies	av	always	always	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
whom	whom	ro-crq	whom	who	0
so	so	av	so	so	0
many	many	d	many	many	0
&	&	cc	&	and	0
so	so	av	so	so	0
great	great	j	great	great	0
things	things	n2	things	thing	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
slendernes	slendernes	n1	slenderness	slenderness	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
wit	wit	n1	wit	wit	0
cannot	cannot	vmbx	cannot	can	0
comprehend	comprehend	vvi	comprehend	comprehend	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
my	my	po11	my	my	0
low	low	j	low	low	0
style	style	n1	style	style	0
expresse	expresse	vvi	express	express	0
.	.	.	.	.	1
The	The	dt	The	the	0
Church	Church	n1	Church	church	0
calls	calls	vvz	calls	call	0
him	him	pno31	him	he	0
,	,	,	,	,	0
her	her	po31	her	her	0
nursing	nursing	n-vvg	nursing	nurse	0
Fa	Fa	fw-it	Fa	fa	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
and	and	cc	and	and	0
Delight	Delight	n1	Delight	delight	0
:	:	:	:	:	0
The	The	dt	The	the	0
Senate	Senate	n1	Senate	senate	0
their	their	po32	their	their	0
Eye	Eye	n1	Eye	eye	0
,	,	,	,	,	0
the	the	dt	the	the	0
Nobility	Nobility	n1	Nobility	nobility	0
,	,	,	,	,	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
the	the	dt	the	the	0
Muses	Muses	n2	Muses	muse	0
their	their	po32	their	their	0
Patron	Patron	n1	Patron	patron	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
in	in	p-acp	in	in	0
brief	brief	j	brief	brief	0
;	;	;	;	;	0
Men	Men	n2	Men	man	0
think	think	vvb	think	think	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
brest	brest	n1	breast	breast	0
is	is	vbz	is	be	0
bred	bred	vvn	bred	breed	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
∣	∣	sy	∣	∣	0
ever	ever	av	ever	ever	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
prudence	prudence	n1	prudence	prudence	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
bred	bred	vvn	bred	breed	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
Noble	Noble	j	Noble	noble	0
person	person	n1	person	person	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
most	most	ds	most	most	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
Lords	Lords	n2	Lords	lord	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
shall	shall	vmb	shall	shall	0
I	I	pns11	I	i	0
say	say	vvi	say	say	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
your	your	po22	your	your	0
two	two	crd	two	two	0
brothers	brothers	n2	brother's	brother	0
?	?	?	?	?	1
I	I	pns11	I	i	0
look	look	vvb	look	look	0
upon	upon	p-acp	upon	upon	0
your	your	po22	your	your	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Noble	Noble	j	Noble	noble	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
descended	descended	vvn	descended	descend	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Lesznii	Lesznii	np2	Lesznii	lesznii	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Dukes	Dukes	n2	Dukes	duke	0
of	of	pp-f	of	of	0
Sanguscii	Sanguscii	np1	Sanguscii	Sanguscii	0
,	,	,	,	,	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
proceeding	proceeding	vvg	proceeding	proceed	0
from	from	p-acp	from	from	0
n	n	zz	n	n	0
honourable	honourable	j	honourable	honourable	0
Seminary	Seminary	n1	Seminary	seminary	0
of	of	pp-f	of	of	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
do	do	vdb	do	do	0
shew	shew	vvi	show	show	0
forth	forth	av	forth	forth	0
some	some	d	some	some	0
flowers	flowers	n2	flowers	flower	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spring	spring	n1	spring	spring	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
youth	youth	n1	youth	youth	0
or	or	cc	or	or	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Common	Common	j	Common	common	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
and	and	cc	and	and	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
doubt	doubt	n1	doubt	doubt	0
but	but	p-acp	but	but	0
fruit	fruit	n1	fruit	fruit	0
will	will	vmb	will	will	0
follow	follow	vvi	follow	follow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Autum	Autum	n1	Autumn	autumn	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
yeers	yeers	n2	years	year	0
.	.	.	.	.	1
