RIGHT	RIGHT	av-jn	RIGHT	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	vvb	cause	cause	0
truly	truly	av-j	truly	true	0
Right	Right	j-jn	Right	right	0
,	,	,	,	,	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
a	a	dt	a	a	0
lover	lover	n1	lover	lover	0
,	,	,	,	,	0
and	and	cc	and	and	0
practiser	practiser	n1	practiser	practiser	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
a	a	dt	a	a	0
faithfull	faithfull	j	faithful	faithful	0
defendar	defendar	n1	defendar	defendar	0
of	of	pp-f	of	of	0
right	right	n-jn	right	right	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
makes	makes	vvz	makes	make	0
your	your	po22	your	your	0
fame	fame	n1	fame	fame	0
singugular	singugular	j	singugular	singugular	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
this	this	d	this	this	0
vertue	vertue	n1	virtue	virtue	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
is	is	vbz	is	be	0
so	so	av	so	so	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerall	nerall	n1	nerall	nerall	0
,	,	,	,	,	0
that	that	cst	that	that	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
men	men	n2	men	man	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
encli	encli	fw-la	encli	encli	0
∣	∣	sy	∣	∣	0
ned	ned	zz	ned	ned	0
to	to	p-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
right	right	n-jn	right	right	0
,	,	,	,	,	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
hath	hath	vhz	hath	have	0
engaged	engaged	vvn	engaged	engage	0
,	,	,	,	,	0
both	both	d	both	both	0
your	your	po22	your	your	0
Life	Life	n1	Life	life	0
and	and	cc	and	and	0
Estate	Estate	n1	Estate	estate	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
mainetaine	mainetaine	vvi	maintain	maintain	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
of	of	pp-f	of	of	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
King	King	n1	King	king	0
and	and	cc	and	and	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
nay	nay	uh-x	nay	nay	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
transcendent	transcendent	j	transcendent	transcendent	0
,	,	,	,	,	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
&	&	cc	&	and	0
safety	safety	n1	safety	safety	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
cause	cause	n1	cause	cause	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
now	now	av	now	now	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
unhappie	unhappie	j	unhappy	unhappy	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
danger	danger	n1	danger	danger	0
