Right	Right	n-jn	Right	right	0
dearly	dearly	av-jn	dearly	dear	0
beloved	beloved	vvn	beloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
THis	THis	d	THis	this	0
poore	poore	j	poor	poor	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
the	the	dt	the	the	0
first-fruits	first-fruits	n2	firstfruits	first-fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kind	kind	n1	kind	kind	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
passe	passe	vvi	pass	pass	0
through	through	p-acp	through	through	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
view	view	n1	view	view	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
speciall	speciall	j	special	special	0
interest	interest	n1	interest	interest	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
were	were	vbdr	were	be	0
pleased	pleased	vvn	pleased	please	0
many	many	d	many	many	0
years	years	n2	years	year	0
since	since	c-acp	since	since	0
to	to	pc-acp	to	to	0
chuse	chuse	vvi	choose	choose	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
your	your	po22	your	your	0
Pastor	Pastor	n1	Pastor	pastor	0
to	to	pc-acp	to	to	0
feed	feed	vvi	feed	feed	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
the	the	dt	the	the	0
work	work	n1	work	work	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
col	col	fw-fr	col	col	0
∣	∣	sy	∣	∣	0
lected	lected	n-vvn	lected	lect	0
,	,	,	,	,	0
and	and	cc	and	and	0
composed	composed	vvd	composed	compose	0
purposely	purposely	av	purposely	purposely	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
service	service	n1	service	service	0
and	and	cc	and	and	0
use	use	vvi	use	use	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
above	above	p-acp	above	above	0
twenty	twenty	crd	twenty	twenty	0
years	years	n2	years	year	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
was	was	vbds	was	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
open	open	vvi	open	open	0
a	a	dt	a	a	0
doore	doore	n1	door	door	0
unto	unto	p-acp	unto	unto	0
me	me	pno11	me	i	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospelof	Gospelof	n1	Gospelof	gospelof	0
Christ	Christ	np1	Christ	Christ	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
,	,	,	,	,	0
though	though	cs	though	though	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
weaknesse	weaknesse	n1	weakness	weakness	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
endeavoured	endeavoured	vvn	endeavoured	endeavour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
utmost	utmost	j	utmost	utmost	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
power	power	n1	power	power	0
,	,	,	,	,	0
I	I	pns11	I	i	0
blesse	blesse	vvb	bless	bless	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
▪	▪	▪	▪	▪	0
and	and	cc	and	and	0
need	need	vvb	need	need	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
witnesses	witnesses	n2	witnesses	witness	0
then	then	cs	then	than	0
yourselves	yourselves	px22	yourselves	yourselves	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
sought	sought	vvn	sought	seek	0
yours	yours	png22	yours	you	0
but	but	p-acp	but	but	0
you	you	pn22	you	you	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
having	having	vhg	having	have	0
indeed	indeed	av	indeed	indeed	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
first	first	ord	first	first	0
entrance	entrance	n1	entrance	entrance	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
resolved	resolved	vvd	resolved	resolve	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
,	,	,	,	,	0
very	very	av	very	very	0
gladly	gladly	av-j	gladly	glad	0
to	to	pc-acp	to	to	0
spend	spend	vvi	spend	spend	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
spent	spent	vvn	spent	spend	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
abundantly	abundantly	av-j	abundantly	abundant	0
I	I	pns11	I	i	0
loved	loved	vvd	loved	love	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
lesse	lesse	av-dc	less	less	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
loved	loved	vvn	loved	love	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
.	.	.	.	.	1
Amongst	Amongst	p-acp	among	among	0
other	other	j-jn	other	other	0
wayes	wayes	n2	ways	way	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
studied	studied	vvn	studied	study	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
ser	ser	zz	ser	ser	0
∣	∣	sy	∣	∣	0
viceable	viceable	j	viceable	viceable	0
to	to	pc-acp	to	to	0
your	your	po22	your	your	0
souls	souls	n2	souls	soul	0
,	,	,	,	,	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
into	into	p-acp	into	into	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
undertake	undertake	vvi	undertake	undertake	0
the	the	dt	the	the	0
unfolding	unfolding	n-vvg	unfolding	unfold	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
passages	passages	n2	passages	passage	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
as	as	a-acp	as	as	0
were	were	vbdr	were	be	0
somewhat	somewhat	av	somewhat	somewhat	0
more	more	av-dc	more	more	0
difficult	difficult	j	difficult	difficult	0
and	and	cc	and	and	0
obscure	obscure	j	obscure	obscure	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
would	would	vmd	would	will	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
partake	partake	vvi	partake	partake	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
therein	therein	av	therein	therein	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
end	end	n1	end	end	0
I	I	pns11	I	i	0
propounded	propounded	vvd	propounded	propound	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
was	was	vbds	was	be	0
,	,	,	,	,	0
both	both	d	both	both	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
my	my	po11	my	my	0
self	self	n1	self	self	0
might	might	vmd	might	may	0
hereby	hereby	av	hereby	hereby	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
enabled	enabled	vvn	enabled	enable	0
in	in	p-acp	in	in	0
publick	publick	j	public	public	0
also	also	av	also	also	0
to	to	pc-acp	to	to	0
declare	declare	vvi	declare	declare	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
counsell	counsell	n1	counsel	counsel	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
occasion	occasion	n1	occasion	occasion	0
was	was	vbds	was	be	0
offered	offered	vvn	offered	offer	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
likewise	likewise	av	likewise	likewise	0
might	might	vmd	might	may	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
advan	advan	n1	advan	advan	0
∣	∣	sy	∣	∣	0
tage	tage	n1	tage	tage	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
exercise	exercise	vvi	exercise	exercise	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
private	private	j	private	private	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
sacred	sacred	j	sacred	sacred	0
volumes	volumes	n2	volumes	volume	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
having	having	vhg	having	have	0
for	for	p-acp	for	for	0
severall	severall	j	several	several	0
years	years	n2	years	year	0
spent	spent	vvn	spent	spend	0
some	some	d	some	some	0
time	time	n1	time	time	0
every	every	d	every	every	0
Lords	Lords	n2	Lords	lord	0
day	day	n1	day	day	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
imploiment	imploiment	n1	employment	employment	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
at	at	p-acp	at	at	0
length	length	n1	length	length	0
importuned	importuned	vvd	importuned	importune	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
friends	friends	n2	friends	friend	0
,	,	,	,	,	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
