MOST	MOST	av-ds	MOST	most	0
RENOWMED	RENOWMED	j-vvn	RENOWNED	renown	0
AND	AND	cc	AND	and	0
EXCEL	EXCEL	vvi	EXCEL	excel	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
King	King	n1	King	king	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
allured	allured	vvn	allured	allure	0
by	by	p-acp	by	by	0
questions	questions	n2	questions	question	0
which	which	r-crq	which	which	0
graue	graue	n1	graven	grave	0
and	and	cc	and	and	0
wise	wise	j	wise	wise	0
men	men	n2	men	man	0
at	at	p-acp	at	at	0
sundry	sundry	j	sundry	sundry	0
tymes	tymes	n2	times	time	0
did	did	vdd	did	do	0
aske	aske	vvi	ask	ask	0
of	of	pp-f	of	of	0
me	me	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
matters	matters	n2	matters	matter	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
knowe	knowe	vvi	know	know	0
many	many	d	many	many	0
thinges	thinges	n2	things	thing	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
knowne	knowne	vvn	known	know	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
thought	thought	n1	thought	thought	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
same	same	d	same	same	0
questions	questions	n2	questions	question	0
had	had	vhd	had	have	0
neuer	neuer	av-x	never	never	0
beene	beene	vbn	been	be	0
demaunded	demaunded	vvn	demanded	demand	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
uer	uer	p-acp	ver	for	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
haue	haue	vhb	have	have	0
I	I	pns11	I	i	0
delighted	delighted	vvn	delighted	delight	0
to	to	pc-acp	to	to	0
shoote	shoote	vvi	shoot	shoot	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
Harchibuse	Harchibuse	n1	Harchibuse	harchibuse	0
,	,	,	,	,	0
handegunne	handegunne	vvn	handegunne	handegunne	0
,	,	,	,	,	0
or	or	cc	or	or	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
small	small	j	small	small	0
or	or	cc	or	or	0
great	great	j	great	great	0
peece	peece	n1	piece	piece	0
of	of	pp-f	of	of	0
Artillerie	Artillerie	n1	Artillery	artillery	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
doe	doe	vdb	do	do	0
intende	intende	vvb	intend	intend	0
